Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ,AccX_corr,GyroX_corr,MagnX_corr,AccY_corr,GyroY_corr,MagnY_corr,AccZ_corr,GyroZ_corr,MagnZ_corr,AccNorm,GyroNorm,AccNorm_filt,GyroNorm_filt,KneeAngle_fused_deg,KneeAngle_fused_filt_deg,KneeValgus_fused_deg,KneeValgus_filt_deg
,-9.067,-0.108,-5.3,-8.851,-1.149,-4.515,-7.14,5.39,-2.1,0.5170038461538482,0.7313134615384609,-10.040288461538461,1.148653846153846,0.11085192307692293,4.130538461538461,-3.0583596153846146,-2.2754653846153845,-2.8578846153846156,3.3076067136582945,2.3926659283025824,2.713390280154556,2.6280490475956935,-15.969708521405119,-15.993276137950126,14.222938003258436,14.144529414697722
,-9.014,-0.768,-4.738,-8.681,-1.409,-4.279,-10.43,4.83,-1.61,0.570003846153849,0.9013134615384626,-13.330288461538462,0.4886538461538461,-0.14914807692307708,3.5705384615384617,-2.4963596153846153,-2.0394653846153847,-2.3678846153846154,2.6068176567060366,2.2347326819654914,2.7070348489383775,2.635224443163082,-16.032189974231994,-16.042937524069153,14.312980236047535,14.234705479284688
42061.0,-8.748,-0.873,-4.563,-8.873,-0.471,-4.786,-10.43,1.89,0.35,0.836003846153849,0.7093134615384624,-13.330288461538462,0.3836538461538461,0.788851923076923,0.6305384615384615,-2.3213596153846145,-2.5464653846153844,-0.4078846153846154,2.496958783879156,2.758604520098199,2.6946662746224073,2.637563804966542,-16.106031031938713,-16.094245604548874,14.377888847005016,14.324310079862597
,-8.789,-1.024,-4.714,-8.77,-0.531,-4.681,-9.24,1.12,0.56,0.7950038461538487,0.8123134615384622,-12.14028846153846,0.2326538461538461,0.7288519230769229,-0.1394615384615383,-2.4723596153846152,-2.441465384615385,-0.19788461538461533,2.6074357125947234,2.674290842418729,2.675839228547766,2.6868044313381265,-16.183643771724025,-16.1469673645116,14.429611161803821,14.413144809145914
,-8.727,-0.739,-4.745,-8.911,-0.388,-4.805,-7.14,1.26,0.56,0.8570038461538481,0.6713134615384622,-10.040288461538461,0.5176538461538461,0.8718519230769229,0.0005384615384615987,-2.503359615384615,-2.5654653846153845,-0.19788461538461533,2.6961510456016677,2.791487090974172,2.686559908432822,2.6923910623020997,-16.250208203469565,-16.19962512335868,14.505104699815398,14.501849567283816
,-8.772,-0.57,-4.877,-8.856,-0.55,-4.618,-5.67,1.68,0.77,0.8120038461538481,0.7263134615384619,-8.57028846153846,0.6866538461538462,0.7098519230769229,0.4205384615384615,-2.6353596153846146,-2.378465384615385,0.012115384615384639,2.841824071438388,2.5862170409541427,2.706517213746245,2.705902045004304,-16.30799283271673,-16.251219801527604,14.594549923782392,14.591062060940033
42136.0,-9.009,-0.665,-4.671,-8.646,-0.596,-4.843,-2.45,2.66,1.89,0.575003846153848,0.936313461538461,-5.350288461538462,0.5916538461538461,0.663851923076923,1.4005384615384617,-2.429359615384615,-2.603465384615385,1.1321153846153846,2.5656328337511667,2.8452441517243465,2.7066193569426455,2.7150481468730665,-16.35563234671417,-16.30255994474875,14.693437370979941,14.675654730367544
,-8.859,-0.804,-4.597,-8.715,-0.323,-4.815,-4.48,1.47,1.4,0.7250038461538484,0.8673134615384619,-7.380288461538462,0.4526538461538461,0.936851923076923,0.21053846153846156,-2.3553596153846152,-2.575465384615385,0.6421153846153845,2.5056426319729845,2.8745340689737584,2.701941168321577,2.692251761796241,-16.41855766552437,-16.353443145263377,14.77231661305899,14.761260066237112
,-8.672,-0.715,-4.523,-8.875,-0.335,-4.721,-3.57,0.77,1.26,0.9120038461538478,0.7073134615384618,-6.470288461538461,0.5416538461538462,0.924851923076923,-0.4894615384615384,-2.2813596153846145,-2.481465384615385,0.5021153846153846,2.51589777200118,2.741042478243813,2.6808526411933835,2.6715878586281985,-16.486416292931168,-16.40395400006668,14.847210894417021,14.844070964439654
,-8.753,-0.639,-4.616,-8.763,-0.232,-4.755,-2.38,0.35,2.1,0.8310038461538483,0.8193134615384619,-5.280288461538461,0.6176538461538461,1.027851923076923,-0.9094615384615384,-2.3743596153846145,-2.5154653846153847,1.3421153846153846,2.5902986795272285,2.8381896034671983,2.684532230721425,2.6638061310658054,-16.545588461684677,-16.45265343241993,14.932703667344326,14.929447310762026
42212.0,-8.832,-0.048,-4.855,-8.777,-0.165,-4.681,-0.14,-0.7,1.61,0.7520038461538476,0.8053134615384625,-3.0402884615384616,1.208653846153846,1.094851923076923,-1.9594615384615384,-2.6133596153846153,-2.441465384615385,0.8521153846153847,2.9759036247459174,2.7942769599800674,2.673183236554817,2.6541954181585266,-16.574394364641766,-16.50157503483716,15.045041235760474,15.014805080138693
,-8.758,0.246,-4.803,-8.961,-0.388,-4.592,-1.4,-0.07,1.75,0.8260038461538493,0.6213134615384615,-4.300288461538461,1.5026538461538461,0.8718519230769229,-1.3294615384615385,-2.5613596153846148,-2.3524653846153845,0.9921153846153846,3.082339049252227,2.584617878734774,2.6694283405923667,2.635222225245381,-16.60073364644315,-16.551057086125567,15.158679151889292,15.099905159792526
,-8.796,-0.211,-4.96,-8.811,-0.256,-4.704,-1.12,-0.21,2.1,0.788003846153849,0.7713134615384618,-4.0202884615384615,1.045653846153846,1.003851923076923,-1.4694615384615384,-2.718359615384615,-2.4644653846153846,1.3421153846153846,3.017253888237379,2.7706015179709866,2.652725542193577,2.6117529704401714,-16.637624784332317,-16.600311240728217,15.265278277871491,15.18494394212086
,-8.813,-0.108,-4.642,-8.689,-0.297,-4.786,-1.68,0.35,1.61,0.7710038461538478,0.8933134615384617,-4.580288461538461,1.148653846153846,0.962851923076923,-0.9094615384615384,-2.400359615384615,-2.5464653846153844,0.8521153846153847,2.7704835087467004,2.865236241810287,2.601661937471104,2.5749532134242488,-16.670536414821143,-16.651137874170562,15.376996421369006,15.268929693239622
42288.0,-8.758,-0.165,-4.81,-8.854,-0.481,-4.628,-1.26,-1.89,-0.28,0.8260038461538493,0.7283134615384625,-4.160288461538461,1.091653846153846,0.778851923076923,-3.149461538461538,-2.5683596153846144,-2.388465384615385,-1.0378846153846153,2.910405742782618,2.6156868524050574,2.575414422762904,2.5559853048473267,-16.710269021004017,-16.702513244897975,15.483250693103374,15.35240350742864
,-8.83,-0.459,-4.47,-8.799,0.388,-5.415,-2.1,-2.45,-0.98,0.7540038461538483,0.7833134615384623,-5.000288461538462,0.797653846153846,1.647851923076923,-3.7094615384615386,-2.2283596153846146,-3.175465384615385,-1.7378846153846155,2.4840209406878775,3.6623184389545123,2.5771252370766295,2.5378729419912225,-16.74880969951082,-16.752482184150168,15.583949189539736,15.436659802580676
,-8.88,-0.242,-4.558,-8.894,-0.534,-4.446,-1.82,-3.29,-1.33,0.7040038461538476,0.6883134615384616,-4.720288461538462,1.0146538461538461,0.7258519230769229,-4.5494615384615384,-2.3163596153846147,-2.2064653846153846,-2.0878846153846156,2.6250077544073966,2.4226278973617563,2.5821389017571823,2.5121468554080084,-16.785347216304146,-16.80060595698648,15.691914865650247,15.522713010909628
,-8.964,-0.211,-4.791,-8.732,-0.883,-4.75,-2.24,-3.92,-1.82,0.620003846153848,0.8503134615384624,-5.140288461538462,1.045653846153846,0.37685192307692295,-5.179461538461538,-2.549359615384615,-2.510465384615385,-2.5778846153846153,2.8243638547070895,2.6772162412013656,2.5650694960483387,2.490243282477728,-16.81662068485824,-16.84673942732065,15.806156389778348,15.61104611299432
42364.0,-8.677,-1.859,-4.269,-8.978,-0.608,-4.654,-6.3,-7.21,-2.03,0.9070038461538488,0.604313461538462,-9.200288461538461,-0.6023461538461539,0.651851923076923,-8.469461538461537,-2.027359615384615,-2.4144653846153847,-2.7878846153846153,2.301230948010995,2.5728872464454398,2.536284747431306,2.4568890742566962,-16.88745864617461,-16.891174626987794,15.763042497359963,15.700840227838928
,-9.002,-0.78,-4.152,-8.71,-1.472,-3.936,-4.83,-7.91,-2.17,0.5820038461538477,0.8723134615384609,-7.7302884615384615,0.4766538461538461,-0.21214807692307702,-9.169461538461539,-1.910359615384615,-1.6964653846153848,-2.9278846153846154,2.053144229245374,1.9193572838118487,2.4984285169797293,2.436790738344734,-16.953697808487842,-16.933919923707773,15.851821605610104,15.791689576109187
,-8.66,-1.886,-3.884,-8.945,-0.964,-4.178,-3.08,-9.17,-3.36,0.9240038461538482,0.6373134615384615,-5.9802884615384615,-0.6293461538461538,0.295851923076923,-10.429461538461538,-1.6423596153846147,-1.9384653846153848,-4.117884615384615,1.986757356929716,2.0618789624996228,2.4798983000490753,2.39193710311224,-17.029624070067978,-16.975429877943608,15.803704047450351,15.883131512451751
,-8.981,-0.263,-4.501,-8.918,-0.806,-4.314,0.7,-9.66,-2.87,0.6030038461538485,0.6643134615384625,-2.2002884615384612,0.9936538461538461,0.4538519230769229,-10.919461538461539,-2.259359615384615,-2.074465384615385,-3.6278846153846156,2.540800558108326,2.225016983132779,2.457949441406931,2.343011755962439,-17.06236259971458,-17.015890308223273,15.914815074582725,15.975468637674508
42439.0,-8.782,-0.778,-4.276,-8.851,-0.55,-4.338,1.05,-10.08,0.28,0.8020038461538483,0.7313134615384609,-1.8502884615384614,0.4786538461538461,0.7098519230769229,-11.339461538461538,-2.0343596153846146,-2.098465384615385,-0.47788461538461535,2.238512612962293,2.3328664989991106,2.4355712380770145,2.311251951677666,-17.130696627505912,-17.05403662768825,15.989931409402903,16.069428085820512
,-8.909,-0.514,-4.319,-8.911,-0.593,-4.243,1.61,-10.5,0.98,0.6750038461538477,0.6713134615384622,-1.2902884615384613,0.7426538461538461,0.666851923076923,-11.759461538461538,-2.0773596153846148,-2.003465384615385,0.2221153846153846,2.307073449017283,2.2156775032269964,2.417779491464785,2.2821052137964744,-17.178358283585744,-17.09068949918229,16.088734328883156,16.164410336903497
,-8.906,-0.419,-4.336,-9.009,-0.543,-4.116,1.96,-10.85,1.68,0.6780038461538478,0.5733134615384614,-0.9402884615384615,0.8376538461538461,0.7168519230769229,-12.109461538461538,-2.094359615384615,-1.8764653846153845,0.9221153846153846,2.35535461872087,2.0889440740383782,2.3803872934682477,2.2693855381646197,-17.221297916112576,-17.127533596778633,16.190262869921543,16.25908829131524
,-8.873,-0.467,-4.434,-8.882,-0.357,-4.353,1.12,-11.34,2.03,0.711003846153849,0.7003134615384621,-1.7802884615384613,0.789653846153846,0.902851923076923,-12.599461538461538,-2.192359615384615,-2.1134653846153846,1.2721153846153843,2.436292336555797,2.4025645613350615,2.34430165656153,2.2477229128520935,-17.26578384252919,-17.1643093706737,16.28985254854457,16.35366080288424
42515.0,-8.76,-0.136,-4.468,-9.088,-0.481,-3.9,4.06,-12.11,1.75,0.8240038461538486,0.49431346153846256,1.1597115384615382,1.120653846153846,0.778851923076923,-13.369461538461538,-2.226359615384615,-1.6604653846153847,0.9921153846153846,2.6251713312451197,1.8995003053026014,2.28837792479432,2.2090986620374986,-17.305468160317982,-17.20033764405215,16.393257172172934,16.44844302559953
,-8.921,-0.007,-4.484,-9.179,-0.522,-3.79,4.83,-12.25,1.82,0.663003846153849,0.4033134615384615,1.9297115384615386,1.2496538461538462,0.7378519230769229,-13.509461538461538,-2.242359615384615,-1.5504653846153849,1.0621153846153848,2.6512988288628905,1.7638112477067898,2.2344036475250366,2.1893744433001223,-17.33138239478898,-17.23532843889867,16.50364391000047,16.543469981632928
,-8.914,-0.024,-4.463,-9.103,-0.522,-4.135,3.78,-12.32,1.47,0.6700038461538487,0.479313461538462,0.8797115384615384,1.232653846153846,0.7378519230769229,-13.579461538461539,-2.221359615384615,-1.8954653846153846,0.7121153846153846,2.6273140655735285,2.0897262689346285,2.168158897675475,2.15633589103609,-17.357249125682756,-17.268912662324595,16.615272263557745,16.638975364802267
,-9.045,-0.306,-4.109,-9.019,-0.354,-4.054,2.73,-11.97,1.19,0.5390038461538484,0.5633134615384616,-0.17028846153846144,0.9506538461538461,0.905851923076923,-13.229461538461539,-1.8673596153846148,-1.814465384615385,0.43211538461538457,2.163631164164798,2.1047979462314337,2.142378454957412,2.0808052659796195,-17.38311400041243,-17.301725205646083,16.726271816005823,16.735077778642005
42590.0,-9.117,-0.323,-3.886,-9.0,-0.481,-3.9,4.2,-13.02,-0.35,0.4670038461538475,0.5823134615384618,1.2997115384615388,0.9336538461538462,0.778851923076923,-14.279461538461538,-1.644359615384615,-1.6604653846153847,-1.1078846153846154,1.9477475815588106,1.9242776772273393,2.0640993279313133,2.059101163434704,-17.40552339481535,-17.335915934399132,16.83975168577518,16.82492546019838
,-9.182,-0.268,-3.762,-9.04,-0.467,-4.066,3.43,-13.02,-0.98,0.402003846153848,0.5423134615384626,0.5297115384615387,0.9886538461538461,0.7928519230769229,-14.279461538461538,-1.5203596153846148,-1.8264653846153847,-1.7378846153846155,1.857562079697401,2.0636603072431345,1.971437391631478,2.0352561547827905,-17.419370547436117,-17.36882617995482,16.956632978809186,16.906670863334952
,-9.184,-0.294,-4.046,-9.105,-0.51,-3.664,1.26,-13.58,-1.33,0.4000038461538491,0.4773134615384613,-1.6402884615384614,0.9626538461538461,0.7498519230769229,-14.839461538461538,-1.804359615384615,-1.424465384615385,-2.0878846153846156,2.083847193554168,1.6790496356794948,1.9028427761875275,2.023897401207782,-17.43489115684594,-17.39773428576178,17.070927715886565,16.994317936978355
,-9.031,-0.462,-3.917,-9.239,-0.34,-3.506,-0.28,-13.86,-1.47,0.5530038461538478,0.343313461538461,-3.1802884615384617,0.7946538461538462,0.9198519230769229,-15.119461538461538,-1.6753596153846146,-1.2664653846153846,-2.2278846153846152,1.9349723072772211,1.602475043078933,1.8903328272241298,2.017003120289194,-17.470528852795702,-17.4233193173686,17.173081868850655,17.083111069225303
42666.0,-9.27,-0.352,-3.922,-9.067,-0.438,-3.891,4.83,-13.93,-2.24,0.3140038461538488,0.5153134615384616,1.9297115384615386,0.9046538461538461,0.821851923076923,-15.189461538461538,-1.680359615384615,-1.6514653846153848,-2.9978846153846157,1.93406448542335,1.9152875668397238,1.8580035949521965,1.9701621918455205,-17.478220599020613,-17.445891880569043,17.290156546213154,17.17805072646454
,-9.031,-0.184,-3.994,-9.076,-0.172,-3.939,3.22,-14.35,-2.1,0.5530038461538478,0.5063134615384612,0.31971153846153877,1.0726538461538462,1.087851923076923,-15.609461538461538,-1.752359615384615,-1.6994653846153849,-2.8578846153846156,2.127713267609267,2.0803744185562216,1.8073501150663671,1.9134713513799824,-17.4985631205296,-17.46661013678399,17.402242195501948,17.273194558868312
,-8.909,-0.323,-3.881,-9.155,-0.148,-4.396,2.45,-14.7,-2.03,0.6750038461538477,0.4273134615384624,-0.45028846153846125,0.9336538461538462,1.111851923076923,-15.959461538461538,-1.6393596153846146,-2.1564653846153847,-2.7878846153846153,2.003706476835953,2.463565393551836,1.7579142659436897,1.8474253708531134,-17.5323409021467,-17.483102938908747,17.50666805046574,17.369728268849055
,-9.115,-0.424,-4.161,-8.957,-0.459,-3.987,2.31,-15.26,-2.38,0.46900384615384816,0.625313461538461,-0.5902884615384614,0.8326538461538462,0.8008519230769229,-16.519461538461538,-1.9193596153846144,-1.747465384615385,-3.1378846153846154,2.144112489677552,2.021389620609103,1.7044359038184937,1.776034161023726,-17.55690376771487,-17.496494108301427,17.617564452683226,17.466752417224807
42742.0,-9.105,-0.225,-3.314,-9.198,-0.206,-3.604,3.43,-16.17,-3.85,0.47900384615384795,0.38431346153846135,0.5297115384615387,1.031653846153846,1.053851923076923,-17.42946153846154,-1.0723596153846149,-1.364465384615385,-4.607884615384616,1.5632368622899224,1.7663709967915047,1.6194462194039176,1.7118564533157152,-17.574359892172108,-17.507751996413862,17.729616068469188,17.56417558089076
,-9.32,-0.522,-3.364,-9.1,-0.282,-4.324,5.46,-15.75,-3.57,0.2640038461538481,0.4823134615384621,2.5597115384615385,0.7346538461538461,0.9778519230769229,-17.009461538461537,-1.1223596153846147,-2.0844653846153847,-4.327884615384615,1.3671522997453371,2.3524065546385073,1.5385268492858446,1.656538560655888,-17.580297080830622,-17.51361522794627,17.847697278237284,17.660556337200177
,-9.426,-0.694,-3.276,-9.028,-0.701,-3.81,5.67,-16.17,-3.85,0.15800384615384822,0.5543134615384613,2.7697115384615385,0.5626538461538462,0.558851923076923,-17.42946153846154,-1.0343596153846146,-1.5704653846153849,-4.607884615384616,1.1880422466940024,1.7566844935402244,1.45476980885169,1.621063669926183,-17.583458830078087,-17.516195365559625,17.96639065550615,17.757249618134935
,-9.162,-0.299,-3.723,-8.866,-0.646,-3.652,4.69,-16.73,-4.55,0.42200384615384756,0.7163134615384621,1.789711538461539,0.9576538461538462,0.6138519230769229,-17.98946153846154,-1.4813596153846147,-1.412465384615385,-5.307884615384615,1.813729430018256,1.6985221874862684,1.3686898666036902,1.5836846812445582,-17.60193582586941,-17.51739689924112,18.082611949372943,17.85415068572524
42818.0,-9.143,-1.503,-2.546,-9.213,0.115,-3.434,8.96,-15.4,-3.08,0.4410038461538477,0.36931346153846256,6.059711538461539,-0.24634615384615377,1.374851923076923,-16.65946153846154,-0.30435961538461465,-1.194465384615385,-3.8378846153846156,0.5897504517288223,1.8583212311939543,1.3076966635344898,1.5648245058506,-17.674306163883443,-17.518398971600043,18.027954586115996,17.94703338187455
,-9.519,-1.591,-2.479,-9.361,0.17,-3.702,12.11,-15.33,-2.31,0.06500384615384824,0.2213134615384611,9.209711538461537,-0.33434615384615385,1.4298519230769229,-16.58946153846154,-0.23735961538461492,-1.4624653846153848,-3.0678846153846155,0.41515351091137537,2.057246016251614,1.2701384335629946,1.5282579893838486,-17.672287069306137,-17.519053848960752,17.931536871329218,18.034262628733813
,-9.581,-1.106,-2.737,-9.009,0.483,-3.589,16.73,-15.75,-1.82,0.0030038461538488548,0.5733134615384614,13.829711538461538,0.15065384615384603,1.7428519230769228,-17.009461538461537,-0.4953596153846149,-1.3494653846153848,-2.5778846153846153,0.5177709464682779,2.277559653495225,1.2494733856088236,1.4937170587833049,-17.639069397155648,-17.51836779313156,18.041866412088456,18.118050013253733
,-9.466,-0.203,-3.606,-9.05,0.146,-3.116,18.13,-16.59,-2.03,0.11800384615384907,0.532313461538461,15.229711538461537,1.053653846153846,1.4058519230769229,-17.84946153846154,-1.3643596153846147,-0.8764653846153849,-2.7878846153846153,1.727885556197038,1.7401059799285603,1.2432918838709688,1.4198849697883893,-17.618908630265096,-17.518379104804634,18.160443044030778,18.19902906116534
42894.0,-9.323,-0.196,-2.589,-9.531,-0.459,-2.501,10.71,-15.12,-6.37,0.261003846153848,0.05131346153846117,7.809711538461539,1.0606538461538462,0.8008519230769229,-16.379461538461538,-0.3473596153846148,-0.2614653846153847,-7.127884615384615,1.1461973178594496,0.8440148229641087,1.1800569289386855,1.3709338950384544,-17.616510713279542,-17.514979216310696,18.272135135670514,18.279068137312358
,-9.445,-0.084,-2.563,-9.117,-0.694,-2.405,11.27,-14.35,-6.93,0.1390038461538481,0.46531346153846087,8.369711538461537,1.172653846153846,0.565851923076923,-15.609461538461538,-0.321359615384615,-0.16546538461538463,-7.687884615384615,1.2238100810767651,0.7510551310287907,1.128152200951414,1.3231629809883034,-17.601037261303254,-17.507287341594953,18.38855471708073,18.35845185571435
,-9.686,-0.311,-2.304,-9.038,-0.993,-2.132,9.38,-13.79,-7.49,-0.10199615384615157,0.5443134615384615,6.479711538461539,0.9456538461538462,0.26685192307692296,-15.049461538461538,-0.06235961538461465,0.10753461538461506,-8.247884615384615,0.9531805357726767,0.6156710053005187,1.073340297208883,1.268671935125195,-17.559509482749487,-17.497531785295806,18.499807868902227,18.437333029101715
,-9.634,-0.357,-2.41,-9.28,-1.074,-2.182,4.27,-14.0,-8.26,-0.04999615384615197,0.3023134615384624,1.3697115384615381,0.8996538461538461,0.1858519230769229,-15.259461538461538,-0.16835961538461497,0.05753461538461524,-9.017884615384615,0.9166360337621863,0.35950604766291966,1.0123192999128088,1.216003444367174,-17.52652868779544,-17.487784663500456,18.61136218665279,18.51596840597619
42969.0,-9.545,-1.161,-2.139,-9.464,-1.0,-2.548,-3.71,-8.89,-8.05,0.03900384615384844,0.11831346153846134,-6.610288461538461,0.09565384615384609,0.25985192307692295,-10.149461538461539,0.10264038461538538,-0.30846538461538486,-8.807884615384616,0.14562282394189097,0.42032367363010303,0.965262742514274,1.1523189427535963,-17.514003007035935,-17.47293641334184,18.723265125236217,18.589456950768415
,-9.615,-1.062,-1.974,-9.186,-0.759,-2.962,-4.41,-8.61,-7.77,-0.03099615384615184,0.3963134615384618,-7.310288461538462,0.19465384615384607,0.500851923076923,-9.869461538461538,0.2676403846153852,-0.722465384615385,-8.527884615384615,0.3323887134858986,0.9642993521795532,0.9147474277264188,1.0956505171232627,-17.418227862371772,-17.45308384257917,18.795752212589477,18.658740414762875
,-9.646,-0.823,-2.333,-9.256,-1.017,-3.128,-6.09,-8.12,-7.56,-0.061996153846152424,0.3263134615384615,-8.990288461538462,0.43365384615384617,0.24285192307692305,-9.379461538461538,-0.09135961538461501,-0.8884653846153849,-8.317884615384616,0.4474882799571004,0.9771531463302652,0.8853653607703159,1.0443830462588104,-17.372551738265145,-17.42849005044225,18.907282476476706,18.72362448183323
,-9.524,-0.852,-2.3,-9.356,-1.321,-2.996,-7.28,-7.35,-7.21,0.06000384615384924,0.22631346153846188,-10.180288461538462,0.40465384615384614,-0.061148076923077,-8.609461538461538,-0.05835961538461465,-0.7564653846153848,-7.967884615384615,0.41322033041489564,0.7919575419845519,0.8699053267576199,0.9664614565392919,-17.362622270507973,-17.400826954445304,19.023071667348344,18.781137277570227
43045.0,-9.495,-1.309,-3.278,-9.11,-1.01,-3.747,-5.04,-6.23,-5.39,0.08900384615384915,0.4723134615384623,-7.9402884615384615,-0.05234615384615382,0.24985192307692294,-7.489461538461539,-1.0363596153846149,-1.5074653846153847,-6.147884615384615,1.0414907857743196,1.5993617086917178,0.8338700915466497,0.9249749304271996,-17.383303007014664,-17.372953977019286,19.030222363439794,18.838345460724955
,-9.497,-1.448,-3.41,-9.115,-1.199,-3.293,-3.36,-7.07,-4.9,0.08700384615384849,0.46731346153846154,-6.260288461538462,-0.19134615384615383,0.06085192307692289,-8.329461538461539,-1.168359615384615,-1.053465384615385,-5.657884615384615,1.1871171849059232,1.1540685180958972,0.7743815154701676,0.8875891436804646,-17.40014081179089,-17.3428567608524,18.994232234346665,18.89530315572673
,-9.572,-1.268,-3.652,-9.294,-1.117,-3.214,-1.96,-7.98,-4.2,0.012003846153849196,0.28831346153846127,-4.860288461538461,-0.011346153846153895,0.14285192307692296,-9.239461538461539,-1.410359615384615,-0.9744653846153848,-4.957884615384615,1.4104563347503618,1.0262134816131947,0.7659801724958175,0.8494578910374557,-17.38768594325638,-17.30766113305047,19.018223683293066,18.958322058734435
,-9.407,-1.17,-3.927,-9.646,-1.309,-2.359,0.42,-9.24,-3.99,0.17700384615384834,-0.06368653846153904,-2.4802884615384615,0.08665384615384619,-0.04914807692307699,-10.499461538461539,-1.6853596153846149,-0.1194653846153848,-4.747884615384615,1.696843034513177,0.14402599337533348,0.7700838335723581,0.8081462075537087,-17.419664650936014,-17.270349250756265,19.062088224511065,19.02909025700587
43121.0,-9.753,-0.852,-2.209,-9.378,-0.933,-2.111,9.73,-10.92,-2.8,-0.16899615384615174,0.20431346153846164,6.829711538461539,0.40465384615384614,0.3268519230769229,-12.179461538461538,0.0326403846153851,0.12853461538461497,-3.5578846153846153,0.4397383653148006,0.4063216921811855,0.7857236188431421,0.7503071380692344,-17.34649405600356,-17.23621216723815,19.151943695708944,19.09888619861387
,-9.758,-0.756,-1.993,-9.392,-1.084,-1.989,7.7,-10.92,-3.08,-0.17399615384615075,0.1903134615384623,4.799711538461539,0.5006538461538461,0.17585192307692288,-12.179461538461538,0.24864038461538507,0.2505346153846151,-3.8378846153846156,0.5854493796081597,0.36043127777500217,0.7521818923836123,0.7131477959331369,-17.270540110186392,-17.203667626309677,19.23705854730248,19.168041937508523
,-9.641,-0.756,-2.17,-9.414,-1.029,-1.831,4.9,-10.64,-3.36,-0.05699615384615164,0.16831346153846205,1.999711538461539,0.5006538461538461,0.23085192307692304,-11.899461538461539,0.07164038461538524,0.4085346153846152,-4.117884615384615,0.5089549881175481,0.498520374398909,0.7406244005233736,0.7117856932995988,-17.22457613524274,-17.17209007568995,19.341067054284675,19.236903477373705
,-9.373,-0.761,-2.19,-9.426,-0.952,-1.618,2.1,-9.73,-3.36,0.21100384615384904,0.1563134615384616,-0.8002884615384613,0.4956538461538461,0.307851923076923,-10.989461538461539,0.051640384615385226,0.6215346153846151,-4.117884615384615,0.5411673379113365,0.7109936588476702,0.7223252108097639,0.7079967696239569,-17.245137953850517,-17.141631885687307,19.44676199423824,19.30540937492874
43197.0,-9.533,-1.05,-1.491,-9.541,-1.072,-1.455,3.01,-4.27,-2.17,0.0510038461538489,0.04131346153846138,0.10971153846153836,0.20665384615384608,0.1878519230769229,-5.529461538461538,0.7506403846153851,0.7845346153846151,-2.9278846153846154,0.7802359844740541,0.8077683515988194,0.7051819062153377,0.697873618849594,-17.146286398022756,-17.114436820129242,19.41737021506371,19.373225792494257
,-9.643,-0.976,-1.462,-9.653,-1.091,-1.723,3.29,-3.22,-1.82,-0.05899615384615231,-0.07068653846153872,0.3897115384615386,0.28065384615384614,0.16885192307692298,-4.479461538461539,0.7796403846153852,0.5165346153846151,-2.5778846153846153,0.8307143051933146,0.5480105542204292,0.6866472947146673,0.6996062791032412,-17.040736927885373,-17.087113277375895,19.41893451653909,19.440594719250402
,-9.655,-1.0,-1.488,-9.574,-1.07,-1.85,3.5,-1.96,-1.47,-0.07099615384615099,0.008313461538461908,0.5997115384615386,0.2566538461538461,0.1898519230769229,-3.2194615384615384,0.7536403846153852,0.3895346153846151,-2.2278846153846152,0.7993031214312466,0.43341675431574783,0.6955811597073829,0.6985446360697077,-16.9349212966122,-17.061664827798268,19.416601812298428,19.507084506758424
,-9.471,-1.106,-1.295,-9.548,-0.976,-2.082,3.22,-0.35,-1.12,0.11300384615384829,0.03431346153846171,0.31971153846153877,0.15065384615384603,0.283851923076923,-1.6094615384615385,0.9466403846153852,0.15753461538461533,-1.8778846153846156,0.9651914154152397,0.32644522193102715,0.6980524750116082,0.6759970078111975,-16.861056584910035,-17.041346954894262,19.34302996739923,19.5743327051577
43272.0,-9.514,-1.027,-2.168,-9.545,-0.814,-2.749,5.95,4.55,0.21,0.07000384615384903,0.03731346153846182,3.0497115384615388,0.2296538461538462,0.445851923076923,3.2905384615384614,0.07364038461538502,-0.5094653846153849,-0.5478846153846154,0.25112613120877736,0.6780348146258235,0.6939467524880756,0.6589673434730972,-16.858761417001638,-17.022493306207192,19.453803417529105,19.64157389139516
,-9.581,-1.0,-2.168,-9.43,-0.914,-2.86,6.02,5.25,0.21,0.0030038461538488548,0.15231346153846204,3.119711538461538,0.2566538461538461,0.3458519230769229,3.9905384615384616,0.07364038461538502,-0.6204653846153847,-0.5478846153846154,0.26702645202971925,0.7264917320711582,0.6905600940156619,0.6476600339409704,-16.81940820553033,-17.003675021387462,19.563512019419083,19.708659695477156
,-9.689,-0.926,-2.374,-9.385,-0.983,-3.037,5.67,5.46,0.21,-0.10499615384615169,0.19731346153846197,2.7697115384615385,0.3306538461538461,0.27685192307692297,4.2005384615384616,-0.13235961538461494,-0.7974653846153847,-0.5478846153846154,0.3713155343957202,0.8669086624757213,0.6652814768530881,0.6063830226115938,-16.75921984103335,-16.984067835273677,19.666446064316276,19.77976165892895
,-9.715,-0.852,-2.544,-9.351,-1.065,-3.175,5.11,5.39,-0.14,-0.1309961538461515,0.23131346153846088,2.209711538461539,0.40465384615384614,0.194851923076923,4.130538461538461,-0.30235961538461487,-0.9354653846153846,-0.8978846153846154,0.521848698901432,0.9831422456741902,0.6384572630953509,0.5875606006127654,-16.70217812965676,-16.963608635060783,19.77151002638653,19.85655378529149
