Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ,AccX_corr,GyroX_corr,MagnX_corr,AccY_corr,GyroY_corr,MagnY_corr,AccZ_corr,GyroZ_corr,MagnZ_corr,AccNorm,GyroNorm,AccNorm_filt,GyroNorm_filt,KneeAngle_fused_deg,KneeAngle_fused_filt_deg,KneeValgus_fused_deg,KneeValgus_filt_deg
40952.0,-9.44,0.098,-3.058,-9.44,0.115,-3.022,2.45,1.47,0.56,0.0017500000000012506,0.001369230769229901,-0.1360961538461538,0.01791153846153848,0.035936538461538464,-0.029480769230769255,-0.03283076923076855,0.0020999999999999908,-0.14928846153846154,0.03743988672983875,0.03602387527039587,0.03703741453888424,0.061171400732798635,0.0,0.1441355531924742,0.0,0.14460447270593402
,-9.447,0.098,-3.068,-9.45,0.136,-2.953,2.52,1.33,0.63,-0.005249999999998423,-0.008630769230769886,-0.06609615384615397,0.01791153846153848,0.05693653846153847,-0.16948076923076916,-0.042830769230768784,0.07109999999999994,-0.07928846153846159,0.04672109269867867,0.09149573536234923,0.03718530105992519,0.06061308260190188,0.031545244541356036,0.1658349093302733,0.10565016543451433,0.16075712037494377
,-9.464,0.098,-3.101,-9.471,0.11,-2.962,2.73,1.26,0.63,-0.02224999999999966,-0.02963076923077068,0.143903846153846,0.01791153846153848,0.03093653846153846,-0.23948076923076922,-0.0758307692307687,0.0620999999999996,-0.07928846153846159,0.08103203855382915,0.07544177819477339,0.03836927152587001,0.05841758854627147,0.11768581497145456,0.1888238578544148,0.17443780575321838,0.18077729337931878
,-9.44,0.079,-3.053,-9.445,0.098,-2.984,3.01,1.47,0.77,0.0017500000000012506,-0.0036307692307708805,0.4239038461538458,-0.0010884615384615243,0.018936538461538463,-0.029480769230769255,-0.02783076923076866,0.0400999999999998,0.06071153846153843,0.02790696981933033,0.04449477468324143,0.039261478903424615,0.05745288520392365,0.024307117051957143,0.21047248432269455,0.11620438247516524,0.20503331389456406
41028.0,-9.442,0.055,-2.967,-9.474,0.103,-2.998,2.66,1.4,0.63,-0.00024999999999941735,-0.032630769230770795,0.07390384615384615,-0.025088461538461525,0.023936538461538454,-0.09948076923076932,0.058169230769231195,0.026099999999999568,-0.07928846153846159,0.06334944996328647,0.04815532134782723,0.04059135266584747,0.055688118573423866,0.025559824423482765,0.23606717091136756,0.005711717963177529,0.22650835059286406
,-9.452,0.086,-3.034,-9.44,0.103,-3.015,2.73,1.19,0.56,-0.010249999999999204,0.001369230769229901,0.143903846153846,0.005911538461538468,0.023936538461538454,-0.3094807692307693,-0.008830769230768531,0.009099999999999664,-0.14928846153846154,0.014764527496310896,0.025644544574238582,0.038873205958630426,0.054084636403209777,0.12125952869100184,0.2643520828474925,0.060734340497482026,0.24820422785361348
,-9.445,0.108,-3.029,-9.428,0.132,-2.984,2.66,1.4,0.56,-0.003249999999999531,0.01336923076922858,0.07390384615384615,0.027911538461538474,0.052936538461538465,-0.09948076923076932,-0.003830769230768638,0.0400999999999998,-0.14928846153846154,0.02836002948146109,0.06774233119439287,0.03866547307650811,0.05435949735251045,0.13443452691532828,0.28541453418705737,0.17031653270695785,0.26370107673181536
,-9.442,0.086,-3.027,-9.435,0.124,-2.994,2.59,1.4,0.56,-0.00024999999999941735,0.006369230769228906,0.003903846153845869,0.005911538461538468,0.04493653846153846,-0.09948076923076932,-0.0018307692307688583,0.03009999999999957,-0.14928846153846154,0.00619358563019664,0.054459797920089564,0.041051427152320616,0.0537139655185022,0.13943984798970516,0.3073861174242637,0.28046588173320236,0.28226684575430533
41104.0,-9.464,0.048,-3.005,-9.474,0.132,-2.974,2.73,1.47,0.63,-0.02224999999999966,-0.032630769230770795,0.143903846153846,-0.032088461538461524,0.052936538461538465,-0.029480769230769255,0.020169230769231383,0.05009999999999959,-0.07928846153846159,0.04394917216203076,0.07985646000720116,0.04064315857978748,0.053976724951267686,0.20230637395881215,0.3292336700104797,0.1893148733870989,0.3039288317533651
,-9.452,0.041,-3.003,-9.471,0.122,-2.998,2.66,1.68,0.63,-0.010249999999999204,-0.02963076923077068,0.07390384615384615,-0.03908846153846152,0.04293653846153846,0.1805192307692307,0.022169230769231163,0.026099999999999568,-0.07928846153846159,0.0460917033569296,0.058332999410850926,0.039831060006711,0.05473789329575818,0.23025798556656216,0.3444487599321753,0.08234393225979647,0.3254908497501529
,-9.44,0.084,-3.013,-9.469,0.117,-2.96,2.73,1.47,0.56,0.0017500000000012506,-0.027630769230770014,0.143903846153846,0.00391153846153848,0.037936538461538466,-0.029480769230769255,0.012169230769231376,0.06409999999999982,-0.14928846153846154,0.012901659220848568,0.0794446370671289,0.04130806938146206,0.05479346181909737,0.18418677045188717,0.36283015811531355,0.1820029127802723,0.34346056690455684
,-9.488,0.101,-3.027,-9.43,0.081,-2.972,2.87,1.61,0.7,-0.04624999999999879,0.011369230769229688,0.2839038461538461,0.02091153846153848,0.0019365384615384618,0.11051923076923087,-0.0018307692307688583,0.05209999999999981,-0.009288461538461634,0.05079081272045784,0.05336121802861135,0.04189319597608284,0.05474097064165561,0.2846739452590671,0.3821869248208965,0.22734355236609033,0.3560760148823594
41179.0,-9.459,0.091,-3.017,-9.519,0.101,-3.02,2.87,1.68,0.7,-0.017249999999998877,-0.07763076923077072,0.2839038461538461,0.010911538461538473,0.021936538461538466,0.1805192307692307,0.008169230769231373,0.0040999999999997705,-0.009288461538461634,0.02198546117229637,0.08077473646528185,0.0409468924865486,0.055573112333671196,0.37810521168155026,0.404188905960456,0.2853320478201667,0.36910183005698066
,-9.466,0.11,-3.032,-9.462,0.127,-3.013,3.08,1.75,0.7,-0.02424999999999855,-0.02063076923077034,0.4939038461538461,0.029911538461538476,0.04793653846153846,0.25051923076923077,-0.006830769230768752,0.011099999999999888,-0.009288461538461634,0.039107825833457455,0.05335494690024398,0.04338666833886692,0.055346469753768404,0.4479265391216617,0.42646112641734757,0.3707415400720704,0.38488958292404135
