Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ,AccX_butter,AccX_kalman,AccY_butter,AccY_kalman,AccZ_butter,AccZ_kalman,GyroX_butter,GyroX_kalman,GyroY_butter,GyroY_kalman,GyroZ_butter,GyroZ_kalman,MagnX_butter,MagnX_kalman,MagnY_butter,MagnY_kalman,MagnZ_butter,MagnZ_kalman
0.0,9.663,0.589,-1.986,9.677,0.648,-2.041,1.89,1.54,0.84,9.649256593084642,9.20290096181316,0.578915543287114,8.87561645998127,-2.0104875747328976,0.8364900281062179,9.672457297542575,3.858934924426924,0.6540376431054652,8.59550393921821,-2.114975113210329,0.7904345737430262,2.3448762321102765,3.7979081530841023,1.717637380006468,-8.481807395043042,0.8111339420556993,24.18310190501712
,9.653,0.579,-1.986,9.667,0.66,-2.094,1.96,1.47,0.84,9.642494530354476,9.42269792236048,0.5861873671287929,8.512784361286053,-1.974317681607362,0.7130553743068287,9.668403286651065,4.112936353912472,0.6593912727957436,8.248464207737456,-2.044140703402618,0.6642909277171631,2.5752244843030616,3.717531764033323,1.4827846020121636,-8.046589595067484,0.7176412042321036,23.162248802417174
,9.677,0.565,-2.048,9.619,0.677,-2.036,2.03,1.4,0.63,9.636126261710338,9.506365280991908,0.5961779409029582,8.165207575774511,-1.9337999990622114,0.5923074138695066,9.664118882715576,4.353730494258197,0.6693176231230247,7.917344857826553,-1.9646165864076455,0.5462003507793105,2.816773285266606,3.6437317162050986,1.2118958000346478,-7.63346625197655,0.6564921203150316,22.176856364338594
,9.703,0.572,-2.003,9.639,0.61,-2.07,2.03,1.54,0.56,9.630365986950274,9.55526628729931,0.6095364727377878,7.833137333183966,-1.8854885310644645,0.47880803249209447,9.659215336320857,4.584868746362291,0.6847664645352085,7.597776117552292,-1.8733385392661266,0.43178726823426505,3.0713953728276113,3.5731591318092844,0.9439622331881641,-7.2322872860005925,0.6383105696261179,21.231496361294205
76.0,9.677,0.586,-1.991,9.77,0.665,-1.878,2.59,1.96,-0.14,9.62554850648309,9.57966672535012,0.6265553994609319,7.516201620798688,-1.8265528344849145,0.3707970576415788,9.653385725488041,4.811627698501653,0.7059075982899442,7.294588219130234,-1.7681117995623958,0.3307744076162846,3.3344761322990126,3.530163087232995,0.7240375725762387,-6.830285228429706,0.6689181487911938,20.296866574027522
,9.61,0.596,-2.084,9.696,0.699,-1.701,2.94,1.82,-0.35,9.622112823940617,9.58477358774183,0.6471015532122426,7.2135636370399325,-1.755086562192316,0.2634425508265261,9.646425258359834,5.025233698189559,0.7320557847761133,7.006146403455188,-1.647982046228454,0.24191975512674288,3.5951197596359066,3.504353757303613,0.6016703319018275,-6.451986296704655,0.7485172521444668,19.393926686825427
,9.629,0.637,-1.888,9.631,0.747,-1.632,2.94,2.17,-0.21,9.620564993236464,9.591211224138313,0.6705800804868745,6.925953814633457,-1.6703352335451758,0.16935450665769375,9.638245721128374,5.226655550271818,0.761660558493421,6.732418042434701,-1.513522069321195,0.15996848730345023,3.8371280326935255,3.479673134888839,0.6287983425614002,-6.074924949100573,0.8713507541891936,18.53659720838596
,9.765,0.579,-1.364,9.591,0.852,-1.606,2.45,-0.63,-0.07,9.621422724028179,9.613558123775311,0.6959369714026197,6.648385412623673,-1.5728240128495694,0.10229702167234635,9.62888385475657,5.417519411914914,0.7923686797680101,6.475252434040816,-1.3670056208358339,0.08273820245557442,4.040727945701326,3.434642914882424,0.8571120645493068,-5.836804559174223,1.0259258448204982,17.72288347975224
152.0,9.56,0.833,-1.476,9.466,0.464,-1.024,2.45,1.68,0.56,9.625147009834908,9.607371980175696,0.7217030375680233,6.39406384621628,-1.4643790057081818,0.03327408641916235,9.618505712370434,5.594569745070253,0.8211643883742067,6.212365105579849,-1.212448299099726,0.034337731415355385,4.1849628196043716,3.3915819807057734,1.3349582204741612,-5.508075614448108,1.1958429437251115,16.972307017328422
,9.619,0.742,-1.354,9.524,0.424,-1.132,2.73,4.13,0.98,9.632068450810694,9.608594644479064,0.7460788877924894,6.146884746498484,-1.3480479314534508,-0.02739493096507513,9.607410863676352,5.7664137049483095,0.8445900142494969,5.959225205790334,-1.0555033484521534,-0.016669178319243465,4.250594188834566,3.362649321268488,2.103919193711537,-5.0865781016437985,1.3612069387907018,16.27292283510619
