Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ
0.0,-9.005,-0.742,-4.073,-9.067,-0.751,-4.042,1.89,1.75,0.77
,-9.036,-0.761,-4.063,-9.021,-0.756,-4.063,1.68,1.75,0.77
,-9.007,-0.797,-4.056,-9.052,-0.782,-4.008,1.68,1.54,0.77
,-9.043,-0.806,-4.066,-9.05,-0.78,-4.001,1.82,1.68,0.7
76.0,-9.007,-0.79,-3.967,-9.072,-0.809,-3.927,1.68,1.4,0.7
,-9.012,-0.763,-4.013,-9.05,-0.771,-3.936,1.75,1.61,0.7
,-9.083,-0.799,-3.936,-9.014,-0.873,-4.054,1.33,1.61,0.7
,-9.05,-0.744,-3.972,-9.055,-0.885,-4.094,1.12,1.89,0.7
152.0,-9.026,-0.833,-4.133,-8.945,-0.905,-4.168,0.49,1.54,0.63
,-9.052,-0.737,-4.173,-8.988,-1.012,-4.116,0.49,1.54,0.56
,-9.038,-0.756,-4.185,-9.04,-0.866,-4.147,0.35,1.54,0.7
,-9.048,-0.809,-4.197,-9.024,-0.735,-4.042,0.35,1.4,0.84
227.0,-9.016,-0.66,-4.034,-8.976,-0.773,-4.022,4.34,1.19,1.75
,-9.057,-0.675,-4.039,-9.016,-0.854,-4.006,3.71,1.33,1.61
,-9.076,-0.687,-4.042,-9.043,-0.84,-4.03,3.08,1.4,1.4
,-9.021,-0.768,-3.991,-9.076,-0.771,-3.996,2.66,1.12,1.4
302.0,-9.067,-0.699,-3.996,-9.072,-0.723,-4.003,3.43,1.47,1.61
,-9.026,-0.658,-3.994,-9.052,-0.735,-4.061,2.73,1.4,1.4
,-9.045,-0.692,-3.984,-9.043,-0.792,-4.051,2.17,1.47,1.26
,-9.043,-0.706,-4.025,-9.06,-0.756,-4.051,1.96,1.54,1.26
378.0,-9.079,-0.708,-4.089,-9.016,-0.744,-3.991,1.96,1.4,1.12
,-9.052,-0.692,-4.08,-9.088,-0.749,-3.97,1.61,1.12,0.91
,-8.993,-0.749,-4.046,-9.055,-0.797,-4.006,1.26,1.4,0.98
,-9.012,-0.79,-4.034,-8.997,-0.768,-3.967,1.33,1.4,1.12
454.0,-9.064,-0.768,-3.896,-9.069,-0.694,-3.939,1.68,1.82,1.12
,-9.048,-0.768,-3.965,-9.05,-0.706,-3.989,1.82,1.89,1.19
,-9.048,-0.768,-3.903,-9.016,-0.706,-3.996,1.96,1.89,1.33
,-9.06,-0.754,-3.963,-9.033,-0.73,-4.022,2.03,2.03,1.33
530.0,-9.043,-0.692,-4.066,-9.012,-0.732,-4.075,1.4,2.24,1.19
,-8.985,-0.696,-4.056,-9.021,-0.739,-4.042,1.19,2.24,1.12
,-9.038,-0.67,-4.078,-9.06,-0.687,-4.044,1.05,2.45,0.98
,-9.043,-0.732,-4.07,-9.06,-0.668,-4.018,1.26,2.24,1.05
605.0,-9.026,-0.632,-3.963,-9.033,-0.771,-3.975,0.63,2.17,0.84
,-9.014,-0.706,-4.039,-9.088,-0.73,-4.003,0.14,2.24,0.7
,-8.988,-0.744,-3.999,-9.069,-0.72,-4.013,-0.28,2.31,0.7
,-9.045,-0.826,-3.948,-9.031,-0.766,-4.03,-0.14,2.45,0.84
681.0,-9.026,-0.826,-4.058,-8.988,-0.694,-4.022,0.07,2.66,1.05
,-8.993,-0.79,-4.037,-9.009,-0.672,-4.066,0.63,2.8,1.19
,-8.976,-0.735,-4.034,-9.088,-0.713,-4.025,0.91,2.94,1.33
,-8.993,-0.73,-4.02,-9.05,-0.742,-4.013,1.12,3.08,1.47
757.0,-8.928,-0.821,-4.094,-8.997,-0.828,-4.269,0.0,3.08,1.47
,-8.961,-0.802,-4.101,-8.997,-0.749,-4.31,0.07,3.15,1.61
,-8.969,-0.845,-4.168,-8.966,-0.687,-4.312,0.21,3.15,1.75
,-8.964,-0.869,-4.204,-8.926,-0.651,-4.305,0.21,3.01,1.89
833.0,-8.928,-0.66,-4.243,-9.052,-0.653,-3.97,-0.49,1.89,2.38
,-8.923,-0.67,-4.221,-9.103,-0.68,-3.948,-0.42,1.75,2.45
,-8.964,-0.742,-4.054,-9.024,-0.739,-3.958,-0.28,1.68,2.59
,-8.976,-0.665,-3.989,-8.909,-0.835,-3.944,-0.42,1.82,2.8
909.0,-8.914,-0.94,-3.97,-9.045,-0.708,-4.109,-1.89,2.31,3.43
,-8.957,-0.869,-3.934,-9.033,-0.603,-4.24,-1.05,2.59,3.71
,-9.002,-0.79,-4.037,-8.942,-0.613,-4.221,-0.84,2.8,3.99
,-9.048,-0.732,-4.061,-8.894,-0.598,-4.29,-1.12,2.94,4.13
984.0,-8.933,-0.687,-4.283,-8.959,-0.656,-4.269,-2.1,2.45,4.83
,-8.945,-0.613,-4.298,-9.021,-0.617,-4.228,-1.82,2.03,4.97
,-8.945,-0.546,-4.415,-8.947,-0.579,-4.317,-1.82,1.68,4.97
,-8.902,-0.593,-4.338,-8.921,-0.555,-4.24,-2.38,1.47,5.18
1060.0,-8.949,-0.567,-4.24,-8.971,-0.692,-3.936,-3.99,0.98,5.6
,-8.99,-0.546,-4.101,-8.911,-0.723,-3.91,-4.48,0.91,5.67
,-9.069,-0.534,-3.991,-8.827,-0.629,-4.097,-5.88,0.63,5.74
,-9.012,-0.625,-3.874,-8.871,-0.517,-4.14,-7.56,0.42,5.74
1135.0,-9.012,-0.699,-4.286,-8.921,-0.548,-4.168,-16.38,-0.21,4.2
,-8.993,-0.916,-4.25,-9.012,-0.383,-4.25,-17.5,-0.14,4.48
,-8.811,-1.027,-4.185,-8.997,-0.581,-4.365,-16.66,0.0,4.69
,-8.818,-0.885,-4.14,-8.677,-1.251,-4.36,-15.47,-0.07,4.69
1211.0,-8.141,-2.266,-4.204,-9.459,0.823,-3.953,-21.56,-0.07,5.18
,-8.062,-2.594,-3.92,-9.416,1.204,-3.644,-13.65,1.12,7.7
,-8.617,-1.589,-3.932,-9.368,1.39,-3.463,-3.57,1.96,9.38
,-9.275,-0.194,-4.092,-9.39,1.45,-3.338,0.0,2.17,9.59
1287.0,-9.399,1.582,-3.18,-9.371,0.816,-3.013,-24.57,3.5,5.67
,-9.349,1.417,-3.18,-9.095,1.053,-3.037,-24.43,4.62,5.32
,-9.416,0.962,-3.137,-8.952,0.73,-3.221,-22.96,5.88,5.04
,-9.634,0.644,-3.13,-8.966,0.108,-3.408,-20.79,6.58,3.92
1363.0,-9.002,-0.287,-3.642,-9.15,0.725,-4.312,-17.01,12.25,3.08
,-9.057,-0.189,-3.793,-9.024,0.775,-4.451,-9.03,14.14,3.99
,-9.062,0.246,-3.996,-8.897,0.388,-4.477,-1.33,15.82,4.76
,-9.048,0.526,-4.171,-8.792,0.175,-4.578,4.34,16.94,5.39
1438.0,-8.705,-0.026,-4.642,-8.765,0.433,-3.934,15.12,18.41,5.46
,-8.67,-0.124,-4.52,-8.734,0.517,-3.714,14.7,18.9,5.81
,-8.691,-0.175,-4.384,-8.796,0.208,-3.47,13.93,19.04,6.09
,-8.909,0.091,-4.226,-8.856,-0.122,-3.309,13.09,19.18,6.16
1514.0,-8.902,-0.124,-3.226,-8.528,-0.591,-3.613,3.43,25.34,7.14
,-8.911,0.115,-3.451,-8.729,-0.45,-3.58,3.99,26.81,7.35
,-8.811,0.311,-3.714,-9.033,0.084,-3.616,1.82,27.93,7.21
,-8.61,-0.103,-3.731,-9.21,0.883,-3.745,-2.03,29.47,6.86
1589.0,-9.265,1.055,-4.233,-8.789,-0.144,-6.994,-6.16,35.7,5.67
,-9.418,0.792,-4.793,-8.758,-0.404,-6.954,-9.8,35.56,4.62
,-8.949,0.833,-5.58,-8.928,-0.553,-6.621,-11.06,35.0,3.78
,-8.626,0.474,-6.466,-9.208,-0.313,-6.234,-11.27,35.77,2.52
1665.0,-9.215,-0.345,-5.492,-11.905,0.019,-2.816,16.45,39.06,4.34
,-11.235,1.603,-5.662,-12.331,-1.622,-1.653,24.57,43.96,1.54
,-8.667,-2.553,-4.599,-11.295,-1.792,-1.055,12.46,42.49,-4.62
,-12.259,0.11,-2.836,-11.373,-0.244,-1.055,11.13,42.21,0.28
1741.0,-11.345,-0.704,-0.55,-11.876,-0.828,-1.084,41.65,76.23,10.15
,-11.326,-0.833,-0.273,-12.434,-0.548,-1.098,41.72,84.14,8.05
,-11.141,-0.543,-0.371,-13.58,1.74,-1.213,41.86,91.56,6.16
,-11.661,-0.378,-0.84,-13.762,0.0,-0.369,39.27,98.42,3.5
1817.0,-12.453,-2.716,1.481,-14.173,-1.565,5.657,9.94,133.56,-3.85
,-12.223,-2.132,2.57,-15.001,-3.065,6.884,13.58,143.78,3.01
,-12.589,-0.854,2.364,-15.329,-3.817,7.595,19.11,151.34,11.83
,-13.101,-0.809,3.982,-16.181,-3.269,3.254,18.76,161.35,20.51
1893.0,-13.876,-1.594,2.649,-18.32,4.518,-13.453,103.32,215.18,58.1
,-15.496,6.53,-6.164,-14.219,3.984,-13.362,152.81,223.58,49.77
,-17.222,6.377,-9.06,-12.455,0.584,-13.975,134.82,213.36,29.54
,-18.72,4.965,-12.584,-6.999,-3.288,-16.267,82.95,197.96,20.3
1968.0,-3.872,-5.564,-17.09,-6.908,-0.778,-11.979,-46.41,83.79,64.12
,-5.853,-6.734,-13.551,-4.963,0.419,-11.948,0.7,80.5,70.42
,-8.344,-4.927,-12.623,-2.84,0.519,-11.768,45.29,43.47,70.21
,-7.595,-3.029,-12.383,-1.764,0.179,-11.103,75.25,2.24,72.38
2044.0,-1.106,0.115,-10.227,-1.881,-1.661,-8.284,32.69,-135.03,74.06
,-1.187,0.014,-9.921,-2.077,-1.886,-8.098,10.57,-154.35,72.59
,-0.936,-0.395,-9.277,-2.094,-1.965,-8.145,-13.65,-173.11,70.28
,-1.213,-1.07,-8.591,-1.412,-2.259,-8.37,-34.02,-192.15,65.45
2120.0,-0.9,-1.785,-8.495,-2.185,-0.603,-8.562,-26.25,-279.3,35.14
,-0.881,-1.773,-8.741,-2.69,0.053,-9.938,-35.56,-292.53,32.83
,-1.67,-2.206,-8.299,-1.924,-0.768,-10.225,-37.59,-306.74,29.4
,-1.778,-1.725,-8.418,-2.848,-2.379,-9.16,-34.72,-321.58,24.22
2196.0,-4.089,-3.486,-8.184,-7.796,0.352,-4.64,-26.11,-357.42,-15.96
,-5.111,-3.69,-7.978,-8.957,1.491,-3.518,-8.19,-358.54,-24.99
,-5.906,-2.666,-8.016,-9.667,1.766,-1.771,10.22,-357.21,-29.19
,-7.274,-0.811,-6.868,-9.474,1.376,-0.948,23.03,-347.06,-23.52
2271.0,-10.021,0.017,-0.321,-7.073,-0.419,-0.392,-44.59,-234.29,-37.66
,-9.191,0.141,-0.974,-7.227,-0.905,-0.83,-61.25,-200.34,-44.66
,-8.038,0.495,-1.857,-7.212,-0.459,-1.539,-74.48,-160.79,-45.71
,-7.014,0.345,-0.842,-6.71,0.483,-3.19,-81.55,-116.06,-39.34
2347.0,-6.497,0.639,-5.293,-13.467,3.063,-8.069,-69.86,119.07,13.65
,-8.737,-0.223,-7.145,-7.597,-0.488,-7.167,-69.37,150.85,19.18
,-15.922,-9.722,6.415,-7.27,-2.345,-9.239,-76.72,158.13,35.63
,-27.227,-7.875,-3.19,-5.214,1.979,-10.524,-53.83,150.85,25.9
2422.0,-2.4,6.255,-11.306,-9.115,-1.893,-9.335,-44.03,127.33,-19.04
,-3.135,7.621,-15.628,-11.472,-4.855,-8.366,-68.88,128.52,-4.2
,-6.329,7.672,-14.721,-8.031,-8.626,-6.832,-97.09,118.51,-3.64
,-5.494,3.242,-13.008,-8.622,-3.587,-6.923,-122.5,111.37,-3.5
2498.0,-9.347,0.419,-7.815,-9.091,2.771,-7.31,42.42,82.25,23.03
,-8.344,2.694,-7.672,-9.531,3.833,-7.514,29.61,78.75,21.7
,-8.133,3.769,-7.574,-9.639,3.908,-7.413,5.04,73.5,20.23
,-8.667,3.269,-7.377,-9.371,2.395,-6.837,-12.25,67.97,20.72
2574.0,-9.22,0.263,-6.329,-9.258,-1.235,-4.056,-30.87,43.89,3.57
,-9.263,-1.551,-5.702,-9.675,-0.395,-3.783,-25.34,41.58,2.03
,-9.088,-2.304,-5.296,-9.603,0.067,-3.752,-11.97,38.92,1.89
,-8.904,-1.871,-4.649,-9.454,-0.278,-3.41,2.52,37.1,3.01
2650.0,-9.531,-0.522,-3.577,-8.99,1.694,-3.908,1.33,31.29,1.75
,-9.576,-0.287,-4.384,-9.268,0.797,-3.441,2.52,28.91,0.98
