Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ
0.0,-9.332,0.802,-3.111,-9.373,0.773,-3.185,2.66,1.61,0.91
,-9.39,0.754,-3.144,-9.363,0.754,-3.13,2.52,1.47,0.91
,-9.332,0.766,-3.135,-9.366,0.732,-3.125,2.66,1.4,0.84
,-9.38,0.775,-3.113,-9.361,0.775,-3.13,2.73,1.68,0.91
75.0,-9.375,0.794,-3.147,-9.373,0.859,-3.173,2.8,1.68,0.84
,-9.359,0.706,-3.113,-9.383,0.833,-3.125,3.01,1.54,0.91
,-9.433,0.778,-3.099,-9.371,0.84,-3.077,3.29,1.47,0.91
,-9.387,0.809,-3.183,-9.361,0.792,-3.087,3.29,1.47,0.84
151.0,-9.318,0.756,-3.128,-9.411,0.694,-3.266,2.73,1.75,0.7
,-9.342,0.818,-3.18,-9.407,0.646,-3.302,2.73,1.75,0.7
,-9.356,0.768,-3.206,-9.385,0.622,-3.271,2.31,1.75,0.49
,-9.34,0.692,-3.25,-9.359,0.682,-3.25,2.17,1.75,0.63
227.0,-9.373,0.72,-3.218,-9.395,0.704,-3.051,1.75,1.4,0.91
,-9.385,0.78,-3.171,-9.366,0.644,-3.013,1.61,1.54,1.05
,-9.387,0.718,-3.113,-9.404,0.704,-3.058,1.54,1.4,1.05
,-9.378,0.677,-3.065,-9.347,0.704,-3.101,1.75,1.33,1.05
302.0,-9.337,0.814,-3.101,-9.337,0.79,-3.113,3.64,1.68,1.19
,-9.332,0.83,-3.12,-9.361,0.797,-3.18,3.43,1.82,1.12
,-9.375,0.811,-3.144,-9.361,0.754,-3.226,2.94,1.75,1.26
,-9.359,0.787,-3.128,-9.363,0.775,-3.221,3.01,1.96,1.12
378.0,-9.294,0.799,-3.168,-9.392,0.782,-3.161,3.43,1.75,1.05
,-9.308,0.828,-3.197,-9.397,0.809,-3.173,3.08,1.68,1.05
,-9.349,0.9,-3.156,-9.359,0.732,-3.173,2.8,1.75,0.98
,-9.407,0.806,-3.168,-9.373,0.797,-3.18,2.59,1.61,0.77
453.0,-9.349,0.83,-3.101,-9.399,0.749,-3.175,3.29,1.68,0.77
,-9.363,0.747,-3.084,-9.38,0.854,-3.297,2.94,1.68,0.7
,-9.356,0.737,-3.137,-9.363,0.883,-3.226,2.87,1.89,0.77
,-9.354,0.725,-3.159,-9.347,0.84,-3.18,3.29,1.68,0.77
529.0,-9.395,0.792,-3.094,-9.337,0.706,-3.187,1.75,1.82,0.49
,-9.438,0.732,-3.101,-9.371,0.766,-3.218,1.96,1.96,0.49
