Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ,AccX_corr,AccY_corr,AccZ_corr,GyroX_corr,GyroY_corr,GyroZ_corr,AccNorm,GyroNorm,AccNorm_filt,GyroNorm_filt,KneeAngle_acc_deg,KneeAngle_gyro_deg,KneeAngle_fused_deg,KneeAngle_fused_filt_deg,KneeValgus_acc_deg,KneeValgus_filt_deg
33294.0,-9.129,-0.605,-3.936,-9.141,-0.56,-3.824,2.38,1.12,0.84,0.07597115384615272,-0.051226923076923114,-0.28752692307692307,0.0647019230769228,-0.0077019230769231894,-0.17129038461538482,0.3017739971547046,0.18326498391842708,0.1846395538160476,0.16558728062175618,-0.0,-0.0,-0.0,0.06764402299502086,0.0,-9.804110355672425
,-9.179,-0.603,-3.955,-9.115,-0.548,-3.764,2.73,0.84,0.84,0.025971153846152006,-0.04922692307692311,-0.3065269230769232,0.0907019230769226,0.004298076923076821,-0.11129038461538476,0.31153899492475706,0.1436344736577154,0.1755349996092673,0.17639137727068238,-9.799045889897954,-0.0008721338757396404,-0.19512622659973441,0.046635976747264996,0.6819067394552345,-9.041099544453326
,-9.11,-0.584,-3.9,-9.186,-0.589,-3.747,3.01,0.77,0.98,0.09497115384615284,-0.030226923076923096,-0.25152692307692304,0.019701923076922867,-0.036701923076923104,-0.09429038461538486,0.2705531001007237,0.10308187794850544,0.17388747457401343,0.18321336036406255,5.969074381867472,-0.0010615754437869756,-0.0716565616937038,0.04016325302848183,3.358804219897295,-8.06682240085254
,-9.112,-0.56,-3.896,-9.146,-0.653,-3.697,3.29,0.84,1.12,0.09297115384615218,-0.006226923076923185,-0.24752692307692303,0.059701923076922014,-0.10070192307692316,-0.04429038461538504,0.26448438076079234,0.1251672285378725,0.178325356500835,0.1798268306324896,5.999217664163297,-0.0016356323964496875,0.050323498637045785,0.03316307131215107,8.424360053959512,-7.436042958800127
33370.0,-9.153,-0.658,-3.678,-9.165,-0.625,-3.771,2.17,1.05,0.98,0.05197115384615181,-0.10422692307692316,-0.02952692307692306,0.04070192307692366,-0.07270192307692314,-0.11829038461538488,0.12015028719305572,0.14468873920833764,0.1837078948060771,0.1732348226927594,11.048572452076527,-0.0020269970414201074,0.2706720150579066,0.04676479498396192,-50.39266664681277,-9.326440201566228
,-9.177,-0.629,-3.69,-9.093,-0.656,-3.826,2.31,1.05,0.98,0.027971153846152674,-0.07522692307692314,-0.04152692307692307,0.11270192307692284,-0.10370192307692316,-0.17329038461538504,0.09036570557099158,0.23126904184355673,0.1834997158863616,0.1677981775333878,3.450075671330879,-0.0031106693786982116,0.3353220870738987,0.09213107527233048,-46.580084363815466,-10.583512914091475
,-9.179,-0.617,-3.75,-9.117,-0.61,-3.793,2.17,1.19,0.98,0.025971153846152006,-0.06322692307692312,-0.10152692307692313,0.08870192307692193,-0.05770192307692312,-0.14029038461538512,0.12239224135272267,0.1757240310824106,0.1846535574257503,0.16088026867628444,-2.3299248219863955,-0.003963572485207076,0.2828529939370715,0.1320923097581736,-21.330528935804793,-11.856947592466048
,-9.186,-0.61,-3.764,-9.184,-0.591,-3.805,1.75,1.19,0.98,0.018971153846152333,-0.05622692307692312,-0.11552692307692292,0.021701923076923535,-0.038701923076923106,-0.15229038461538513,0.12987625461405128,0.1586227397361132,0.18001206316427185,0.15969142404450057,-6.181700994056641,-0.004172244822485187,0.15376641306772965,0.16259910605141897,-15.88001640842357,-13.667273454662006
33446.0,-9.124,-0.57,-3.795,-9.127,-0.596,-3.776,2.31,1.54,0.98,0.08097115384615172,-0.016226923076923083,-0.14652692307692305,0.07870192307692214,-0.04370192307692311,-0.12329038461538477,0.16819565979570364,0.15265768803187274,0.17395336855094817,0.15646420002448214,14.196559380670891,-0.004928994082840208,0.435363886694941,0.19922477501374117,4.2371299410190835,-12.504669902593218
,-9.198,-0.577,-3.711,-9.129,-0.627,-3.865,2.31,1.4,0.98,0.0069711538461518785,-0.02322692307692309,-0.06252692307692298,0.07670192307692325,-0.07470192307692314,-0.21229038461538519,0.06706491669297342,0.23776200225275057,0.17014143601718004,0.15656976364887082,-8.614538946940883,-0.00566651257396447,0.25508859814352614,0.22361868834192788,-10.489870546597713,-10.858415202321092
