Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ,AccX_corr,AccY_corr,AccZ_corr,GyroX_corr,GyroY_corr,GyroZ_corr,AccNorm,GyroNorm,AccNorm_filt,GyroNorm_filt,KneeAngle_acc_deg,KneeAngle_gyro_deg,KneeAngle_fused_deg,KneeAngle_fused_filt_deg,KneeValgus_acc_deg,KneeValgus_filt_deg
44627.0,-9.062,-1.433,-3.915,-9.024,-1.419,-3.862,3.22,1.12,0.98,-0.03445576923076743,-0.0030980769230770644,-0.07012115384615392,-0.0002807692307662535,0.01098461538461537,-0.010882692307692565,0.07819062815082885,0.015465238387195481,0.05643615291920656,0.0725475228881018,-0.0,-0.0,-0.0,0.9614458555978463,0.0,-15.685905460551881
,-9.016,-1.46,-3.841,-8.993,-1.476,-3.807,3.22,1.05,0.91,0.011544230769231945,-0.030098076923076977,0.0038788461538459273,0.030719230769232553,-0.04601538461538457,0.044117307692307595,0.03246858398523018,0.07076315141634718,0.05854755059831154,0.07187820326138382,46.973438570332746,-0.0002953772189349284,0.939758241081212,1.154928936672062,-65.6997096234356,-16.570982497892214
,-9.064,-1.378,-3.793,-9.019,-1.436,-3.802,3.29,1.12,0.84,-0.0364557692307681,0.051901923076923095,0.05187884615384597,0.004719230769232752,-0.006015384615384534,0.04911730769230749,0.08194051139420769,0.049708811151194174,0.05888006998381839,0.07471203714790291,-0.271047544272804,-0.0003407544378698587,0.9155865950486878,1.4120908459054022,41.5729155166929,-18.063324426330844
,-9.028,-1.438,-3.821,-9.088,-1.467,-3.802,2.87,0.98,0.77,-0.00045576923076851017,-0.008098076923076958,0.023878846153845945,-0.06428076923076631,-0.03701538461538467,0.04911730769230749,0.025218760260624036,0.08896440808584463,0.05769727102918228,0.07430680599262439,25.110692026719178,0.00027732988165674044,1.398882981048962,1.6571737403156568,-16.459486591010855,-21.183704381446788
44703.0,-9.064,-1.431,-3.812,-9.007,-1.467,-3.893,2.45,1.33,0.63,-0.0364557692307681,-0.0010980769230770626,0.032878846153846286,0.016719230769233207,-0.03701538461538467,-0.04188269230769226,0.04910445404995666,0.058342362745097624,0.056700120690797995,0.07273664988300246,-21.791112674620095,0.00011656804733719037,0.9352406145332135,1.8210084754418825,0.9894148758478856,-20.900915427966243
,-9.045,-1.397,-3.805,-9.05,-1.431,-3.96,2.03,1.26,0.56,-0.01745576923076797,0.03290192307692297,0.03987884615384596,-0.02628076923076783,-0.0010153846153846402,-0.10888269230769243,0.054567048593081306,0.11201406394488889,0.05667283775364005,0.07100713370497388,7.489610666720523,0.00036926775147918877,1.0660803698669006,1.9457616324590588,39.35319195879276,-19.43200414186256
,-9.045,-1.462,-3.807,-9.072,-1.426,-4.013,1.68,1.26,0.49,-0.01745576923076797,-0.03209807692307698,0.03787884615384618,-0.048280769230766296,0.003984615384615475,-0.16188269230769237,0.052628864775371514,0.16897608086964505,0.05698861671090121,0.07075415431716815,6.7756564310460305,0.000833505917159634,1.1798169376881165,2.0329522654105467,-35.31113135764974,-16.74288597819089
,-9.052,-1.452,-3.86,-9.028,-1.457,-3.908,1.82,1.33,0.56,-0.024455769230767643,-0.02209807692307697,-0.015121153846153756,-0.004280769230767589,-0.027015384615384663,-0.056882692307692384,0.0362637414783119,0.06311732468424065,0.05696592623549187,0.07038178470215406,-16.260274788116376,0.0008746671597631685,0.8309747651542749,2.090674289275651,-35.27327150220556,-18.127452881300794
44779.0,-9.079,-1.431,-3.898,-9.086,-1.436,-3.821,2.8,0.98,0.49,-0.051455769230768666,-0.0010980769230770626,-0.05312115384615401,-0.06228076923076742,-0.006015384615384534,0.03011730769230736,0.07396457899566439,0.06944156745552499,0.05760293702135839,0.07455327635283109,-17.935293638283397,0.001473520710059009,0.45506252060623115,2.162722665074271,1.420130098368289,-19.134130540197496
,-9.064,-1.498,-3.824,-9.0,-1.445,-3.857,2.59,0.77,0.42,-0.0364557692307681,-0.06809807692307701,0.020878846153846276,0.02371923076923288,-0.015015384615384653,-0.005882692307692672,0.08001435750878909,0.0286822201410393,0.058528761632172306,0.07831042961206032,-0.958300086839941,0.0012454511834317698,0.42701877659340237,2.216504794896485,-56.05781776163987,-17.757588455344774
