Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ,AccX_corr,AccY_corr,AccZ_corr,GyroX_corr,GyroY_corr,GyroZ_corr,AccNorm,GyroNorm,AccNorm_filt,GyroNorm_filt,KneeAngle_acc_deg,KneeAngle_gyro_deg,KneeAngle_fused_deg,KneeAngle_fused_filt_deg,KneeValgus_acc_deg,KneeValgus_filt_deg
44286.0,-8.973,-0.57,-4.075,-9.026,-0.555,-4.147,2.31,2.24,0.7,0.2158423076923075,-0.11798269230769226,-0.37180576923076947,0.16228076923076884,-0.1048019230769231,-0.4458961538461539,0.4458108876052676,0.48594430869961247,0.4373209389684938,0.45561925421548183,-0.0,-0.0,-0.0,-0.5809598859252257,0.0,2.6937671427365113
,-8.971,-0.495,-4.109,-9.021,-0.503,-4.14,2.17,2.24,0.7,0.21784230769230817,-0.042982692307692305,-0.4058057692307693,0.16728076923076785,-0.05280192307692305,-0.4388961538461533,0.462580917461696,0.47265286701341924,0.4397009374754134,0.44704587015479036,-0.8626813525714638,-0.0016084689349112294,-0.015677327495216286,-0.6383781719839068,10.014427938961706,2.249534847843221
,-9.009,-0.512,-4.118,-8.997,-0.524,-4.133,2.17,2.1,0.77,0.1798423076923079,-0.05998269230769232,-0.4148057692307696,0.19128076923076875,-0.07380192307692307,-0.43189615384615365,0.45607565731981853,0.4780892638770161,0.4451844619511867,0.43896442734837643,-5.733313281188323,-0.0034477071005916985,-0.12822759316671167,-0.6901971922968196,7.788614097546043,1.8307991052883643
,-8.964,-0.531,-4.18,-9.005,-0.558,-4.092,2.24,1.96,0.84,0.22484230769230784,-0.07898269230769234,-0.476805769230769,0.18328076923076786,-0.1078019230769231,-0.3908961538461533,0.5330441544415616,0.44498640213002055,0.44081841400413213,0.43705487537565496,-4.008444381737839,-0.0052100221893490815,-0.20410486015115203,-0.7476242097169497,6.8249446907981195,1.6624292299159236
44362.0,-9.043,-0.572,-4.051,-9.043,-0.526,-4.001,2.66,1.75,0.91,0.145842307692309,-0.11998269230769226,-0.34780576923076945,0.14528076923076938,-0.07580192307692307,-0.299896153846154,0.3957709922121981,0.34174571912777474,0.43781537644993257,0.4298669820329465,-7.333986786434458,-0.0066069526627218645,-0.34533350681291297,-0.8077790308337713,-2.3016121872485034,1.7610008825204648
,-9.098,-0.577,-4.003,-9.05,-0.512,-4.082,2.66,1.75,0.84,0.0908423076923075,-0.12498269230769227,-0.2998057692307694,0.13828076923076793,-0.06180192307692306,-0.3808961538461535,0.33727807148908523,0.40990600001689587,0.4337404377214691,0.4276786830148384,-13.332266304418361,-0.00793657544378694,-0.6037691324395784,-0.8649463346948372,-6.404325884554394,1.842236255833969
,-9.04,-0.613,-4.008,-9.016,-0.548,-4.18,2.66,1.89,0.84,0.1488423076923091,-0.1609826923076923,-0.3048057692307693,0.17228076923076863,-0.09780192307692309,-0.47889615384615336,0.3754677306216423,0.5182541903090879,0.42968936108139577,0.4269871097461819,-5.602769556649015,-0.009593121301775101,-0.7021257259829388,-0.9160206582092026,-10.042408313979651,1.7836169812922351
,-9.014,-0.584,-3.987,-9.007,-0.55,-4.185,2.45,2.03,0.91,0.1748423076923089,-0.13198269230769227,-0.2838057692307694,0.18128076923076897,-0.0998019230769231,-0.48389615384615325,0.3585177516896865,0.5262875913888255,0.4261798481430364,0.42530914266298964,0.2310428197690797,-0.011336205621301726,-0.6817541324347623,-0.9645778289496164,-6.254600201135235,1.912824718176274
44438.0,-8.973,-0.538,-4.152,-8.997,-0.519,-4.087,2.38,1.61,0.84,0.2158423076923075,-0.08598269230769234,-0.4488057692307694,0.19128076923076875,-0.06880192307692307,-0.3858961538461534,0.5053786141708438,0.43616267475547643,0.42657187855461887,0.4209881321399165,-3.6741884851830164,-0.013175443786982195,-0.7398003660873607,-1.0147172016444765,5.5503222663858125,2.152681061059015
,-8.993,-0.503,-4.164,-8.983,-0.62,-4.054,2.59,1.61,0.84,0.19584230769230793,-0.05098269230769231,-0.460805769230769,0.2052807692307681,-0.16980192307692304,-0.3528961538461539,0.5032846126731376,0.44216352483668925,0.4281007147021329,0.4155308496189971,-6.056960180886456,-0.015149297337278041,-0.8442091859040527,-1.066178397453684,9.531971599702077,2.108486994097881
