Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ,AccX_corr,AccY_corr,AccZ_corr,GyroX_corr,GyroY_corr,GyroZ_corr,AccNorm,GyroNorm,AccNorm_filt,GyroNorm_filt,KneeAngle_acc_deg,KneeAngle_gyro_deg,KneeAngle_fused_deg,KneeAngle_fused_filt_deg,KneeValgus_acc_deg,KneeValgus_filt_deg
46879.0,-9.258,-0.641,-3.57,-9.304,-0.546,-3.472,2.59,1.61,0.7,-0.08239230769230588,-0.05180769230769233,0.14455769230769233,-0.1276250000000001,0.04251346153846158,0.24355576923076905,0.1742683440973649,0.2782354178794891,0.21794909399667337,0.20767818632287946,-0.0,-0.0,-0.0,0.48688227557412794,0.0,15.596660572967636
,-9.249,-0.55,-3.508,-9.294,-0.586,-3.479,2.87,1.68,0.77,-0.07339230769230731,0.03919230769230764,0.20655769230769216,-0.11762500000000031,0.0025134615384616588,0.23655576923076893,0.22268486266949097,0.2641980129945458,0.22121516563073748,0.20310169507195602,8.972306900974672,0.0011310096153846184,0.17833774859641668,0.5190734896914354,27.431517043263703,16.22872335939498
,-9.277,-0.589,-3.47,-9.282,-0.577,-3.599,2.66,1.75,0.7,-0.101392307692306,0.00019230769230771383,0.24455769230769198,-0.10562499999999986,0.011513461538461667,0.11655576923076882,0.26474308661093215,0.1577163522358219,0.22836841496897164,0.20164933925243408,5.696918258129472,0.002146634615384617,0.28771404628707786,0.571602498919885,17.33633879324261,16.551378106621794
,-9.328,-0.577,-3.412,-9.239,-0.617,-3.678,2.31,1.75,0.7,-0.15239230769230616,0.012192307692307724,0.30255769230769225,-0.0626250000000006,-0.02848653846153837,0.03755576923076909,0.3389885322325913,0.0783824553139002,0.22641579491212005,0.2116296713352211,1.5007273933845937,0.0027487980769230844,0.31138419303672055,0.6289283661542096,19.355905665611353,17.07937884073949
46955.0,-9.191,-0.684,-3.625,-9.263,-0.514,-3.479,2.8,1.68,0.84,-0.015392307692307483,-0.09480769230769237,0.08955769230769217,-0.08662499999999973,0.07451346153846161,0.23655576923076893,0.13132403400856985,0.2627066396797092,0.22699402509148822,0.21299735626821695,21.48451510242144,0.003581730769230774,0.7340305371859538,0.6706125897084171,-28.919923972368085,17.379877721152436
,-9.275,-0.562,-3.62,-9.249,-0.601,-3.501,3.43,1.54,0.84,-0.09939230769230711,0.027192307692307627,0.09455769230769207,-0.07262500000000038,-0.012486538461538355,0.21455576923076913,0.1398549591562328,0.22685784618998434,0.23130084866438033,0.20876728199157796,-17.074830936373473,0.004280048076923086,0.3771689567532264,0.6998664439823128,28.506275839383576,18.27443684340475
,-9.268,-0.543,-3.515,-9.313,-0.567,-3.551,3.43,1.61,0.84,-0.09239230769230744,0.046192307692307644,0.19955769230769205,-0.13662500000000044,0.021513461538461676,0.16455576923076887,0.2247072325712333,0.21496004475133756,0.23511540949375356,0.2031417698294507,3.93735043132061,0.005593750000000014,0.44708515835995877,0.7082643490191284,29.15739031438786,19.053986941356424
,-9.328,-0.529,-3.465,-9.273,-0.56,-3.582,3.08,1.61,0.91,-0.15239230769230616,0.060192307692307656,0.2495576923076923,-0.09662499999999952,0.02851346153846157,0.13355576923076917,0.29853906132875274,0.16729181572547924,0.22969323253242835,0.2029701800237622,-2.478942071643843,0.006522836538461548,0.38765410895219043,0.7155764206852859,28.926596662218145,19.410301343785427
47031.0,-9.261,-0.601,-3.573,-9.289,-0.553,-3.503,2.52,1.4,0.7,-0.08539230769230599,-0.011807692307692297,0.14155769230769222,-0.11262499999999953,0.03551346153846158,0.2125557692307689,0.16574030307118984,0.24315746258078852,0.22613784732686945,0.19943219999154943,-2.796449402402601,0.007605769230769235,0.322910764686633,0.7145999684473093,13.209385301697605,19.774091976573555
,-9.22,-0.622,-3.503,-9.229,-0.543,-3.546,2.73,1.61,0.77,-0.0443923076923074,-0.032807692307692315,0.21155769230769206,-0.052624999999999034,0.045513461538461586,0.1695557692307692,0.21864052422037597,0.18327581587773872,0.22413668500517253,0.19536266428943178,16.500883695531513,0.008111778846153841,0.645974333880454,0.7241026968965965,8.664714683525148,19.525779742241177
,-9.241,-0.57,-3.47,-9.222,-0.591,-3.565,2.73,1.61,0.77,-0.06539230769230642,0.01919230769230773,0.24455769230769198,-0.04562499999999936,-0.0024865384615383457,0.15055576923076908,0.2538758819713784,0.15733678256272193,0.22464550534452252,0.19339465522231364,13.289273090965594,0.008550480769230758,0.8984103811375417,0.7433695233879881,21.630256685329435,19.1842991992011
,-9.32,-0.553,-3.446,-9.239,-0.622,-3.544,2.73,1.54,0.77,-0.14439230769230704,0.036192307692307635,0.268557692307692,-0.0626250000000006,-0.03348653846153837,0.17155576923076898,0.3070541576895475,0.1856734252376926,0.22661214796381407,0.1994908446235733,0.16500110684232538,0.009152644230769225,0.8831520754593296,0.7694365439271688,24.063878448128236,19.17682854299241
47106.0,-9.273,-0.603,-3.537,-9.251,-0.574,-3.393,2.87,1.47,0.77,-0.09739230769230645,-0.013807692307692299,0.17755769230769225,-0.07462499999999928,0.01451346153846167,0.32255576923076923,0.20298435422990097,0.33139365632866535,0.22874220861043706,0.1976010526213392,-0.4569279353298725,0.009870192307692295,0.855647278128161,0.7983376111235596,13.39425198415967,19.00732708502279
,-9.268,-0.56,-3.501,-9.308,-0.608,-3.527,3.01,1.47,0.77,-0.09239230769230744,0.02919230769230763,0.21355769230769228,-0.13162499999999966,-0.01948653846153836,0.1885557692307689,0.2345110174232745,0.23077726039716281,0.23224670216776216,0.20535067411258892,5.013262657541702,0.011135817307692291,0.9375592732164318,0.8294623384835854,24.44553958295044,18.816257765585824
,-9.22,-0.57,-3.427,-9.28,-0.605,-3.609,3.01,1.54,0.77,-0.0443923076923074,0.01919230769230773,0.2875576923076921,-0.10362499999999919,-0.016486538461538358,0.10655576923076904,0.2915963786848699,0.14954624211863204,0.23237230413369447,0.21445284692902405,19.458850335611444,0.012132211538461514,1.3070086281181785,0.8922743906227448,21.068544567797197,19.386825943981737
,-9.265,-0.55,-3.439,-9.203,-0.605,-3.601,2.66,1.47,0.77,-0.08939230769230733,0.03919230769230764,0.2755576923076921,-0.026624999999999233,-0.016486538461538358,0.11455576923076904,0.2923338219343519,0.11875908739754173,0.2401712560831959,0.21579559466865383,10.409940426816974,0.012388221153846121,1.488816374669078,0.9534045209117603,24.99938985250498,19.333014496839002
47181.0,-9.256,-0.577,-3.597,-9.316,-0.536,-3.582,2.87,1.47,0.77,-0.08039230769230699,0.012192307692307724,0.1175576923076922,-0.13962500000000055,0.05251346153846159,0.13355576923076917,0.14293840115122494,0.200224743132746,0.24709782111135734,0.21942316636276377,-6.008209174228625,0.013730769230769203,1.337560166575739,0.996128900337899,22.187859807759498,19.4627585087661
,-9.268,-0.543,-3.585,-9.191,-0.617,-3.58,3.01,1.54,0.84,-0.09239230769230744,0.046192307692307644,0.1295576923076922,-0.014625000000000554,-0.02848653846153837,0.13555576923076895,0.16569629883236828,0.13928653944393266,0.2519474735594955,0.2253769637225771,-5.67445920528435,0.013871394230769208,1.1971819666385373,1.0306069740708588,33.48194192169413,18.777069824024053
,-9.306,-0.538,-3.589,-9.232,-0.567,-3.609,2.59,1.61,0.84,-0.13039230769230592,0.05119230769230765,0.1255576923076922,-0.05562499999999915,0.021513461538461676,0.10655576923076904,0.188115763214628,0.12211102165131402,0.249920262774381,0.2308858709209324,-15.66437644850538,0.01440624999999997,0.8594266396818124,1.0587524740348082,33.08588870448658,19.01167600369708
,-9.284,-0.553,-3.51,-9.277,-0.601,-3.597,2.38,1.19,0.77,-0.10839230769230745,0.036192307692307635,0.20455769230769238,-0.10062499999999908,-0.012486538461538355,0.11855576923076905,0.23431309179217252,0.1560024829470693,0.2518673471528882,0.2248409202786837,0.6607936284742522,0.015373798076923038,0.8545057823422766,1.0966013138475204,26.180274989936418,17.852705883948797
47257.0,-9.299,-0.553,-3.544,-9.273,-0.479,-3.343,3.22,0.84,0.84,-0.12339230769230625,0.036192307692307635,0.17055769230769213,-0.09662499999999952,0.10951346153846164,0.37255576923076905,0.21360119648319584,0.40015920590468246,0.2478923929498736,0.22606936374254766,-7.071711909997987,0.016302884615384573,0.6950709236877788,1.1384104887618478,27.04990463233615,17.491846336226445
,-9.249,-0.603,-3.46,-9.241,-0.658,-3.51,3.15,0.98,0.91,-0.07339230769230731,-0.013807692307692299,0.2545576923076922,-0.06462499999999949,-0.0694865384615384,0.20555576923076924,0.2652860756019507,0.2264021729498638,0.24185735429068522,0.22681982910677617,12.154972773187794,0.0169242788461538,0.9236599943316255,1.1817523743108174,14.311222821261211,17.380396891078547
