Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ
0.0,-9.483,-0.275,-2.974,-9.445,-0.376,-2.919,2.8,1.12,0.98
,-9.474,-0.311,-2.915,-9.464,-0.359,-2.919,2.73,1.26,1.05
,-9.474,-0.292,-2.886,-9.454,-0.333,-2.879,2.8,1.12,0.98
,-9.481,-0.309,-2.898,-9.495,-0.361,-2.962,2.52,1.19,0.91
75.0,-9.466,-0.282,-2.974,-9.464,-0.299,-2.96,2.8,1.33,1.12
,-9.452,-0.311,-2.958,-9.483,-0.299,-2.898,2.66,1.12,0.98
,-9.505,-0.318,-2.948,-9.5,-0.321,-2.979,2.73,1.12,0.91
,-9.471,-0.261,-2.936,-9.469,-0.342,-2.917,2.94,1.26,1.12
150.0,-9.454,-0.333,-2.886,-9.471,-0.28,-2.84,2.52,0.91,0.91
,-9.488,-0.335,-2.886,-9.433,-0.352,-2.84,2.38,0.98,0.91
,-9.447,-0.34,-2.855,-9.519,-0.299,-2.898,2.24,1.19,0.98
,-9.476,-0.27,-2.869,-9.476,-0.29,-2.855,2.03,1.19,0.91
226.0,-9.459,-0.342,-2.831,-9.495,-0.51,-2.967,1.75,1.75,0.98
,-9.476,-0.237,-2.769,-9.5,-0.45,-3.068,1.54,1.61,1.05
,-9.485,-0.158,-2.9,-9.418,-0.294,-3.123,0.7,1.47,0.98
,-9.514,-0.287,-2.886,-9.512,-0.179,-3.151,0.07,1.61,0.84
302.0,-9.469,-0.177,-3.049,-9.442,-0.33,-2.972,2.52,1.19,1.05
,-9.478,-0.256,-3.01,-9.433,-0.311,-2.955,2.03,0.91,0.98
,-9.402,-0.337,-3.013,-9.49,-0.304,-2.852,2.38,0.77,0.98
,-9.442,-0.328,-2.996,-9.493,-0.321,-2.85,2.94,0.7,1.12
378.0,-9.495,-0.309,-2.814,-9.495,-0.325,-2.788,2.45,0.77,1.19
,-9.502,-0.302,-2.776,-9.505,-0.249,-2.781,2.45,0.91,1.26
,-9.526,-0.261,-2.749,-9.466,-0.215,-2.898,2.17,0.91,1.19
,-9.454,-0.349,-2.764,-9.529,-0.366,-2.869,1.96,1.12,1.33
453.0,-9.497,-0.407,-2.927,-9.505,-0.275,-2.855,1.33,1.96,1.4
,-9.454,-0.244,-2.895,-9.452,-0.345,-2.855,1.61,1.75,1.47
,-9.483,-0.218,-2.915,-9.493,-0.378,-3.02,1.4,1.61,1.47
,-9.447,-0.235,-2.871,-9.505,-0.256,-2.962,0.35,1.47,1.4
529.0,-9.483,-0.246,-2.955,-9.452,-0.311,-2.927,0.98,1.19,1.68
,-9.471,-0.249,-2.996,-9.454,-0.23,-2.893,0.49,1.05,1.75
,-9.483,-0.27,-2.962,-9.471,-0.246,-2.891,0.07,1.05,1.75
,-9.507,-0.337,-2.974,-9.457,-0.213,-2.85,-0.07,1.12,1.82
604.0,-9.474,-0.28,-2.917,-9.481,-0.254,-2.934,-0.7,0.84,2.03
,-9.502,-0.361,-2.895,-9.488,-0.249,-2.871,-0.63,0.77,2.17
,-9.478,-0.373,-2.869,-9.481,-0.27,-2.845,0.0,0.91,2.24
,-9.519,-0.304,-2.905,-9.462,-0.242,-2.888,0.28,0.91,2.31
