Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ
0.0,-9.323,-0.258,-3.305,-9.361,-0.187,-3.384,2.87,0.07,0.42
,-9.304,-0.223,-3.226,-9.337,-0.22,-3.283,2.8,0.42,0.63
,-9.359,-0.239,-3.362,-9.371,-0.261,-3.278,2.45,0.14,0.42
,-9.325,-0.266,-3.24,-9.351,-0.141,-3.34,2.66,0.28,0.49
76.0,-9.32,-0.091,-3.29,-9.342,-0.263,-3.376,3.29,0.77,0.77
,-9.356,-0.136,-3.302,-9.378,-0.249,-3.403,2.66,0.7,0.49
,-9.351,-0.218,-3.343,-9.385,-0.225,-3.396,2.45,0.63,0.42
,-9.313,-0.208,-3.326,-9.261,-0.194,-3.441,2.52,0.77,0.56
152.0,-9.294,-0.215,-3.34,-9.392,-0.211,-3.355,2.73,0.84,0.77
,-9.328,-0.151,-3.381,-9.318,-0.27,-3.317,2.59,0.56,0.84
,-9.328,-0.165,-3.391,-9.304,-0.297,-3.3,2.24,0.49,0.7
,-9.335,-0.184,-3.386,-9.318,-0.23,-3.29,1.82,0.35,0.7
228.0,-9.34,-0.148,-3.319,-9.313,-0.302,-3.307,2.66,0.56,0.84
,-9.38,-0.081,-3.302,-9.349,-0.242,-3.302,1.89,0.42,0.77
,-9.378,-0.127,-3.273,-9.39,-0.184,-3.223,1.12,0.49,0.77
,-9.335,-0.215,-3.276,-9.392,-0.218,-3.273,0.98,0.63,0.84
304.0,-9.313,-0.211,-3.247,-9.366,-0.194,-3.381,2.24,0.84,1.19
,-9.344,-0.172,-3.266,-9.363,-0.273,-3.443,2.17,1.05,1.12
,-9.328,-0.215,-3.295,-9.33,-0.258,-3.41,1.61,1.05,1.12
,-9.289,-0.218,-3.343,-9.28,-0.28,-3.362,1.82,0.98,1.12
380.0,-9.27,-0.12,-3.379,-9.332,-0.278,-3.309,2.73,0.63,1.54
,-9.292,-0.151,-3.381,-9.33,-0.297,-3.269,2.31,0.63,1.47
,-9.363,-0.089,-3.398,-9.383,-0.27,-3.216,1.75,0.49,1.47
,-9.342,-0.196,-3.364,-9.414,-0.139,-3.259,1.12,0.49,1.33
456.0,-9.44,-0.06,-3.29,-9.304,-0.22,-3.443,2.24,0.63,1.82
,-9.399,-0.184,-3.293,-9.344,-0.225,-3.47,1.75,0.49,1.68
,-9.275,-0.196,-3.367,-9.356,-0.153,-3.417,1.54,0.49,1.68
,-9.301,-0.285,-3.381,-9.373,-0.139,-3.4,1.61,0.56,1.75
532.0,-9.385,-0.079,-3.331,-9.323,-0.16,-3.235,2.73,-0.07,2.03
,-9.383,-0.101,-3.302,-9.335,-0.191,-3.159,2.73,0.07,2.17
,-9.385,-0.139,-3.238,-9.361,-0.199,-3.187,2.59,0.0,2.1
,-9.347,-0.165,-3.173,-9.325,-0.203,-3.218,2.45,0.0,2.1
608.0,-9.361,-0.158,-3.197,-9.411,-0.225,-3.309,1.19,0.42,2.1
,-9.39,-0.182,-3.173,-9.265,-0.306,-3.369,1.19,0.49,2.17
,-9.5,-0.105,-3.221,-9.213,-0.378,-3.388,1.19,0.42,2.17
,-9.543,-0.081,-3.276,-9.203,-0.227,-3.391,0.63,0.42,2.24
684.0,-9.294,-0.101,-3.357,-9.354,0.098,-2.958,2.24,0.14,3.36
,-9.316,0.136,-3.293,-9.368,-0.002,-2.831,1.89,0.28,3.29
,-9.304,0.256,-3.218,-9.466,0.06,-3.254,0.14,-0.14,3.01
,-9.375,0.34,-3.544,-9.385,-0.103,-3.264,-2.03,-0.42,2.73
760.0,-9.428,-0.677,-3.185,-9.366,-0.084,-3.35,-9.45,-0.56,2.1
,-9.32,-1.012,-3.254,-9.371,0.191,-3.412,-7.21,0.21,2.59
,-9.289,-0.981,-3.336,-9.399,0.254,-3.422,-2.45,0.7,3.36
,-9.359,-0.617,-3.333,-9.363,0.105,-3.486,1.26,0.91,3.92
836.0,-9.344,-0.101,-3.537,-9.347,0.043,-3.355,-2.87,-0.77,3.99
,-9.158,-0.282,-3.58,-9.45,0.342,-3.321,-1.96,-0.98,4.34
,-9.072,-0.55,-3.556,-9.452,0.447,-3.259,-0.49,-1.05,4.97
,-9.158,-0.412,-3.427,-9.418,0.376,-3.206,1.82,-1.12,5.53
912.0,-9.385,0.258,-3.259,-9.222,-0.189,-3.116,-8.26,-2.87,3.36
,-9.368,0.182,-3.262,-9.074,-0.742,-2.96,-8.47,-3.01,3.29
,-9.421,0.28,-3.25,-9.036,-0.976,-2.871,-7.56,-3.22,3.43
,-9.433,0.357,-3.228,-9.292,-0.579,-2.831,-7.84,-3.22,3.36
988.0,-9.557,0.175,-2.869,-9.347,-0.179,-3.118,-5.11,-1.82,5.04
,-9.706,0.704,-3.013,-9.488,0.196,-3.195,-8.96,-1.89,3.99
,-9.519,0.467,-2.996,-9.507,0.878,-3.273,-14.14,-1.75,3.29
,-9.344,-0.258,-3.046,-9.548,1.39,-3.242,-14.7,-1.47,3.5
1064.0,-9.347,1.024,-3.125,-9.847,0.591,-3.092,-7.56,-1.82,3.01
,-9.067,0.065,-3.02,-9.794,1.05,-2.955,-12.32,-1.96,2.66
,-9.16,-0.579,-2.977,-9.686,1.146,-2.848,-10.71,-1.96,3.01
,-9.562,-0.208,-3.005,-9.517,0.998,-2.757,-5.32,-1.61,3.29
1140.0,-9.485,0.634,-2.9,-9.61,0.888,-3.171,-12.32,-0.7,0.0
,-9.541,0.306,-2.726,-9.474,0.546,-3.218,-10.01,-0.42,-0.07
,-9.562,0.644,-3.001,-9.344,0.144,-3.195,-6.02,-0.07,-0.28
