rep_id,peak_index,t_peak_sec,max_angle_deg,rep_start_idx,rep_end_idx,duration_sec
1,215,2.067,7.27,0,297,2.856
2,379,3.644,11.29,297,473,1.692
3,567,5.452,13.94,473,667,1.865
4,767,7.375,14.75,667,869,1.942
5,972,9.346,14.33,869,1077,2.0
6,1182,11.365,12.3,1077,1247,1.635
7,1313,12.625,11.16,1247,1368,1.163
8,1424,13.692,11.45,1368,1492,1.192
9,1560,15.0,10.78,1492,1670,1.712
10,1781,17.125,8.54,1670,3639,18.933
