rep_id,peak_index,t_peak_sec,max_angle_deg,rep_start_idx,rep_end_idx,duration_sec
1,2425,23.317,7.46,0,2488,23.923
2,2551,24.529,8.9,2488,2615,1.221
3,2680,25.769,9.45,2615,2734,1.144
4,2788,26.808,10.42,2734,2839,1.01
5,2891,27.798,11.3,2839,2956,1.125
6,3021,29.048,12.37,2956,3074,1.135
7,3128,30.077,12.74,3074,3211,1.317
8,3295,31.683,13.01,3211,3334,1.183
9,3374,32.442,13.51,3334,3413,0.76
10,3452,33.192,13.61,3413,3542,1.24
11,3633,34.933,14.15,3542,3639,0.933
