rep_id,peak_index,t_peak_sec,max_angle_deg,rep_start_idx,rep_end_idx,duration_sec
1,230,2.212,9.89,0,318,3.058
2,406,3.904,11.58,318,500,1.75
3,595,5.721,12.61,500,699,1.913
4,803,7.721,14.02,699,904,1.971
5,1006,9.673,13.85,904,1116,2.038
6,1226,11.788,12.53,1116,1333,2.087
7,1440,13.846,12.83,1333,1539,1.981
8,1638,15.75,10.18,1539,3639,20.192
