rep_id,peak_index,t_peak_sec,max_angle_deg,rep_start_idx,rep_end_idx,duration_sec
1,370,3.558,6.49,0,466,4.481
2,563,5.413,8.72,466,668,1.942
3,773,7.433,11.53,668,875,1.99
4,978,9.404,15.03,875,1091,2.077
5,1205,11.587,13.86,1091,1299,2.0
6,1394,13.404,14.1,1299,1503,1.962
7,1613,15.51,13.45,1503,1720,2.087
8,1828,17.577,12.49,1720,1930,2.019
9,2033,19.548,10.99,1930,2145,2.067
10,2258,21.712,6.63,2145,2376,2.221
11,2494,23.981,6.08,2376,3639,12.144
