Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ,AccX_corr,AccY_corr,AccZ_corr,GyroX_corr,GyroY_corr,GyroZ_corr,MagnX_corr,MagnY_corr,MagnZ_corr,AccNorm,GyroNorm,AccNorm_filt,GyroNorm_filt,Roll_raw,Pitch_raw,KneeValgus_fused_deg,KneeAngle_fused_deg,KneeValgus_filt_deg,KneeAngle_fused_filt_deg,Quat_w,Quat_x,Quat_y,Quat_z
30053.0,-9.227,-1.529,-3.441,-9.32,-1.28,-3.329,3.22,1.05,0.98,-0.010865384615385665,-0.23488461538461514,-0.01043846153846184,-0.10706730769230788,0.01711730769230768,0.1046999999999998,3.22,1.05,0.98,0.23536737370865313,0.15072657562325373,0.16746720367323892,0.16257067062483277,-0.08908263190241306,0.004238568706939944,0.0,0.0,-0.47152232192654164,0.04445054502857444,0.9999996971077101,-0.0007773928615509187,3.6981671229579864e-05,8.785380641081188e-06
,-9.239,-1.407,-3.4,-9.227,-1.33,-3.338,3.78,0.91,0.98,-0.02286538461538612,-0.11288461538461525,0.030561538461538085,-0.014067307692307907,-0.03288269230769236,0.0956999999999999,3.78,0.91,0.98,0.11916278713288861,0.10216482075113927,0.15788270429788628,0.16493822053001528,-0.1756076536160444,0.0214370904398947,-0.08652502171363136,0.017198521732954754,-0.512055992430959,0.046318192022782874,0.9999988081326304,-0.0015324683625264806,0.00018704816102254915,1.6941727494632687e-05
,-9.225,-1.385,-3.278,-9.237,-1.345,-3.309,3.71,1.12,0.98,-0.008865384615384997,-0.09088461538461523,0.15256153846153797,-0.024067307692307693,-0.047882692307692265,0.12469999999999981,3.71,1.12,0.98,0.17780222545215646,0.1357279540926971,0.15339112306088032,0.16333652000054602,-0.2635700238867867,0.02952698516727406,-0.17448739198437363,0.02528841646033412,-0.5530187668920046,0.04707664868537265,0.9999973212357354,-0.0023000871988346694,0.0002576089128478682,2.7529607836683154e-05
,-9.28,-1.412,-3.276,-9.227,-1.338,-3.369,3.5,1.26,1.05,-0.06386538461538471,-0.11788461538461514,0.1545615384615382,-0.014067307692307907,-0.04088269230769237,0.06469999999999976,3.5,1.26,1.05,0.2046089906823432,0.07781628156135117,0.15161210182602988,0.1575882457032224,-0.34110930556184277,0.07130702125551192,-0.2520266736594297,0.06706845254857197,-0.5943560471116021,0.04706145883384417,0.9999953753319859,-0.0029767551647323924,0.0006221731906129216,3.38208677931103e-05
30128.0,-9.17,-1.33,-3.329,-9.275,-1.405,-3.18,2.8,1.26,0.63,0.04613461538461472,-0.03588461538461529,0.10156153846153781,-0.06206730769230795,-0.10788269230769232,0.2536999999999998,2.8,1.26,0.63,0.1171787286697655,0.2825857674825959,0.14727117193652792,0.15331776312455384,-0.39510508517135245,0.00015511401437621282,-0.3060224532689394,-0.0040834546925637314,-0.6360023100079718,0.04663296057532575,0.9999940544301592,-0.0034479355493810203,1.1697756144506982e-06,5.3323639993396716e-05
,-9.213,-1.309,-3.293,-9.33,-1.385,-3.307,2.73,1.33,0.7,0.003134615384615458,-0.014884615384615163,0.13756153846153785,-0.11706730769230766,-0.0878826923076923,0.12670000000000003,2.73,1.33,0.7,0.13839997995903955,0.19360013465277848,0.14516774870129476,0.14914103976368948,-0.48222580228128853,-0.020030090431059647,-0.3931431703788755,-0.02426865913799959,-0.677819797221817,0.04520699400026091,0.9999911281944134,-0.004208190289762559,-0.00017506386367805674,6.340026007092741e-05
,-9.258,-1.335,-3.254,-9.227,-1.433,-3.345,2.24,1.47,0.63,-0.04186538461538447,-0.040884615384615186,0.176561538461538,-0.014067307692307907,-0.13588269230769234,0.08869999999999978,2.24,1.47,0.63,0.1860060189027418,0.16287935785266658,0.14373305295192235,0.14702946999019612,-0.5426874106083147,0.042938934025053416,-0.45360477870590166,0.038700365318113474,-0.7198377566223219,0.0445221166040661,0.9999887130397163,-0.004735849800859754,0.00037437013625455544,7.32586974320923e-05
,-9.263,-1.369,-3.204,-9.222,-1.438,-3.393,1.96,1.54,0.56,-0.04686538461538525,-0.07488461538461522,0.22656153846153781,-0.009067307692307125,-0.14088269230769224,0.04070000000000018,1.96,1.54,0.56,0.24317524669774393,0.14692392269692117,0.14327439543246892,0.14885341126048868,-0.6169275498482923,0.08923899234408267,-0.5278449179458793,0.08500042363714272,-0.7618218896054268,0.04535658873290385,0.9999852015606604,-0.0053837388715147535,0.0007783445710830082,7.870945027616016e-05
30204.0,-9.206,-1.443,-3.479,-9.241,-1.292,-3.273,3.57,1.61,0.91,0.010134615384615131,-0.14888461538461528,-0.048438461538462096,-0.028067307692307253,0.005117307692307671,0.16069999999999984,3.57,1.61,0.91,0.15689366999159646,0.16321289961002577,0.1427977171185449,0.1533869257282834,-0.7051282193652114,0.08324530317444175,-0.6160455874627984,0.0790067344675018,-0.8030803148608708,0.04870510745325226,0.9999807997836796,-0.006153427635397542,0.0007258999612282074,9.198681892439833e-05
,-9.21,-1.378,-3.477,-9.232,-1.259,-3.228,4.2,1.75,0.91,0.006134615384613795,-0.08388461538461511,-0.04643846153846187,-0.019067307692306912,0.03811730769230781,0.20569999999999977,4.2,1.75,0.91,0.09607701553546066,0.2100689919248985,0.14293486353483204,0.15937437612759112,-0.7932095460551665,0.07714629013598072,-0.7041269141527534,0.07290772142904077,-0.8444377355573434,0.05287213273274189,0.9999758101026079,-0.006922072473966923,0.0006724899896808165,0.00010899317373979241
,-9.225,-1.354,-3.417,-9.284,-1.295,-3.259,4.2,1.68,0.98,-0.008865384615384997,-0.059884615384615314,0.01356153846153818,-0.07106730769230829,0.0021173076923077794,0.17470000000000008,4.2,1.68,0.98,0.06203771054435995,0.18861371958184048,0.1447977691163407,0.16401014147283594,-0.8810725367187473,0.09013675944375593,-0.7919899048163342,0.08589819073681598,-0.8859581837363683,0.05745331818882549,0.9999701241725242,-0.007688823341080202,0.0007856575021825965,0.0001245002222235302
,-9.189,-1.354,-3.35,-9.256,-1.309,-3.295,3.99,1.54,0.98,0.02713461538461459,-0.059884615384615314,0.08056153846153791,-0.04306730769230782,-0.011882692307692233,0.13870000000000005,3.99,1.54,0.98,0.10398372945381465,0.14571781417638413,0.14074285904711675,0.1616074865483778,-0.9613547784568187,0.0527713018468238,-0.8722721465544057,0.048532733139883856,-0.9277136781962473,0.06147238348701578,0.9999646942024231,-0.00838936349384724,0.00045941115253251517,0.00013367952543689765
30280.0,-9.258,-1.381,-3.343,-9.246,-1.378,-3.419,1.89,1.54,0.42,-0.04186538461538447,-0.08688461538461523,0.08756153846153802,-0.033067307692308034,-0.08088269230769218,0.014699999999999935,1.89,1.54,0.42,0.1302638470078248,0.08860895413533884,0.14349962522291204,0.16228330363819626,-1.0407838563041325,0.09084620843861156,-0.9517012244017194,0.08660763973167161,-0.9696649463759557,0.06482189540403628,0.9999584301869124,-0.00908252832549915,0.0007915631913530614,0.00013785882753347654
