Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ,AccX_corr,AccY_corr,AccZ_corr,GyroX_corr,GyroY_corr,GyroZ_corr,MagnX_corr,MagnY_corr,MagnZ_corr,AccNorm,GyroNorm,AccNorm_filt,GyroNorm_filt,Roll_raw,Pitch_raw,KneeValgus_fused_deg,KneeAngle_fused_deg,KneeValgus_filt_deg,KneeAngle_fused_filt_deg,Quat_w,Quat_x,Quat_y,Quat_z
83030.0,-9.127,-0.352,-3.893,-9.186,-0.366,-3.874,1.96,0.98,0.56,0.07827115384615269,0.020840384615384677,-0.23620961538461538,0.02476730769230784,0.004580769230769222,-0.22152884615384583,1.96,0.98,0.56,0.2497111882865347,0.2229561227132489,0.25043194861548035,0.1747515670055088,0.022919586759823817,-0.0851352043992276,0.0,0.0,-0.05336290103006393,-0.4223197498760515,0.9999997038415402,0.00019999714888250148,-0.0007429484773512681,-1.8588493309900107e-05
,-9.127,-0.443,-3.932,-9.143,-0.388,-3.793,2.17,1.05,0.77,0.07827115384615269,-0.07015961538461535,-0.2752096153846155,0.0677673076923071,-0.017419230769230798,-0.14052884615384587,2.17,1.05,0.77,0.2945998600737503,0.15698469413859054,0.25295145488594634,0.17307248187103,-0.035269482615261194,-0.1509336029316568,-0.058189069375085015,-0.0657983985324292,-0.04862274298986213,-0.461766266084069,0.9999990847400354,-0.00030782345466276445,-0.0013171345043325442,-3.0339905622739505e-05
,-9.062,-0.486,-3.951,-9.167,-0.419,-3.853,2.52,0.91,0.98,0.14327115384615396,-0.11315961538461533,-0.29420961538461565,0.043767307692307966,-0.04841923076923077,-0.20052884615384592,2.52,0.91,0.98,0.34625282650567035,0.21088342104278845,0.25173864513113836,0.1735601451655641,-0.08948896429052138,-0.22056524049806364,-0.1124085510503452,-0.13543003609883603,-0.048068419860573225,-0.5005573421300383,0.9999978415275652,-0.0007810254022141606,-0.0019247571901321214,-4.742668691907207e-05
,-9.081,-0.101,-3.912,-9.112,-0.28,-3.831,3.08,0.91,0.91,0.12427115384615384,0.2718403846153846,-0.2552096153846155,0.09876730769230768,0.09058076923076919,-0.17852884615384568,3.08,0.91,0.91,0.393029848956613,0.22323173101566082,0.24462249982517867,0.17766863233317615,-0.008328956980426159,-0.2562674725951982,-0.031248543740249976,-0.1711322681959706,-0.04949192236295466,-0.5396489947706491,0.9999974947493637,-7.282358665425675e-05,-0.0022363491597580756,-6.272285791319415e-05
83106.0,-9.074,-0.407,-3.843,-9.179,-0.376,-3.714,2.31,1.05,0.7,0.1312711538461535,-0.034159615384615316,-0.18620961538461556,0.03176730769230751,-0.005419230769230787,-0.061528846153845684,2.31,1.05,0.7,0.2303758147397678,0.06945738844191832,0.24047259335255464,0.1815495067680422,-0.030232806076108894,-0.3416214359510283,-0.05315239283593271,-0.25648623155180067,-0.04831099318159967,-0.5787161741246113,0.9999955190779714,-0.0002640304492859396,-0.0029811871453670367,-6.808160187812923e-05
,-9.093,-0.426,-3.833,-9.131,-0.397,-3.752,2.45,1.19,0.7,0.11227115384615338,-0.05315961538461533,-0.17620961538461577,0.07976730769230755,-0.026419230769230806,-0.0995288461538455,2.45,1.19,0.7,0.2155935649498405,0.13025663264353562,0.23921646579683692,0.18511747868424505,-0.06720827667750114,-0.42153000062443774,-0.09012786343732496,-0.3363947962252101,-0.04554791993662305,-0.6180731552192816,0.9999930592322757,-0.000586773279401426,-0.0036784905102878133,-7.675909413948992e-05
,-9.1,-0.443,-3.821,-9.191,-0.318,-3.757,2.52,1.19,0.77,0.10527115384615371,-0.07015961538461535,-0.16420961538461576,0.019767307692307057,0.05258076923076921,-0.10452884615384583,2.52,1.19,0.77,0.20729009925170364,0.11866660618959371,0.2372224222918428,0.18777395160928517,-0.11593482981710707,-0.4943473149164538,-0.13885441657693087,-0.40921211051722617,-0.041396146208760184,-0.657646827316129,0.9999901792609788,-0.0010120651387671698,-0.00431389588014297,-8.607023894165011e-05
,-9.15,-0.342,-3.781,-9.153,-0.29,-3.802,2.8,1.05,0.84,0.055271153846153,0.03084038461538463,-0.12420961538461572,0.05776730769230731,0.08058076923076923,-0.14952884615384576,2.8,1.05,0.84,0.13940609141893381,0.1794134834396252,0.2417042978369335,0.1882120911532866,-0.07235871926247994,-0.5705167968220942,-0.09527830602230376,-0.4853815924228666,-0.03709277479123839,-0.6976505352174902,0.9999874019963256,-0.0006319210277057526,-0.004978615815518197,-9.954403745589126e-05
83182.0,-9.186,-0.359,-3.86,-9.146,-0.311,-3.845,2.03,1.47,0.56,0.01927115384615341,0.013840384615384671,-0.20320961538461546,0.06476730769230699,0.059580769230769215,-0.1925288461538459,2.03,1.47,0.56,0.2045900325080067,0.21168851836878497,0.24448889485546768,0.18791482040957172,-0.02028001023543788,-0.6415281071274732,-0.0431995969952617,-0.5563929027282456,-0.029770347445838608,-0.7363273576467784,0.9999843065175303,-0.00017762509681053574,-0.005598338895363519,-0.00011734390340920925
,-9.153,-0.378,-3.874,-9.182,-0.313,-3.867,2.24,1.54,0.77,0.052271153846152885,-0.005159615384615346,-0.2172096153846157,0.028767307692307398,0.05758076923076921,-0.2145288461538457,2.24,1.54,0.77,0.22347015946398305,0.22397707206134157,0.24338800247293615,0.18531577689932974,-0.028641247125547775,-0.72868992720543,-0.051560833885371596,-0.6435547228062024,-0.023360581443564454,-0.7754951754550073,0.9999797409938521,-0.00025079309294192984,-0.006358942465597983,-0.00013621825161936623
