Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ,AccX_corr,AccY_corr,AccZ_corr,GyroX_corr,GyroY_corr,GyroZ_corr,MagnX_corr,MagnY_corr,MagnZ_corr,AccNorm,GyroNorm,AccNorm_filt,GyroNorm_filt,Roll_raw,Pitch_raw,KneeValgus_fused_deg,KneeAngle_fused_deg,KneeValgus_filt_deg,KneeAngle_fused_filt_deg,Quat_w,Quat_x,Quat_y,Quat_z
35455.0,-9.198,-1.263,-3.568,-9.194,-1.18,-3.553,2.17,1.54,0.63,-0.026405769230770204,0.06393461538461565,-0.0261480769230773,-0.023503846153847263,0.14612884615384614,-0.010251923076923575,2.17,1.54,0.63,0.07395012927522568,0.14836162707739933,0.11671576442506211,0.1466496839189326,0.08124606587265047,0.03505409890108799,0.0,0.0,0.5002712969894997,-0.1267430406047484,0.9999997018663022,0.0007090057811138422,0.00030590418327371057,-8.602392260023926e-07
,-9.158,-1.287,-3.558,-9.184,-1.199,-3.568,2.31,1.47,0.56,0.01359423076923072,0.039934615384615624,-0.01614807692307707,-0.0135038461538457,0.127128846153846,-0.0252519230769237,2.31,1.47,0.56,0.04517008971031486,0.13031407063106368,0.12126870928291641,0.13734096771022372,0.16455085170716127,0.00784152281056215,0.0833047858345108,-0.02721257609052584,0.5390193277311782,-0.13284423899240144,0.9999989666398504,0.001435976762359964,6.842625121390832e-05,-2.7959983807996957e-06
,-9.165,-1.304,-3.565,-9.206,-1.266,-3.63,2.8,1.61,0.56,0.0065942307692310465,0.022934615384615498,-0.023148076923077188,-0.03550384615384594,0.06012884615384606,-0.08725192307692353,2.8,1.61,0.56,0.033246261857761,0.11175374406314194,0.1226433872203785,0.13336243071716422,0.24891941560702,-0.01595142100580615,0.16767334973436954,-0.05100551990689414,0.5782328103210351,-0.139664341947627,0.9999976309689783,0.0021722285502024977,-0.00013922404453180792,-9.809300416193507e-06
,-9.172,-1.218,-3.542,-9.162,-1.254,-3.673,2.87,1.75,0.7,-0.00040576923077040306,0.10893461538461557,-0.00014807692307705622,0.008496153846152765,0.07212884615384607,-0.13025192307692368,2.87,1.75,0.7,0.10893547174560686,0.14913188305288555,0.11469100517908735,0.13196073704358505,0.33714699863514397,-0.014910059337640166,0.2559009327624935,-0.04996415823872816,0.6180266066517786,-0.14512723696914323,0.9999956631628649,0.0029421555760738138,-0.00013017639599214982,-2.073967556158584e-05
35531.0,-9.148,-1.256,-3.673,-9.148,-1.256,-3.632,2.38,1.75,0.63,0.023594230769230506,0.07093461538461554,-0.13114807692307728,0.022496153846153888,0.07012884615384607,-0.08925192307692376,2.38,1.75,0.63,0.15095769429206463,0.11571533076333815,0.11164123674701318,0.13476679979518894,0.4209978121183066,-0.042068570089726254,0.3397517462456561,-0.07712266899081424,0.6565345564068881,-0.15380040094161881,0.9999931834747329,0.003673879856651377,-0.0003672212436566519,-2.7557687629805493e-05
,-9.131,-1.194,-3.635,-9.146,-1.271,-3.606,2.45,1.61,0.56,0.040594230769229966,0.1329346153846156,-0.09314807692307703,0.02449615384615278,0.05512884615384617,-0.06325192307692351,2.45,1.61,0.56,0.1673202551207374,0.0874074196189195,0.11052446935720658,0.13679388651479654,0.5055254917249882,-0.06730954676622922,0.4242794258523377,-0.1023636456673172,0.6928704507441297,-0.1658939214161714,0.9999900961432693,0.004411506713475323,-0.0005875337323292134,-3.2062523875640255e-05
,-9.167,-1.28,-3.628,-9.182,-1.259,-3.664,2.31,1.75,0.63,0.0045942307692303785,0.04693461538461552,-0.08614807692307735,-0.011503846153846808,0.06712884615384618,-0.12125192307692378,2.31,1.75,0.63,0.09821128364504347,0.13907066301751195,0.1137404654863442,0.13683228839401435,0.5931408083951543,-0.07523593832147976,0.5118947425225038,-0.11029003722256775,0.7298715609446408,-0.17772979906119077,0.9999863874623564,0.005176075985413096,-0.0006567834941409749,-4.198596840060869e-05
,-9.162,-1.263,-3.628,-9.146,-1.23,-3.695,2.38,1.75,0.77,0.009594230769229384,0.06393461538461565,-0.08614807692307735,0.02449615384615278,0.09612884615384609,-0.15225192307692348,2.38,1.75,0.77,0.10770875296825422,0.18171809127532024,0.11608519187331061,0.13757807275218073,0.6805439461658676,-0.0873789611677918,0.5992978802932171,-0.12243306006887979,0.7675699905345036,-0.18799840511118573,0.999982072807905,0.005938784829010906,-0.0007628607345159486,-5.423154344180161e-05
35607.0,-9.141,-1.268,-3.723,-9.174,-1.168,-3.812,2.17,1.33,0.63,0.03059423076923018,0.05893461538461553,-0.1811480769230771,-0.003503846153845913,0.15812884615384615,-0.26925192307692347,2.17,1.33,0.63,0.19293501916402458,0.3122716878047674,0.11878483012401464,0.13493166625212938,0.7587281955950724,-0.12646597104557933,0.6774821297224219,-0.16152006994666732,0.8057005732682425,-0.19848843240795425,0.9999774684921916,0.006621009419130083,-0.0011041436454150182,-7.489345740037702e-05
,-9.158,-1.299,-3.728,-9.083,-1.35,-3.546,2.31,1.26,0.63,0.01359423076923072,0.027934615384615613,-0.18614807692307744,0.08749615384615339,-0.023871153846154014,-0.0032519230769234575,2.31,1.26,0.63,0.1887226864715884,0.09075232188497837,0.1192837777236445,0.13472226654222996,0.8388169428580513,-0.16527640436715263,0.7575708769854008,-0.20033050326824062,0.8443881857605349,-0.2079644368014613,0.9999721657299674,0.007319864193020783,-0.001442886386256276,-7.370475268502494e-05
,-9.112,-1.261,-3.683,-9.165,-1.283,-3.551,2.31,1.05,0.56,0.059594230769230094,0.06593461538461565,-0.14114807692307707,0.005496153846154428,0.043128846153846156,-0.008251923076923795,2.31,1.05,0.56,0.16679815786145938,0.04425380562313479,0.12078855837633665,0.1324434158939403,0.9041915543610336,-0.22403583591658333,0.8229454884883831,-0.2590899348176713,0.8835174578719439,-0.21618892178939683,0.9999669561940554,0.007890294250455343,-0.0019556998753624925,-7.081408731119226e-05
,-9.141,-1.213,-3.613,-9.117,-1.256,-3.527,2.52,1.12,0.7,0.03059423076923018,0.11393461538461547,-0.07114807692307723,0.053496153846152694,0.07012884615384607,0.015748076923076226,2.52,1.12,0.7,0.1377648445324615,0.08959852379350998,0.12248739114639669,0.13271229266428322,0.9898235613995722,-0.24622700816775536,0.9085774955269217,-0.28128110706884335,0.9229771511392123,-0.2228867780312728,0.9999603835066536,0.008637526740365699,-0.0021494017175934287,-6.79800849824911e-05
35682.0,-9.186,-1.318,-3.551,-9.15,-1.213,-3.549,2.87,0.98,0.98,-0.01440576923076975,0.008934615384615485,-0.009148076923077397,0.02049615384615322,0.113128846153846,-0.006251923076923571,2.87,0.98,0.98,0.019262420683593778,0.11514041296063475,0.12563091585685643,0.13342168150714212,1.0360940727679302,-0.16999214767349116,0.9548480068952797,-0.20504624657457915,0.9624337678953151,-0.2305546224941514,0.9999580218277289,0.009041363326533873,-0.0014841922867457166,-7.419453407745881e-05
,-9.165,-1.261,-3.57,-9.15,-1.158,-3.568,3.29,1.26,1.12,0.0065942307692310465,0.06593461538461565,-0.02814807692307708,0.02049615384615322,0.16812884615384616,-0.0252519230769237,3.29,1.26,1.12,0.07199424713004875,0.1712456155660393,0.13189745745691517,0.13525288185611134,1.1239897932456504,-0.17710571913080328,1.042743727373,-0.21215981803189127,1.0020389764956472,-0.23873766146678072,0.9999506984369868,0.009808352024653482,-0.001546354201712994,-7.559514259897996e-05
,-9.146,-1.237,-3.558,-9.198,-1.201,-3.647,3.71,1.4,1.19,0.025594230769229398,0.08993461538461545,-0.01614807692307707,-0.027503846153846823,0.125128846153846,-0.10425192307692344,3.71,1.4,1.19,0.09488972589991444,0.16517310058930326,0.1356693900930792,0.13320168370863014,1.2084676324516817,-0.20009168441969702,1.1272215665790313,-0.235145783320785,1.0819093589233892,-0.2547382803951201,0.9999428652210346,0.010545482161164835,-0.0017470930159055858,-8.225284397844183e-05
,-9.184,-1.17,-3.58,-9.184,-1.23,-3.64,3.36,1.47,1.05,-0.012405769230769081,0.15693461538461562,-0.03814807692307731,-0.0135038461538457,0.09612884615384609,-0.09725192307692376,3.36,1.47,1.05,0.16198040742340833,0.13740831658228128,0.13459919981426113,0.13624872958800063,1.2961796174855809,-0.19201656339079862,1.2149335516129305,-0.2270706622918866,1.1618830014418695,-0.26899458644528895,0.999934620118956,0.011310859474990139,-0.0016767973465389504,-9.108323004128289e-05
35757.0,-9.115,-1.278,-3.676,-9.148,-1.194,-3.609,1.75,1.26,0.77,0.05659423076922998,0.04893461538461552,-0.1341480769230774,0.022496153846153888,0.13212884615384612,-0.06625192307692362,1.75,1.26,0.77,0.1536008140647731,0.1495106224828429,0.13186172152142178,0.13747118180801934,1.3539078183612892,-0.2575169256001402,1.2726617524886388,-0.2925710245012282,1.2419539206281884,-0.2818097395714814,0.9999276741886395,0.011814507324631069,-0.002248480384469311,-9.024596868201283e-05
,-9.088,-1.287,-3.678,-9.153,-1.251,-3.589,2.38,1.33,0.84,0.083594230769231,0.039934615384615624,-0.13614807692307718,0.017496153846153106,0.07512884615384618,-0.04625192307692361,2.38,1.33,0.84,0.16467868038598307,0.08994275575125663,0.132963737597033,0.13721966315133322,1.3918267203498875,-0.3364296705824774,1.3105806544772372,-0.37148376948356543,1.3211559852238097,-0.29690132287440013,0.9999219259835539,0.01214527081687567,-0.0029371612227908368,-8.612825486742378e-05
,-9.148,-1.228,-3.62,-9.213,-1.208,-3.58,2.66,1.26,0.84,0.023594230769230506,0.09893461538461557,-0.07814807692307735,-0.042503846153845615,0.11812884615384611,-0.03725192307692371,2.66,1.26,0.84,0.1282648345169818,0.1309530717640402,0.13936062439815794,0.1395176945624542,1.4771376104264902,-0.35572149777045137,1.3958915445538398,-0.3907755966715394,1.4002570802187249,-0.3122098667760728,0.9999120984082125,0.012889643404914681,-0.0031056322696667387,-8.716642005636923e-05
,-9.182,-1.196,-3.613,-9.158,-1.28,-3.618,2.66,1.26,0.84,-0.01040576923077019,0.1309346153846156,-0.07114807692307723,0.012496153846154101,0.04612884615384605,-0.07525192307692352,2.66,1.26,0.84,0.1493793907774877,0.0891452535764365,0.14168371640417385,0.1309413858013443,1.5650862186145484,-0.34804782116000194,1.483840152741898,-0.3831019200610899,1.4794854213289985,-0.3266247233530611,0.9999021158710156,0.013657053336928729,-0.003038858228240545,-9.440067107580893e-05
35833.0,-9.146,-1.244,-3.606,-9.141,-1.242,-3.668,2.31,1.26,0.84,0.025594230769229398,0.08293461538461555,-0.06414807692307711,0.02949615384615356,0.08412884615384608,-0.1252519230769238,2.31,1.26,0.84,0.10792678467642634,0.15373916248425804,0.14159766364191795,0.132148841023813,1.6495582938156714,-0.3732348794422363,1.568312227943021,-0.40828897834332434,1.558620203023589,-0.34152100149643194,0.9998910843151078,0.014394053416832678,-0.0032588875490879906,-0.00010190845798393939
,-9.172,-1.24,-3.606,-9.129,-1.251,-3.659,2.45,1.4,0.98,-0.00040576923077040306,0.08693461538461555,-0.06414807692307711,0.041496153846154016,0.07512884615384618,-0.11625192307692345,2.45,1.4,0.98,0.10804058391951005,0.14450184748824113,0.1422027154496797,0.13549147114914833,1.7380741139713267,-0.3719064301640215,1.6568280480986763,-0.4069605290651095,1.6376565057810615,-0.3549386900885009,0.9998797037416025,0.015166373547818014,-0.003247560190586201,-0.00011185625497078951
,-9.186,-1.184,-3.609,-9.182,-1.256,-3.673,2.52,1.4,1.05,-0.01440576923076975,0.1429346153846156,-0.06714807692307723,-0.011503846153846808,0.07012884615384607,-0.13025192307692368,2.52,1.4,1.05,0.15857709385893562,0.1483777510425267,0.1423221281179897,0.13706985363843233,1.8256075101955898,-0.36207349262289074,1.7443614443229394,-0.3971275915239787,1.7170828283425954,-0.36675211635306754,0.9998680998297484,0.01593012610965964,-0.003162060221675595,-0.00012409727280779482
,-9.203,-1.184,-3.654,-9.15,-1.225,-3.575,2.24,1.33,0.91,-0.03140576923076921,0.1429346153846156,-0.11214807692307716,0.02049615384615322,0.10112884615384599,-0.032251923076923816,2.24,1.33,0.91,0.18437412446888732,0.10810792010326183,0.1487415342863139,0.14206811426070695,1.9117961621590402,-0.34188337269333197,1.8305500962863899,-0.3769374715944199,1.796489699540326,-0.3785173925686532,0.9998563753336579,0.016682185201361492,-0.0029860684673178413,-0.00012960191115362574
35909.0,-9.115,-1.211,-3.53,-9.184,-1.182,-3.644,2.52,1.12,0.91,0.05659423076922998,0.11593461538461547,0.011851923076922954,-0.0135038461538457,0.14412884615384614,-0.10125192307692377,2.52,1.12,0.91,0.12955388871570345,0.17665624835074775,0.1553805622844428,0.1433456851567258,1.9906386359144297,-0.3795287907021501,1.9093925700417793,-0.4145828896032381,1.8760835106153166,-0.38998973547401367,0.9998436265784127,0.017370001080023508,-0.003314806275619426,-0.0001323342832144385
