Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ,AccX_corr,AccY_corr,AccZ_corr,GyroX_corr,GyroY_corr,GyroZ_corr,MagnX_corr,MagnY_corr,MagnZ_corr,AccNorm,GyroNorm,AccNorm_filt,GyroNorm_filt,Roll_raw,Pitch_raw,KneeValgus_fused_deg,KneeAngle_fused_deg,KneeValgus_filt_deg,KneeAngle_fused_filt_deg,Quat_w,Quat_x,Quat_y,Quat_z
34905.0,-9.162,-1.259,-3.664,-9.225,-1.275,-3.465,3.57,1.26,0.91,0.0081923076923065,0.13804230769230785,-0.1437538461538468,-0.05740576923077079,0.12297884615384613,0.05711153846153838,3.57,1.26,0.91,0.1994691978786877,0.14724451354040885,0.16811950635104997,0.17015334868318502,0.08744052011754096,-0.004039963922102206,0.0,0.0,0.497703867080849,0.13871729670843252,0.9999997082348825,0.0007630625813234335,-3.525168953489946e-05,4.7922312317610955e-06
,-9.189,-1.211,-3.587,-9.206,-1.244,-3.417,3.57,1.19,0.91,-0.018807692307692747,0.18604230769230767,-0.06675384615384683,-0.03840576923077066,0.15397884615384605,0.10511153846153842,3.57,1.19,0.91,0.1985485973703959,0.1903494777792376,0.16619497863038368,0.17233921952778009,0.17477068140386176,0.006311138684045208,0.0873301612863208,0.010351102606147414,0.5382612390287701,0.14431917941264655,0.9999988353321227,0.00152516056760165,5.5095832212457204e-05,1.356798925754566e-05
,-9.222,-1.22,-3.558,-9.234,-1.223,-3.41,3.5,1.19,0.77,-0.05180769230769222,0.17704230769230778,-0.03775384615384647,-0.06640576923077113,0.17497884615384596,0.1121115384615381,3.5,1.19,0.77,0.1882906492491717,0.21816580814755243,0.1625543986711219,0.16830230302171575,0.2587238879546425,0.0327716579225463,0.17128336783710157,0.03681162184464851,0.5788279705989852,0.14699923884071664,0.9999974100379788,0.002257783166900955,0.00028603859994603395,2.2680950236729895e-05
,-9.21,-1.24,-3.494,-9.225,-1.23,-3.396,3.5,0.98,0.84,-0.03980769230769354,0.15704230769230776,0.026246153846153142,-0.05740576923077079,0.16797884615384606,0.12611153846153833,3.5,0.98,0.84,0.1641212946692336,0.2177531520536271,0.16183930657098913,0.16809366044491622,0.34360959816242526,0.056067021900932754,0.2561690780448843,0.06010698582303496,0.6197998841814202,0.15005387642689735,0.9999953840889968,0.002998537753251293,0.0004893778518677286,3.288404473471269e-05
34981.0,-9.237,-1.311,-3.443,-9.196,-1.311,-3.587,2.38,1.47,0.63,-0.06680769230769279,0.0860423076923078,0.0772461538461533,-0.028405769230770872,0.0869788461538461,-0.06488846153846195,2.38,1.47,0.63,0.133542183404798,0.11217272326494838,0.16666652552515962,0.16935318717063058,0.41280508522079373,0.1111629984925864,0.3253645651032528,0.11520296241468861,0.660649890052263,0.15503256295133033,0.9999930404918644,0.0036023657981830515,0.000970180172409776,2.6056207250428657e-05
,-9.215,-1.266,-3.525,-9.131,-1.256,-3.58,2.73,1.47,0.56,-0.04480769230769255,0.13104230769230774,-0.004753846153846553,0.03659423076922863,0.14197884615384604,-0.05788846153846183,2.73,1.47,0.56,0.13857277780473604,0.1576331324945965,0.169672044223985,0.16692467675326678,0.4965525989932176,0.1410707311951793,0.40911207887567663,0.1451106951172815,0.7014883729510996,0.16141442521114124,0.9999898535771091,0.004333190396913316,0.0012311738626438614,2.0365061427516403e-05
,-9.217,-1.22,-3.582,-9.179,-1.22,-3.513,2.66,1.47,0.63,-0.046807692307693216,0.17704230769230778,-0.06175384615384649,-0.011405769230771412,0.17797884615384607,0.009111538461538338,2.66,1.47,0.63,0.19325753875847224,0.17857654208528095,0.1662940345959476,0.16659360653990785,0.5816601405877927,0.16530524003558736,0.49421962047025175,0.16934520395768957,0.7426144131983134,0.1675782917913096,0.9999860767753018,0.005075875260410735,0.0014426818417230616,2.0371170762420885e-05
,-9.153,-1.256,-3.606,-9.208,-1.213,-3.525,2.38,1.33,0.7,0.01719230769230684,0.14104230769230774,-0.08575384615384651,-0.04040576923077133,0.18497884615384597,-0.002888461538461673,2.38,1.33,0.7,0.16595851931472558,0.18936246439460416,0.1583981142559515,0.16503492619514293,0.6687540788485996,0.15631505364575538,0.5813135587310586,0.16035501756785758,0.7839602475076249,0.17378851551723035,0.9999820401554461,0.005835902587915128,0.0013642499490894567,2.0727094247425677e-05
35057.0,-9.174,-1.259,-3.431,-9.16,-1.374,-3.403,2.24,1.19,0.49,-0.0038076923076921787,0.13804230769230785,0.08924615384615331,0.007594230769228716,0.023978846153845934,0.11911153846153821,2.24,1.19,0.49,0.1644233961760282,0.12173830949426154,0.15454387794388869,0.16785059740607453,0.7569427475116395,0.15876281070622,0.6695022273940985,0.1628027746283222,0.8255442637786132,0.17917213690612308,0.999977223125865,0.006605462097238955,0.0013856990061098967,3.063054412326422e-05
,-9.234,-1.287,-3.475,-9.246,-1.261,-3.463,2.17,1.26,0.42,-0.06380769230769268,0.11004230769230783,0.04524615384615327,-0.07840576923077158,0.13697884615384615,0.05911153846153816,2.17,1.26,0.42,0.1350109088842509,0.1685373635773325,0.1510586811435934,0.17020727324494378,0.8323045859963354,0.20451577308886826,0.7448640658787944,0.20855573701097047,0.8673336693107078,0.1838643899630018,0.9999720298123714,0.007263069993649369,0.0017850236050465087,3.313491385552678e-05
