n_reps,flex_max_deg,flex_mean_deg,flex_std_deg,rep_duration_mean,rep_duration_std,tempo_reps_per_min,valgus_mean_deg,valgus_std_deg,valgus_min_deg,valgus_max_deg,valgus_rms_deg,flex_vel_rms,flex_jerk_rms
11.0,15.03,10.85181818181818,3.178541169615732,3.180909090909091,2.919965518306539,32.316505900210544,9.568335251219294,5.744313834658316,-3.7534239074664413,17.53017771258228,11.160205236050666,3.982690219171564,21.7196616624164
