n_reps,flex_max_deg,flex_mean_deg,flex_std_deg,rep_duration_mean,rep_duration_std,tempo_reps_per_min,valgus_mean_deg,valgus_std_deg,valgus_min_deg,valgus_max_deg,valgus_rms_deg,flex_vel_rms,flex_jerk_rms
21.0,30.13,18.770952380952377,6.898560860796502,1.6661904761904767,0.39913437515842526,38.237436270939554,21.35171290555984,9.50969699597435,-4.024878726161398,33.51398941071298,23.3737027652166,2.5585499324681176,14.299342252329753
