session_id,n_reps,flex_max_deg,flex_mean_deg,flex_std_deg,rep_duration_mean,rep_duration_std,tempo_reps_per_min,valgus_mean_deg,valgus_std_deg,valgus_min_deg,valgus_max_deg,valgus_rms_deg,flex_vel_rms,flex_jerk_rms
H1_walk_slow_20251205_051431,23.0,13.22,7.023043478260869,3.0158918715229723,1.5213478260869564,0.640646114664254,39.42857142857143,69.00019581591818,26.272569128996214,0.5445882420629754,93.50796410244972,73.83274958494324,3.1980844536806647,34.725269504402114
