session_id,n_reps,flex_max_deg,flex_mean_deg,flex_std_deg,rep_duration_mean,rep_duration_std,tempo_reps_per_min,valgus_mean_deg,valgus_std_deg,valgus_min_deg,valgus_max_deg,valgus_rms_deg,flex_vel_rms,flex_jerk_rms
H1_walk_20251205_050754,28.0,8.18,4.916071428571429,2.118853024104103,1.2497142857142858,0.38638663622472924,48.0,82.07019094502853,37.91611766829806,0.5940784190507393,128.97183197293174,90.40546565772263,3.2951481474798867,38.657971343961556
