session_id,n_reps,flex_max_deg,flex_mean_deg,flex_std_deg,rep_duration_mean,rep_duration_std,tempo_reps_per_min,valgus_mean_deg,valgus_std_deg,valgus_min_deg,valgus_max_deg,valgus_rms_deg,flex_vel_rms,flex_jerk_rms
H1_squat_fast_20251205_013759,34.0,10.07,5.37235294117647,2.5313865751954174,1.0290882352941173,0.1378433398179975,58.285714285714285,34.4110007550987,11.53205462383344,0.41395786345292895,47.899458129559825,36.29194479239823,1.9903775767704113,26.69702120204735
