Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ
0.0,-9.395,-0.919,-3.001,-9.397,-0.897,-2.972,3.01,0.84,0.63
,-9.416,-0.957,-2.936,-9.411,-0.905,-3.034,2.73,1.12,0.49
,-9.366,-0.972,-2.962,-9.397,-0.897,-3.082,2.73,1.19,0.56
,-9.39,-0.962,-2.972,-9.397,-0.916,-3.132,2.73,1.54,0.63
76.0,-9.39,-0.972,-3.166,-9.371,-0.955,-3.283,1.89,2.03,0.49
,-9.373,-0.876,-3.238,-9.33,-1.01,-3.211,2.38,2.03,0.56
,-9.366,-0.895,-3.216,-9.354,-1.005,-3.197,2.38,1.82,0.42
,-9.344,-0.84,-3.285,-9.399,-0.976,-3.142,2.24,1.89,0.49
152.0,-9.289,-0.945,-3.065,-9.373,-0.905,-3.025,3.29,1.61,0.63
,-9.349,-0.957,-3.053,-9.428,-0.89,-3.111,3.15,1.68,0.7
,-9.373,-0.936,-2.984,-9.378,-0.873,-3.156,3.15,1.89,0.63
,-9.414,-0.916,-3.058,-9.404,-0.967,-3.202,2.94,1.89,0.56
227.0,-9.361,-0.969,-3.192,-9.378,-0.976,-3.175,1.96,1.82,0.35
,-9.354,-1.031,-3.252,-9.354,-0.986,-3.168,2.31,2.1,0.42
,-9.332,-0.998,-3.264,-9.385,-0.972,-3.168,2.94,2.17,0.42
,-9.366,-0.957,-3.197,-9.332,-0.976,-3.125,3.29,2.1,0.49
302.0,-9.363,-0.955,-3.113,-9.344,-0.991,-3.149,3.64,1.82,0.63
,-9.332,-0.943,-3.151,-9.39,-0.928,-3.175,3.36,1.68,0.56
,-9.402,-0.988,-3.147,-9.38,-0.926,-3.192,3.08,1.89,0.63
,-9.347,-0.979,-3.163,-9.354,-0.983,-3.226,2.94,1.96,0.7
378.0,-9.284,-0.948,-3.216,-9.409,-0.962,-3.116,2.73,1.61,0.63
,-9.294,-0.979,-3.19,-9.366,-0.981,-3.128,3.01,1.61,0.7
,-9.392,-0.909,-3.209,-9.385,-0.948,-3.142,2.8,1.47,0.7
,-9.383,-1.0,-3.211,-9.404,-0.948,-3.175,2.73,1.47,0.84
454.0,-9.354,-0.936,-3.223,-9.34,-0.945,-3.202,2.66,1.61,0.7
,-9.294,-0.969,-3.228,-9.335,-0.972,-3.175,2.45,1.47,0.77
,-9.313,-0.976,-3.264,-9.395,-0.921,-3.144,2.66,1.33,0.84
,-9.347,-0.995,-3.252,-9.337,-0.914,-3.104,3.08,1.26,0.84
