Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ
0.0,-9.356,0.077,-3.362,-9.337,0.057,-3.343,3.29,1.12,0.42
,-9.323,0.062,-3.319,-9.33,0.077,-3.302,3.22,1.19,0.42
,-9.318,0.101,-3.36,-9.32,0.045,-3.3,2.87,1.19,0.21
,-9.335,0.105,-3.374,-9.325,0.014,-3.314,2.87,1.19,0.21
76.0,-9.366,0.053,-3.238,-9.363,-0.007,-3.202,2.59,1.47,0.35
,-9.337,-0.002,-3.204,-9.356,0.012,-3.204,2.52,1.68,0.28
,-9.344,0.041,-3.214,-9.344,0.036,-3.254,2.24,1.75,0.28
,-9.397,0.026,-3.187,-9.371,0.036,-3.355,1.82,1.82,0.28
152.0,-9.294,0.019,-3.408,-9.311,0.057,-3.431,1.68,2.31,0.28
,-9.32,0.041,-3.424,-9.306,0.065,-3.396,1.82,2.38,0.42
,-9.33,0.017,-3.446,-9.34,0.05,-3.463,2.38,2.24,0.56
,-9.294,0.014,-3.496,-9.335,0.043,-3.415,2.8,2.03,0.49
227.0,-9.323,0.007,-3.376,-9.34,0.029,-3.317,2.87,1.47,0.49
,-9.395,0.0,-3.376,-9.33,0.005,-3.312,2.94,1.54,0.49
,-9.351,0.048,-3.386,-9.366,-0.014,-3.343,2.87,1.47,0.49
,-9.335,0.074,-3.309,-9.318,0.002,-3.305,2.59,1.4,0.42
302.0,-9.373,0.014,-3.309,-9.311,0.038,-3.352,2.03,1.75,0.49
,-9.318,0.0,-3.276,-9.308,0.012,-3.326,2.03,1.82,0.56
,-9.342,-0.01,-3.317,-9.347,0.024,-3.367,1.89,1.82,0.7
,-9.335,0.014,-3.369,-9.351,-0.031,-3.357,1.96,1.82,0.7
378.0,-9.354,0.005,-3.376,-9.356,-0.034,-3.422,2.45,1.96,0.98
,-9.347,-0.024,-3.352,-9.368,-0.024,-3.463,2.73,1.75,0.98
,-9.354,-0.014,-3.412,-9.332,-0.017,-3.367,2.73,1.68,1.19
,-9.32,-0.031,-3.443,-9.287,-0.019,-3.429,2.8,1.47,1.19
454.0,-9.263,0.012,-3.386,-9.342,-0.055,-3.381,3.29,1.19,1.61
,-9.328,-0.026,-3.41,-9.344,-0.041,-3.362,3.22,1.05,1.75
,-9.354,-0.036,-3.429,-9.325,0.067,-3.273,3.08,0.98,1.82
,-9.306,-0.105,-3.403,-9.335,0.057,-3.29,3.08,0.84,1.96
530.0,-9.373,0.043,-3.273,-9.325,0.069,-3.218,2.38,0.77,2.03
,-9.332,-0.019,-3.23,-9.342,-0.034,-3.3,2.03,0.77,2.1
,-9.313,-0.024,-3.297,-9.289,0.007,-3.307,2.17,0.84,2.17
,-9.387,0.002,-3.333,-9.332,-0.055,-3.312,2.38,0.91,2.31
605.0,-9.349,0.026,-3.396,-9.34,0.065,-3.484,2.66,0.91,2.59
,-9.349,0.086,-3.424,-9.287,0.084,-3.451,2.31,0.77,2.66
,-9.325,0.034,-3.369,-9.313,0.117,-3.408,2.31,0.7,2.73
,-9.34,0.048,-3.448,-9.308,0.11,-3.436,2.31,0.84,2.73
681.0,-9.294,0.096,-3.396,-9.313,0.096,-3.283,2.38,0.21,2.87
,-9.349,0.057,-3.372,-9.323,0.127,-3.29,2.17,0.0,2.87
,-9.354,0.041,-3.412,-9.351,0.16,-3.269,2.45,-0.07,3.01
,-9.354,0.043,-3.285,-9.373,0.158,-3.262,2.59,-0.07,3.15
757.0,-9.383,0.041,-3.185,-9.356,0.189,-3.245,1.47,0.0,3.36
,-9.328,0.005,-3.206,-9.378,0.148,-3.36,1.61,0.0,3.43
