Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ
0.0,-9.476,1.218,-2.515,-9.519,1.206,-2.525,2.24,1.26,0.77
,-9.538,1.235,-2.481,-9.562,1.271,-2.577,2.52,1.33,0.7
,-9.529,1.247,-2.508,-9.519,1.28,-2.563,2.73,1.19,0.63
,-9.512,1.196,-2.539,-9.49,1.311,-2.532,3.01,1.26,0.84
76.0,-9.474,1.259,-2.565,-9.521,1.208,-2.436,2.38,1.33,0.77
,-9.505,1.268,-2.572,-9.502,1.213,-2.465,2.17,1.54,0.7
,-9.55,1.213,-2.46,-9.543,1.225,-2.472,2.03,1.54,0.7
,-9.5,1.17,-2.481,-9.533,1.199,-2.477,2.31,1.82,0.77
152.0,-9.5,1.184,-2.513,-9.543,1.304,-2.57,3.01,1.89,0.91
,-9.5,1.204,-2.527,-9.5,1.254,-2.539,3.43,1.96,0.98
,-9.488,1.297,-2.594,-9.507,1.216,-2.534,3.43,2.03,0.84
,-9.495,1.275,-2.565,-9.493,1.211,-2.642,3.29,2.1,0.77
227.0,-9.485,1.232,-2.625,-9.509,1.275,-2.644,3.71,1.47,0.7
,-9.478,1.266,-2.656,-9.519,1.242,-2.618,3.78,1.68,0.77
,-9.445,1.285,-2.697,-9.507,1.228,-2.606,3.43,1.75,0.77
,-9.512,1.278,-2.697,-9.56,1.213,-2.675,2.87,1.68,0.56
302.0,-9.459,1.242,-2.577,-9.495,1.189,-2.493,2.59,1.19,0.56
,-9.478,1.273,-2.582,-9.462,1.218,-2.45,2.66,0.91,0.49
,-9.517,1.271,-2.534,-9.529,1.211,-2.436,2.38,1.05,0.35
,-9.495,1.225,-2.481,-9.5,1.235,-2.517,2.31,1.33,0.49
378.0,-9.49,1.261,-2.556,-9.497,1.211,-2.659,3.22,1.33,0.56
,-9.552,1.23,-2.553,-9.541,1.242,-2.651,3.08,1.47,0.63
,-9.5,1.232,-2.642,-9.476,1.266,-2.637,2.87,1.33,0.63
,-9.529,1.22,-2.661,-9.545,1.213,-2.632,3.01,0.98,0.49
454.0,-9.514,1.259,-2.556,-9.488,1.24,-2.548,2.1,1.19,0.42
,-9.495,1.201,-2.553,-9.493,1.22,-2.532,2.24,1.26,0.56
,-9.505,1.151,-2.498,-9.469,1.242,-2.536,2.38,1.26,0.56
,-9.541,1.177,-2.515,-9.495,1.218,-2.57,2.59,1.12,0.49
530.0,-9.497,1.225,-2.551,-9.488,1.24,-2.556,2.8,1.19,0.63
,-9.519,1.23,-2.58,-9.519,1.235,-2.513,2.94,1.12,0.56
,-9.488,1.228,-2.536,-9.495,1.22,-2.553,2.94,0.84,0.49
,-9.493,1.225,-2.546,-9.469,1.192,-2.498,2.8,1.12,0.49
605.0,-9.466,1.235,-2.517,-9.49,1.216,-2.505,2.38,1.19,0.49
,-9.526,1.168,-2.486,-9.517,1.168,-2.536,2.45,1.54,0.49
,-9.512,1.182,-2.448,-9.497,1.208,-2.575,2.8,1.54,0.56
,-9.514,1.201,-2.508,-9.481,1.242,-2.568,2.94,1.54,0.7
681.0,-9.483,1.208,-2.632,-9.462,1.223,-2.539,2.8,1.54,0.7
,-9.495,1.242,-2.594,-9.533,1.206,-2.503,2.52,1.61,0.7
,-9.488,1.235,-2.556,-9.519,1.204,-2.501,2.38,1.68,0.77
,-9.495,1.242,-2.553,-9.512,1.182,-2.501,2.31,1.61,0.7
757.0,-9.555,1.22,-2.515,-9.49,1.175,-2.572,2.8,1.54,0.77
,-9.485,1.259,-2.532,-9.5,1.194,-2.529,2.66,1.54,0.7
,-9.485,1.249,-2.575,-9.533,1.18,-2.498,2.59,1.54,0.77
,-9.529,1.24,-2.57,-9.521,1.182,-2.546,2.38,1.61,0.7
832.0,-9.509,1.208,-2.563,-9.507,1.187,-2.58,3.01,1.68,0.91
,-9.495,1.247,-2.572,-9.488,1.184,-2.572,3.01,1.96,0.84
,-9.502,1.251,-2.587,-9.505,1.196,-2.63,2.8,1.89,0.84
,-9.493,1.199,-2.596,-9.471,1.235,-2.63,2.66,1.82,0.77
