Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ
0.0,-9.182,-0.5,-3.915,-9.074,-0.739,-3.924,2.59,1.68,0.56
,-9.141,-0.656,-3.951,-9.15,-0.665,-3.829,2.87,1.61,0.7
,-8.976,-0.771,-3.936,-9.139,-0.641,-3.728,3.71,1.75,0.91
,-9.021,-0.821,-3.955,-9.16,-0.572,-3.754,5.04,1.82,1.12
75.0,-9.127,-0.495,-3.704,-9.174,-0.526,-3.74,4.55,1.96,1.33
,-9.122,-0.543,-3.666,-9.134,-0.517,-3.743,3.99,2.03,1.26
,-9.174,-0.541,-3.699,-9.158,-0.534,-3.762,3.64,2.1,1.33
,-9.15,-0.51,-3.721,-9.162,-0.519,-3.857,3.29,2.38,1.4
151.0,-9.095,-0.598,-3.857,-9.081,-0.512,-3.841,2.17,2.24,1.4
,-9.062,-0.648,-3.805,-9.201,-0.483,-3.884,2.03,2.38,1.54
,-9.052,-0.732,-3.819,-9.146,-0.483,-3.898,2.24,2.52,1.68
,-9.117,-0.62,-3.853,-9.122,-0.514,-3.922,2.94,2.59,1.75
227.0,-9.103,-0.495,-3.877,-9.095,-0.536,-3.821,1.68,2.24,1.75
,-9.1,-0.479,-3.912,-9.086,-0.55,-3.769,1.82,2.1,1.82
,-9.174,-0.416,-3.869,-9.112,-0.553,-3.819,1.68,2.03,1.82
,-9.16,-0.424,-3.848,-9.177,-0.5,-3.86,1.19,2.03,1.82
302.0,-9.129,-0.541,-3.836,-9.095,-0.529,-3.752,-0.42,1.96,1.96
,-9.112,-0.503,-3.848,-9.122,-0.455,-3.81,-0.42,1.96,2.03
,-9.086,-0.538,-3.845,-9.198,-0.392,-3.845,-0.21,1.96,2.1
,-9.1,-0.524,-3.788,-9.153,-0.369,-3.838,0.07,2.1,2.45
378.0,-9.105,-0.433,-3.838,-9.184,-0.246,-3.855,-1.05,2.59,2.31
,-9.083,-0.455,-3.862,-9.179,-0.333,-3.862,-0.98,2.52,2.45
,-9.1,-0.409,-3.836,-9.119,-0.421,-3.86,-0.63,2.73,2.73
,-9.115,-0.323,-3.838,-9.091,-0.538,-3.841,-0.35,2.73,2.73
453.0,-9.055,-0.591,-3.836,-9.143,-0.333,-3.798,-2.45,2.73,2.73
,-9.091,-0.543,-3.757,-9.107,-0.373,-3.824,-1.82,2.87,3.08
,-9.186,-0.407,-3.812,-9.05,-0.452,-3.85,-1.54,3.08,3.15
,-9.134,-0.376,-3.731,-9.076,-0.428,-3.908,-1.89,3.01,3.15
529.0,-9.127,-0.366,-3.927,-9.079,-0.526,-3.817,-2.87,3.29,3.29
,-9.143,-0.313,-3.946,-9.072,-0.433,-3.833,-3.15,3.29,3.36
,-8.997,-0.345,-3.869,-9.16,-0.333,-3.853,-3.57,3.36,3.36
,-9.014,-0.524,-3.817,-9.1,-0.268,-3.867,-4.2,3.5,3.57
605.0,-9.136,-0.28,-3.843,-9.134,-0.136,-3.903,-3.43,3.92,3.57
,-9.057,-0.306,-3.836,-9.095,-0.139,-3.843,-3.78,3.92,3.5
,-9.076,-0.196,-3.893,-9.048,-0.237,-3.886,-3.78,4.13,3.64
,-9.143,-0.132,-3.867,-9.06,-0.196,-3.924,-4.27,3.99,3.36
681.0,-9.095,-0.139,-4.011,-9.062,-0.318,-3.996,-6.79,4.06,2.94
,-9.081,-0.254,-3.86,-9.1,-0.278,-4.032,-8.05,4.27,2.94
,-9.012,-0.4,-3.869,-9.045,-0.246,-4.051,-8.33,4.27,3.08
,-9.076,-0.359,-3.972,-9.072,-0.168,-4.042,-7.7,4.2,3.08
757.0,-9.081,-0.081,-4.073,-9.043,-0.481,-3.915,-8.54,4.13,2.73
,-9.036,-0.12,-3.994,-8.957,-0.409,-3.908,-9.45,3.99,2.66
,-9.021,-0.115,-3.989,-9.107,-0.213,-3.982,-10.29,3.71,2.52
,-8.981,-0.316,-3.953,-9.139,-0.012,-3.951,-11.2,3.78,2.59
832.0,-9.088,0.086,-3.989,-9.038,0.163,-4.18,-9.59,4.48,3.29
,-9.124,0.211,-3.999,-9.119,0.359,-4.168,-9.73,4.69,3.29
,-9.146,0.177,-4.152,-9.026,0.373,-4.173,-9.38,4.76,3.36
,-8.959,0.079,-4.082,-9.048,0.256,-4.152,-8.4,4.83,3.92
908.0,-9.024,0.251,-4.073,-8.954,-0.108,-3.927,-3.08,4.41,4.2
,-9.124,0.237,-4.054,-8.99,-0.012,-3.948,-2.8,4.48,4.13
,-9.048,0.108,-4.032,-8.942,0.002,-4.013,-2.94,4.55,4.13
,-8.947,-0.057,-3.929,-8.897,-0.105,-4.025,-2.38,5.11,4.55
984.0,-8.897,-0.227,-4.049,-8.921,0.57,-4.446,-2.8,5.81,3.64
,-9.028,-0.225,-4.113,-8.808,0.206,-4.556,-2.59,5.95,3.57
,-9.083,0.055,-4.221,-8.918,0.024,-4.57,-2.31,5.88,3.08
