Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ
0.0,-9.167,-0.682,-3.824,-9.165,-0.715,-3.759,2.52,1.61,0.84
,-9.177,-0.639,-3.795,-9.172,-0.67,-3.733,2.8,1.61,0.84
,-9.174,-0.617,-3.812,-9.189,-0.641,-3.704,2.73,1.61,0.7
,-9.179,-0.634,-3.75,-9.172,-0.651,-3.683,2.45,1.54,0.7
76.0,-9.21,-0.632,-3.671,-9.167,-0.634,-3.795,2.8,1.75,0.91
,-9.196,-0.603,-3.697,-9.213,-0.596,-3.814,2.8,1.54,0.77
,-9.196,-0.627,-3.711,-9.194,-0.644,-3.843,2.24,1.54,0.63
,-9.182,-0.684,-3.702,-9.139,-0.66,-3.795,2.31,1.68,0.77
152.0,-9.158,-0.646,-3.747,-9.134,-0.67,-3.728,2.52,1.26,0.84
,-9.141,-0.646,-3.795,-9.153,-0.62,-3.757,2.45,1.4,0.91
,-9.177,-0.675,-3.75,-9.174,-0.665,-3.678,2.31,1.33,0.91
,-9.184,-0.651,-3.738,-9.131,-0.632,-3.654,2.45,1.33,0.84
227.0,-9.201,-0.617,-3.654,-9.136,-0.61,-3.721,2.38,1.82,0.91
,-9.184,-0.677,-3.676,-9.167,-0.66,-3.74,2.24,1.68,0.77
,-9.186,-0.699,-3.654,-9.139,-0.672,-3.769,2.31,1.82,0.91
,-9.206,-0.644,-3.728,-9.186,-0.653,-3.814,2.31,1.75,0.77
302.0,-9.162,-0.644,-3.762,-9.146,-0.61,-3.831,2.31,1.82,0.84
,-9.148,-0.656,-3.774,-9.127,-0.632,-3.8,2.52,1.68,0.91
,-9.136,-0.641,-3.805,-9.134,-0.615,-3.814,2.52,1.75,0.91
,-9.21,-0.632,-3.805,-9.213,-0.615,-3.838,2.45,1.54,0.77
378.0,-9.139,-0.644,-3.786,-9.15,-0.701,-3.735,2.31,1.19,0.84
,-9.117,-0.648,-3.824,-9.17,-0.68,-3.719,2.66,1.26,0.84
,-9.189,-0.613,-3.829,-9.165,-0.653,-3.656,2.8,1.19,0.84
