session_id,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ,AccX_corr,GyroX_corr,MagnX_corr,AccY_corr,GyroY_corr,MagnY_corr,AccZ_corr,GyroZ_corr,MagnZ_corr,AccNorm,GyroNorm,AccNorm_filt,GyroNorm_filt,KneeAngle_fused_deg,KneeAngle_fused_filt_deg,KneeValgus_fused_deg,KneeValgus_filt_deg
H2_walk_slow_20251205_052416,,-9.148,0.258,-4.094,-9.045,-0.323,-4.099,-12.53,24.08,-9.24,0.33881923076923215,0.4452788461538457,-15.130634615384615,-0.958796153846154,-1.5358403846153845,22.696423076923075,-1.5040269230769234,-1.5128,-10.019423076923077,1.8155400081269126,2.201282075938391,1.9386376515101587,1.8126611584977468,-27.68532604967327,-27.678877455291083,-27.98468930383496,-27.926525944651964
H2_walk_slow_20251205_052416,,-9.318,0.156,-4.008,-9.265,-0.462,-4.089,-16.38,24.5,-10.01,0.16881923076923222,0.22527884615384508,-18.980634615384613,-1.060796153846154,-1.6748403846153845,23.116423076923077,-1.4180269230769231,-1.5028000000000001,-10.789423076923077,1.7789291068683188,2.2614704757000514,1.941779061323251,1.7877267833152368,-27.711942972895685,-27.68334240651575,-28.027491779712598,-27.981094221561705
H2_walk_slow_20251205_052416,265691.0,-9.282,-0.512,-4.08,-9.521,-0.208,-4.006,-26.74,27.65,-14.0,0.2048192307692318,-0.030721153846155147,-29.340634615384612,-1.728796153846154,-1.4208403846153845,26.266423076923076,-1.4900269230769232,-1.4198,-14.779423076923077,2.291477097930555,2.008871132713005,1.9239990923235968,1.7584030917129831,-27.72575562326065,-27.686905542867148,-28.088372786728147,-28.03534188888203
H2_walk_slow_20251205_052416,,-9.332,-0.428,-4.075,-9.445,-0.168,-3.912,-27.86,27.93,-14.35,0.1548192307692311,0.045278846153845365,-30.460634615384613,-1.644796153846154,-1.3808403846153845,26.546423076923077,-1.4850269230769233,-1.3257999999999996,-15.129423076923077,2.221402337305512,1.9148148687781243,1.9068057055224301,1.7358223262763417,-27.73744984025936,-27.6898457298714,-28.147708867777602,-28.089307802512394
H2_walk_slow_20251205_052416,,-9.241,-0.168,-4.2,-9.569,0.115,-3.898,-28.63,28.77,-14.42,0.24581923076923218,-0.07872115384615519,-31.230634615384613,-1.384796153846154,-1.0978403846153846,27.386423076923077,-1.6100269230769233,-1.3117999999999999,-15.199423076923077,2.137819958498756,1.7123871554515133,1.8793422367346322,1.7238752373277852,-27.757617566803766,-27.694996605752923,-28.19777360029158,-28.140818153245636
H2_walk_slow_20251205_052416,,-9.306,-0.072,-4.094,-9.488,0.105,-4.018,-30.45,29.47,-13.93,0.18081923076923268,0.0022788461538461036,-33.05063461538462,-1.288796153846154,-1.1078403846153846,28.086423076923076,-1.5040269230769234,-1.4317999999999995,-14.709423076923077,1.9889163144096473,1.8103498973746912,1.856910723375456,1.7063338574946993,-27.7756218270313,-27.70272220879357,-28.246863444942306,-28.188248801697185
H2_walk_slow_20251205_052416,265767.0,-9.526,-0.239,-3.953,-9.627,0.144,-3.955,-24.22,31.57,-8.47,-0.039180769230767964,-0.13672115384615502,-26.820634615384613,-1.455796153846154,-1.0688403846153847,30.186423076923077,-1.363026923076923,-1.3687999999999998,-9.249423076923078,1.9946728973100611,1.74204646370118,1.8454509774803478,1.722320891551745,-27.77479826505897,-27.712385730357475,-28.306700742444445,-28.22868078671994
H2_walk_slow_20251205_052416,,-9.533,-0.388,-3.958,-9.773,-0.263,-3.967,-23.17,32.34,-7.84,-0.04618076923076764,-0.28272115384615404,-25.770634615384616,-1.604796153846154,-1.4758403846153847,30.95642307692308,-1.3680269230769233,-1.3807999999999998,-8.619423076923077,2.1092655169772887,2.040746121322735,1.8346638072465757,1.753004788298898,-27.77530072520839,-27.724607866240344,-28.371650806058394,-28.26152119972316
H2_walk_slow_20251205_052416,,-9.6,-0.242,-3.944,-9.651,-0.893,-3.96,-22.68,33.6,-7.14,-0.11318076923076781,-0.16072115384615415,-25.280634615384614,-1.458796153846154,-2.1058403846153846,32.21642307692308,-1.354026923076923,-1.3737999999999997,-7.919423076923077,1.9935608878128503,2.519468486560352,1.8162973871782204,1.7977835219391274,-27.778549661069647,-27.737807583512378,-28.434458199032868,-28.28681066747146
H2_walk_slow_20251205_052416,,-9.457,0.048,-3.963,-9.94,-1.838,-3.759,-23.59,35.21,-6.72,0.029819230769231098,-0.44972115384615385,-26.190634615384614,-1.168796153846154,-3.050840384615385,33.82642307692308,-1.3730269230769232,-1.1727999999999996,-7.499423076923077,1.80337920783825,3.299293258959692,1.8162417378024867,1.8451787709816152,-27.802900354539073,-27.752917216774122,-28.494451146826144,-28.30496916412771
H2_walk_slow_20251205_052416,265842.0,-11.318,-3.719,-2.675,-10.306,0.78,-3.168,-30.87,40.53,-1.82,-1.8311807692307678,-0.8157211538461535,-33.47063461538462,-4.9357961538461534,-0.43284038461538454,39.14642307692308,-0.08502692307692294,-0.5817999999999999,-2.599423076923077,5.265219488261719,1.09144080892465,1.887740025710476,1.9419042617094806,-27.731527351802963,-27.76930740437939,-28.572822607825415,-28.3190653237276
H2_walk_slow_20251205_052416,,-10.663,-1.85,-3.082,-10.026,-0.498,-2.764,-15.82,41.37,1.68,-1.1761807692307684,-0.5357211538461542,-18.420634615384614,-3.066796153846154,-1.7108403846153846,39.986423076923074,-0.492026923076923,-0.17779999999999951,0.9005769230769229,3.321254332957112,1.8015506699255426,1.9601334201278946,2.035202484760421,-27.67332314402928,-27.78710668319322,-28.653133746040652,-28.33007541412317
H2_walk_slow_20251205_052416,,-9.124,1.809,-3.798,-9.416,-0.179,-2.79,-5.11,47.53,0.14,0.3628192307692313,0.07427884615384528,-7.710634615384615,0.5922038461538459,-1.3918403846153846,46.14642307692308,-1.2080269230769232,-0.20379999999999976,-0.639423076923077,1.393438996330332,1.4086417015097374,2.0323385157128624,2.1469853856221084,-27.73840769606102,-27.806027293224084,-28.576373701904796,-28.338603526118803
H2_walk_slow_20251205_052416,,-9.629,2.556,-3.702,-9.261,0.29,-2.852,-15.75,51.66,-3.71,-0.14218076923076772,0.22927884615384642,-18.350634615384614,1.339203846153846,-0.9228403846153845,50.27642307692307,-1.112026923076923,-0.2657999999999996,-4.489423076923077,1.7465068537913717,0.9873463448915532,2.109665097015309,2.3057401492521565,-27.76115482373872,-27.826147410168197,-28.471304154001594,-28.34432397348575
H2_walk_slow_20251205_052416,265918.0,-9.545,0.043,-3.005,-9.301,0.89,-3.441,-20.65,62.93,-0.7,-0.05818076923076809,0.1892788461538455,-23.250634615384612,-1.173796153846154,-0.32284038461538456,61.54642307692308,-0.415026923076923,-0.8547999999999996,-1.479423076923077,1.2463666232577821,0.9331320568600887,2.326618952723016,2.49546521984824,-27.73184614221287,-27.846998704387172,-28.546570780179664,-28.3466014408049
H2_walk_slow_20251205_052416,,-9.576,0.156,-3.068,-9.586,0.811,-3.477,-18.41,64.89,0.0,-0.08918076923076868,-0.09572115384615465,-21.010634615384614,-1.060796153846154,-0.4018403846153845,63.50642307692308,-0.4780269230769232,-0.8907999999999996,-0.779423076923077,1.1669410562671003,0.9819179568586566,2.5545962841381655,2.627119637501191,-27.703423162687468,-27.869281586114433,-28.621582966528276,-28.34403569282052
