session_id,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ,AccX_corr,GyroX_corr,MagnX_corr,AccY_corr,GyroY_corr,MagnY_corr,AccZ_corr,GyroZ_corr,MagnZ_corr,AccNorm,GyroNorm,AccNorm_filt,GyroNorm_filt
H1_squat_slow_20251205_013454,79222.0,-9.275,-0.361,-3.613,-9.359,-0.361,-3.436,3.08,2.52,0.14,0.0746692307692296,-0.013646153846154974,0.5569038461538462,-0.21322884615384613,-0.21146346153846154,1.0936153846153847,-0.3035461538461539,-0.11998269230769276,-0.6168076923076923,0.3783943741264687,0.24351357156023934,0.3005826630998599,0.2186717291188899
H1_squat_slow_20251205_013454,,-9.273,-0.254,-3.649,-9.366,-0.359,-3.369,3.64,2.38,0.0,0.07666923076923027,-0.020646153846154647,1.1169038461538463,-0.10622884615384615,-0.20946346153846154,0.9536153846153845,-0.33954615384615394,-0.052982692307693036,-0.7568076923076923,0.3639427555174564,0.2170446292182447,0.29961915594899774,0.22230636872659662
H1_squat_slow_20251205_013454,,-9.342,-0.122,-3.597,-9.399,-0.29,-3.242,3.43,2.03,-0.14,0.007669230769229429,-0.05364615384615412,0.9069038461538463,0.02577115384615386,-0.14046346153846154,0.6036153846153844,-0.2875461538461539,0.07401730769230719,-0.8968076923076923,0.28880055412493555,0.16759014197699632,0.2977341707682602,0.22350957278667835
H1_squat_slow_20251205_013454,,-9.294,-0.182,-3.563,-9.38,-0.266,-3.254,2.66,1.82,-0.21,0.05566923076922947,-0.03464615384615577,0.13690384615384632,-0.03422884615384614,-0.11646346153846157,0.3936153846153847,-0.2535461538461541,0.06201730769230718,-0.9668076923076923,0.2618326360361501,0.13641935457718057,0.2959681210999835,0.22206108897278615
H1_squat_slow_20251205_013454,79297.0,-9.306,-0.354,-3.271,-9.301,-0.488,-3.398,2.73,1.89,-0.14,0.043669230769230793,0.044353846153844856,0.20690384615384616,-0.20622884615384612,-0.3384634615384615,0.46361538461538454,0.03845384615384617,-0.08198269230769295,-0.8968076923076923,0.2142802767077426,0.35106401168911405,0.2895903993735131,0.229335985331794
H1_squat_slow_20251205_013454,,-9.289,-0.385,-3.381,-9.316,-0.445,-3.381,2.24,2.03,-0.14,0.060669230769230253,0.029353846153844287,-0.2830961538461536,-0.23722884615384615,-0.2954634615384616,0.6036153846153844,-0.0715461538461537,-0.0649826923076926,-0.8968076923076923,0.25510220136210665,0.3039458104463192,0.28749923425746077,0.23527363167928644
H1_squat_slow_20251205_013454,,-9.335,-0.426,-3.364,-9.356,-0.404,-3.408,2.17,1.96,-0.14,0.014669230769229102,-0.01064615384615486,-0.3530961538461539,-0.27822884615384613,-0.25446346153846156,0.5336153846153846,-0.0545461538461538,-0.09198269230769274,-0.8968076923076923,0.28390449109316634,0.2707873880630776,0.2785099936019686,0.23314559765680495
H1_squat_slow_20251205_013454,,-9.273,-0.481,-3.369,-9.359,-0.294,-3.448,2.38,2.03,0.0,0.07666923076923027,-0.013646153846154974,-0.14309615384615393,-0.3332288461538461,-0.14446346153846154,0.6036153846153844,-0.05954615384615414,-0.13198269230769277,-0.7568076923076923,0.3470812286679287,0.19615131991208876,0.2754200766048758,0.23158022022042674
H1_squat_slow_20251205_013454,79373.0,-9.34,-0.213,-3.573,-9.28,-0.211,-3.486,4.2,1.82,0.35,0.009669230769230097,0.06535384615384565,1.6769038461538464,-0.06522884615384614,-0.06146346153846155,0.3936153846153847,-0.2635461538461539,-0.16998269230769303,-0.4068076923076923,0.27167052030231653,0.19220561385027835,0.27379347720915503,0.2242109162909564
H1_squat_slow_20251205_013454,,-9.325,-0.235,-3.549,-9.268,-0.199,-3.372,3.71,1.75,0.28,0.024669230769230666,0.07735384615384433,1.1869038461538461,-0.08722884615384613,-0.04946346153846157,0.32361538461538464,-0.23954615384615385,-0.055982692307692705,-0.47680769230769227,0.2561245836903637,0.10753749755400337,0.2738509840374358,0.21767158532571226
H1_squat_slow_20251205_013454,,-9.313,-0.304,-3.604,-9.337,-0.246,-3.285,3.64,1.47,0.28,0.036669230769229344,0.008353846153845268,1.1169038461538463,-0.15622884615384613,-0.09646346153846155,0.04361538461538461,-0.294546153846154,0.03101730769230704,-0.47680769230769227,0.3354243902898705,0.10167133093465246,0.27205688963197816,0.21454641325675639
H1_squat_slow_20251205_013454,,-9.273,-0.263,-3.503,-9.356,-0.4,-3.238,4.2,0.98,0.21,0.07666923076923027,-0.01064615384615486,1.6769038461538464,-0.11522884615384615,-0.25046346153846155,-0.4463846153846154,-0.19354615384615403,0.07801730769230719,-0.5468076923076923,0.23794110952362008,0.2625490172464954,0.27300137518686957,0.2112307853215124
H1_squat_slow_20251205_013454,79449.0,-9.373,-0.512,-3.116,-9.301,-0.431,-3.381,1.19,1.19,-0.14,-0.023330769230769377,0.044353846153844856,-1.3330961538461539,-0.36422884615384615,-0.2814634615384616,-0.23638461538461542,0.19345384615384598,-0.0649826923076926,-0.8968076923076923,0.4130754988560535,0.29225279151687883,0.2731130491369471,0.21223278499780596
H1_squat_slow_20251205_013454,,-9.383,-0.426,-3.247,-9.318,-0.395,-3.424,1.26,1.19,-0.28,-0.033330769230769164,0.027353846153845396,-1.2630961538461538,-0.27822884615384613,-0.24546346153846157,-0.23638461538461542,0.06245384615384619,-0.10798269230769275,-1.0368076923076923,0.28709356298778915,0.2695566836267836,0.27696216021971176,0.2134212788383796
H1_squat_slow_20251205_013454,,-9.347,-0.419,-3.302,-9.282,-0.352,-3.429,0.77,1.19,-0.35,0.002669230769230424,0.06335384615384498,-1.7530961538461538,-0.2712288461538461,-0.20246346153846154,-0.23638461538461542,0.007453846153846033,-0.11298269230769264,-1.1068076923076924,0.27134437823793467,0.24035442962782255,0.2777497055467618,0.2085166291676501
