Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ
0.0,-9.538,-1.117,-2.501,-9.545,-1.168,-2.414,2.87,1.05,0.77
,-9.536,-1.125,-2.443,-9.56,-1.161,-2.431,2.73,0.98,0.77
,-9.55,-1.149,-2.426,-9.519,-1.139,-2.436,2.66,1.12,0.7
,-9.514,-1.149,-2.398,-9.545,-1.168,-2.46,2.66,1.26,0.7
75.0,-9.507,-1.125,-2.436,-9.509,-1.149,-2.481,2.59,1.54,0.77
,-9.55,-1.156,-2.431,-9.524,-1.134,-2.534,2.73,1.75,0.77
,-9.536,-1.117,-2.458,-9.555,-1.137,-2.544,2.52,1.89,0.77
,-9.529,-1.098,-2.501,-9.533,-1.141,-2.517,2.52,1.96,0.84
151.0,-9.548,-1.17,-2.517,-9.567,-1.156,-2.498,2.24,2.1,0.7
,-9.524,-1.129,-2.513,-9.526,-1.096,-2.508,2.03,2.03,0.7
,-9.56,-1.177,-2.481,-9.533,-1.146,-2.532,1.96,2.03,0.77
,-9.545,-1.141,-2.484,-9.5,-1.108,-2.503,1.89,1.89,0.7
227.0,-9.555,-1.17,-2.58,-9.55,-1.161,-2.563,1.68,1.82,0.7
,-9.533,-1.094,-2.589,-9.521,-1.158,-2.525,1.82,1.89,0.63
,-9.514,-1.149,-2.508,-9.536,-1.165,-2.527,1.82,2.03,0.7
,-9.531,-1.144,-2.551,-9.517,-1.168,-2.544,1.89,2.03,0.77
302.0,-9.505,-1.137,-2.544,-9.533,-1.11,-2.479,2.24,1.82,0.84
,-9.55,-1.117,-2.534,-9.538,-1.139,-2.539,2.24,1.61,0.63
,-9.538,-1.11,-2.572,-9.481,-1.12,-2.568,2.38,1.68,0.7
,-9.533,-1.151,-2.553,-9.519,-1.137,-2.575,2.38,1.61,0.7
378.0,-9.514,-1.144,-2.546,-9.526,-1.115,-2.558,2.38,1.4,0.77
,-9.548,-1.106,-2.58,-9.531,-1.108,-2.491,2.38,1.47,0.84
,-9.512,-1.139,-2.548,-9.474,-1.125,-2.532,2.17,1.19,0.63
,-9.502,-1.134,-2.558,-9.519,-1.156,-2.52,2.31,0.98,0.56
453.0,-9.557,-1.122,-2.515,-9.531,-1.132,-2.443,2.73,1.26,0.7
,-9.538,-1.129,-2.501,-9.579,-1.134,-2.448,2.73,1.12,0.7
,-9.538,-1.149,-2.493,-9.529,-1.151,-2.474,2.66,1.19,0.63
,-9.517,-1.141,-2.491,-9.548,-1.129,-2.438,2.94,1.19,0.77
529.0,-9.564,-1.173,-2.472,-9.576,-1.125,-2.477,3.15,1.4,0.7
,-9.557,-1.163,-2.508,-9.533,-1.113,-2.472,3.08,1.54,0.7
,-9.538,-1.153,-2.465,-9.478,-1.141,-2.484,3.15,1.61,0.84
,-9.507,-1.177,-2.46,-9.514,-1.127,-2.503,3.29,1.82,0.84
605.0,-9.552,-1.144,-2.556,-9.536,-1.144,-2.501,2.66,1.61,0.7
,-9.509,-1.137,-2.474,-9.55,-1.141,-2.539,2.52,1.75,0.7
,-9.569,-1.144,-2.503,-9.497,-1.125,-2.522,2.24,1.68,0.63
,-9.495,-1.122,-2.532,-9.572,-1.12,-2.541,2.1,1.75,0.56
681.0,-9.562,-1.141,-2.515,-9.519,-1.122,-2.508,2.1,1.54,0.56
,-9.533,-1.18,-2.536,-9.497,-1.146,-2.553,2.31,1.68,0.7
,-9.495,-1.144,-2.505,-9.543,-1.153,-2.529,2.17,1.82,0.7
,-9.543,-1.129,-2.539,-9.521,-1.153,-2.541,2.24,1.61,0.7
757.0,-9.512,-1.17,-2.544,-9.521,-1.173,-2.527,2.38,1.61,0.7
,-9.557,-1.158,-2.493,-9.526,-1.141,-2.532,2.52,1.47,0.63
,-9.531,-1.134,-2.599,-9.574,-1.129,-2.539,2.73,1.54,0.7
,-9.557,-1.173,-2.565,-9.509,-1.165,-2.51,3.01,1.61,0.7
832.0,-9.502,-1.18,-2.525,-9.524,-1.139,-2.536,3.36,1.54,0.84
,-9.509,-1.17,-2.544,-9.524,-1.115,-2.453,3.43,1.4,0.84
,-9.509,-1.149,-2.527,-9.543,-1.134,-2.517,3.36,1.33,0.77
,-9.56,-1.096,-2.556,-9.545,-1.137,-2.489,3.36,1.4,0.77
908.0,-9.557,-1.122,-2.525,-9.507,-1.134,-2.534,3.22,1.61,0.77
,-9.555,-1.139,-2.505,-9.533,-1.137,-2.563,3.15,1.54,0.77
,-9.567,-1.139,-2.529,-9.552,-1.151,-2.527,3.08,1.4,0.7
,-9.519,-1.149,-2.481,-9.514,-1.149,-2.498,3.08,1.47,0.7
984.0,-9.49,-1.158,-2.527,-9.524,-1.165,-2.522,2.66,1.54,0.63
,-9.488,-1.153,-2.496,-9.517,-1.153,-2.489,2.73,1.54,0.63
,-9.531,-1.156,-2.515,-9.531,-1.12,-2.484,2.73,1.61,0.63
,-9.507,-1.156,-2.546,-9.548,-1.134,-2.525,2.66,1.61,0.7
1060.0,-9.526,-1.153,-2.558,-9.567,-1.175,-2.431,2.66,1.54,0.63
,-9.55,-1.161,-2.469,-9.512,-1.151,-2.462,2.59,1.54,0.56
,-9.555,-1.158,-2.477,-9.483,-1.149,-2.467,2.66,1.75,0.56
,-9.526,-1.132,-2.501,-9.541,-1.144,-2.458,2.73,1.96,0.77
1135.0,-9.564,-1.165,-2.453,-9.524,-1.151,-2.56,2.87,1.96,0.63
,-9.519,-1.144,-2.498,-9.56,-1.158,-2.539,2.94,2.1,0.7
,-9.514,-1.175,-2.486,-9.533,-1.149,-2.503,2.94,2.31,0.7
,-9.543,-1.149,-2.505,-9.538,-1.137,-2.501,3.15,2.38,0.7
1211.0,-9.521,-1.177,-2.529,-9.519,-1.163,-2.584,3.08,2.24,0.7
,-9.481,-1.192,-2.565,-9.533,-1.17,-2.529,3.08,2.17,0.7
,-9.555,-1.117,-2.565,-9.529,-1.17,-2.558,3.22,2.17,0.56
,-9.469,-1.149,-2.563,-9.497,-1.175,-2.553,3.36,2.17,0.63
1286.0,-9.497,-1.134,-2.563,-9.517,-1.168,-2.51,3.01,1.96,0.63
,-9.533,-1.156,-2.525,-9.519,-1.175,-2.496,3.08,1.96,0.63
,-9.524,-1.134,-2.539,-9.509,-1.199,-2.52,2.94,1.89,0.49
,-9.526,-1.18,-2.544,-9.521,-1.194,-2.522,2.73,1.75,0.49
1362.0,-9.529,-1.211,-2.522,-9.514,-1.18,-2.505,2.66,2.03,0.63
,-9.495,-1.216,-2.536,-9.531,-1.153,-2.496,2.87,1.96,0.63
,-9.541,-1.18,-2.544,-9.524,-1.149,-2.522,3.01,1.89,0.63
,-9.55,-1.141,-2.517,-9.557,-1.175,-2.532,2.94,1.82,0.7
1438.0,-9.502,-1.175,-2.541,-9.497,-1.156,-2.615,2.87,1.82,0.7
,-9.538,-1.173,-2.568,-9.521,-1.156,-2.613,2.94,1.82,0.7
,-9.521,-1.173,-2.606,-9.505,-1.192,-2.589,2.94,1.89,0.84
,-9.502,-1.177,-2.572,-9.512,-1.213,-2.577,3.08,1.89,0.84
1514.0,-9.531,-1.182,-2.651,-9.509,-1.158,-2.57,2.94,1.47,0.77
