Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ
0.0,-9.258,0.153,-3.419,-9.21,0.306,-3.678,2.31,1.4,0.56
,-9.306,0.144,-3.479,-9.201,0.302,-3.695,2.38,1.47,0.49
,-9.275,0.208,-3.515,-9.225,0.254,-3.668,2.45,1.54,0.49
,-9.263,0.249,-3.666,-9.196,0.292,-3.637,2.73,1.4,0.56
75.0,-9.258,0.232,-3.577,-9.222,0.232,-3.611,3.22,1.33,0.98
,-9.229,0.29,-3.565,-9.229,0.203,-3.539,3.29,1.19,0.84
,-9.249,0.275,-3.47,-9.222,0.172,-3.513,3.01,1.26,0.84
,-9.265,0.249,-3.573,-9.206,0.225,-3.489,2.87,1.47,0.84
150.0,-9.268,0.249,-3.518,-9.222,0.287,-3.683,2.8,1.54,0.77
,-9.292,0.208,-3.52,-9.241,0.321,-3.671,2.52,1.61,0.77
,-9.273,0.27,-3.594,-9.213,0.302,-3.697,2.38,1.61,0.7
,-9.246,0.258,-3.582,-9.189,0.28,-3.68,2.38,1.4,0.77
226.0,-9.194,0.242,-3.671,-9.27,0.227,-3.544,2.52,0.91,0.7
,-9.222,0.235,-3.601,-9.234,0.268,-3.549,2.8,0.91,0.77
,-9.249,0.254,-3.553,-9.244,0.215,-3.537,3.01,1.19,0.84
,-9.263,0.263,-3.58,-9.225,0.187,-3.542,2.94,1.12,0.7
302.0,-9.251,0.235,-3.549,-9.311,0.292,-3.573,3.22,1.4,0.77
,-9.246,0.23,-3.494,-9.273,0.321,-3.585,2.94,1.33,0.7
,-9.249,0.213,-3.508,-9.246,0.34,-3.668,2.87,1.4,0.63
,-9.268,0.258,-3.546,-9.22,0.33,-3.635,3.08,1.47,0.77
378.0,-9.167,0.28,-3.635,-9.208,0.232,-3.465,2.1,1.05,0.21
,-9.215,0.28,-3.647,-9.251,0.244,-3.465,2.1,1.19,0.35
,-9.213,0.246,-3.601,-9.325,0.215,-3.482,1.96,1.12,0.42
,-9.241,0.175,-3.565,-9.325,0.218,-3.455,2.17,1.19,0.35
453.0,-9.225,0.168,-3.515,-9.27,0.325,-3.623,2.1,1.68,0.28
,-9.215,0.172,-3.506,-9.246,0.27,-3.632,2.45,1.82,0.49
,-9.208,0.189,-3.587,-9.203,0.218,-3.618,3.01,1.68,0.63
,-9.225,0.287,-3.599,-9.282,0.223,-3.668,3.29,1.68,0.63
529.0,-9.237,0.261,-3.68,-9.246,0.258,-3.573,3.5,1.54,0.49
,-9.213,0.237,-3.668,-9.227,0.251,-3.587,3.36,1.47,0.49
,-9.282,0.282,-3.632,-9.196,0.244,-3.568,3.29,1.26,0.42
,-9.292,0.302,-3.616,-9.237,0.225,-3.585,3.08,1.19,0.35
604.0,-9.198,0.244,-3.597,-9.282,0.27,-3.532,3.01,1.12,0.21
,-9.232,0.223,-3.623,-9.229,0.292,-3.525,2.94,1.26,0.28
,-9.227,0.203,-3.551,-9.239,0.215,-3.611,2.94,1.12,0.28
,-9.251,0.266,-3.498,-9.258,0.218,-3.601,3.15,1.05,0.14
680.0,-9.258,0.261,-3.611,-9.234,0.201,-3.549,3.29,1.05,0.28
,-9.287,0.268,-3.565,-9.258,0.206,-3.587,3.29,1.19,0.35
,-9.244,0.246,-3.594,-9.22,0.258,-3.604,3.08,1.26,0.35
,-9.17,0.23,-3.565,-9.241,0.23,-3.611,2.73,1.33,0.35
756.0,-9.229,0.211,-3.601,-9.198,0.227,-3.664,2.73,1.05,0.21
,-9.234,0.184,-3.656,-9.203,0.263,-3.632,2.73,1.05,0.21
,-9.201,0.187,-3.666,-9.21,0.194,-3.556,2.66,0.98,0.14
,-9.229,0.179,-3.664,-9.256,0.168,-3.518,2.73,0.77,0.07
832.0,-9.268,0.175,-3.475,-9.229,0.127,-3.53,2.94,0.35,0.21
,-9.316,0.168,-3.415,-9.234,0.163,-3.527,2.94,0.77,0.21
,-9.316,0.227,-3.618,-9.237,0.218,-3.518,2.66,0.84,0.0
