Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ
0.0,-9.438,0.151,-3.015,-9.452,0.168,-2.97,3.22,1.4,0.91
,-9.438,0.158,-3.022,-9.459,0.211,-3.001,3.22,1.33,0.84
,-9.411,0.129,-2.962,-9.445,0.189,-3.032,3.29,1.33,0.98
,-9.438,0.101,-2.991,-9.428,0.232,-3.044,3.36,1.4,0.98
75.0,-9.423,0.201,-3.022,-9.416,0.172,-3.094,2.1,1.68,0.63
,-9.447,0.148,-3.039,-9.435,0.179,-3.151,2.17,1.68,0.49
,-9.507,0.179,-3.056,-9.416,0.156,-3.118,2.38,1.68,0.63
,-9.447,0.158,-3.089,-9.385,0.072,-3.118,2.52,1.68,0.63
151.0,-9.457,0.148,-3.092,-9.392,0.146,-3.104,3.22,1.47,0.77
,-9.402,0.158,-3.137,-9.474,0.16,-3.063,3.22,1.47,0.77
,-9.404,0.163,-3.096,-9.428,0.213,-3.027,3.01,1.26,0.7
,-9.428,0.187,-3.096,-9.426,0.268,-2.97,2.8,1.26,0.7
227.0,-9.452,0.244,-2.974,-9.452,0.077,-3.053,3.01,1.47,0.7
,-9.416,0.196,-2.9,-9.418,0.098,-3.029,2.8,1.54,0.56
,-9.447,0.141,-2.953,-9.397,0.101,-2.984,2.45,1.75,0.49
,-9.442,0.096,-3.022,-9.457,0.148,-3.032,2.31,1.68,0.56
302.0,-9.435,0.165,-3.058,-9.428,0.189,-3.068,1.47,1.82,0.28
,-9.404,0.163,-3.099,-9.433,0.184,-3.142,1.4,1.68,0.28
,-9.454,0.208,-3.132,-9.421,0.184,-3.053,1.54,1.75,0.28
,-9.387,0.182,-3.144,-9.395,0.124,-3.044,1.82,1.75,0.35
378.0,-9.411,0.122,-3.058,-9.433,0.148,-3.075,1.89,1.68,0.35
,-9.438,0.117,-3.058,-9.447,0.144,-3.072,2.17,1.82,0.28
,-9.471,0.184,-3.056,-9.351,0.045,-3.094,1.89,1.75,0.21
,-9.459,0.122,-3.044,-9.392,0.067,-3.084,1.68,1.68,0.14
453.0,-9.43,0.148,-3.116,-9.442,0.168,-3.068,3.22,1.68,0.63
,-9.445,0.237,-3.123,-9.44,0.191,-3.058,3.08,1.75,0.63
,-9.433,0.175,-3.07,-9.464,0.172,-3.094,2.52,1.75,0.63
,-9.445,0.172,-3.084,-9.373,0.187,-3.123,2.31,1.54,0.49
529.0,-9.397,0.136,-3.144,-9.462,0.101,-3.087,2.66,1.47,0.56
,-9.409,0.189,-3.072,-9.411,0.069,-3.051,2.8,1.47,0.49
,-9.445,0.127,-3.099,-9.493,0.112,-3.072,2.45,1.33,0.42
,-9.44,0.179,-3.075,-9.414,0.151,-3.065,2.24,1.33,0.42
605.0,-9.43,0.194,-3.061,-9.423,0.069,-3.092,2.59,1.47,0.49
,-9.423,0.148,-3.061,-9.421,0.105,-3.056,2.24,1.26,0.49
,-9.402,0.041,-3.046,-9.442,0.132,-3.017,2.1,1.33,0.42
,-9.411,0.038,-3.032,-9.442,0.16,-3.025,2.24,1.47,0.49
681.0,-9.442,0.117,-3.056,-9.428,0.141,-3.156,1.68,1.47,0.56
,-9.454,0.127,-3.072,-9.416,0.163,-3.142,1.89,1.54,0.56
,-9.409,0.117,-3.075,-9.421,0.136,-3.185,2.1,1.4,0.56
,-9.418,0.124,-3.118,-9.378,0.158,-3.123,2.52,1.61,0.63
757.0,-9.43,0.182,-3.178,-9.356,0.153,-3.034,3.15,1.05,0.63
,-9.435,0.151,-3.144,-9.407,0.072,-2.984,3.43,0.98,0.77
,-9.421,0.165,-3.08,-9.435,0.105,-3.01,3.71,0.91,0.77
,-9.416,0.158,-3.07,-9.476,0.156,-2.998,3.78,0.91,0.77
832.0,-9.469,0.136,-2.972,-9.442,0.144,-3.089,3.29,0.98,0.63
,-9.428,0.139,-2.938,-9.418,0.16,-3.137,2.73,1.4,0.63
,-9.454,0.172,-2.974,-9.435,0.189,-3.156,2.17,1.33,0.49
,-9.459,0.139,-3.025,-9.433,0.124,-3.166,2.1,1.33,0.49
908.0,-9.421,0.148,-3.12,-9.416,0.127,-2.979,2.8,1.33,0.56
,-9.378,0.079,-3.089,-9.466,0.12,-2.989,2.94,1.33,0.63
,-9.392,0.077,-3.056,-9.438,0.146,-3.008,3.01,1.26,0.49
,-9.459,0.139,-3.037,-9.514,0.141,-3.001,2.8,1.33,0.49
984.0,-9.442,0.089,-3.01,-9.395,0.151,-3.049,2.38,1.54,0.56
,-9.39,0.074,-3.041,-9.414,0.072,-3.108,2.45,1.54,0.56
,-9.442,0.17,-3.025,-9.402,0.069,-3.053,2.45,1.47,0.49
,-9.418,0.144,-3.051,-9.407,0.108,-3.096,2.17,1.61,0.49
1060.0,-9.385,0.139,-3.065,-9.39,0.129,-3.017,2.94,1.47,0.77
,-9.469,0.127,-3.075,-9.43,0.117,-3.044,2.94,1.33,0.84
,-9.404,0.153,-3.039,-9.452,0.194,-3.065,2.8,1.26,0.63
,-9.407,0.144,-3.063,-9.421,0.103,-3.029,2.87,1.47,0.63
1135.0,-9.445,0.148,-3.049,-9.416,0.062,-3.166,2.87,1.54,0.63
,-9.433,0.158,-3.118,-9.423,0.06,-3.159,2.8,1.33,0.7
,-9.445,0.136,-3.137,-9.409,0.096,-3.135,2.52,1.33,0.56
,-9.445,0.065,-3.178,-9.423,0.16,-3.19,2.24,1.4,0.56
