Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ
0.0,-9.304,-0.945,-3.367,-9.294,-0.857,-3.396,2.38,1.54,0.84
,-9.351,-0.888,-3.398,-9.304,-0.914,-3.367,2.52,1.54,0.91
,-9.261,-0.84,-3.374,-9.284,-0.89,-3.376,2.38,1.47,0.84
,-9.28,-0.821,-3.419,-9.325,-0.878,-3.434,2.17,1.54,0.77
76.0,-9.27,-0.83,-3.384,-9.282,-0.873,-3.443,2.59,1.4,0.63
,-9.282,-0.893,-3.429,-9.299,-0.864,-3.384,2.24,1.33,0.56
,-9.268,-0.916,-3.396,-9.294,-0.828,-3.4,2.31,1.54,0.7
,-9.241,-0.962,-3.398,-9.282,-0.909,-3.386,2.66,1.61,0.84
152.0,-9.332,-0.94,-3.417,-9.32,-0.876,-3.372,2.17,1.47,0.56
,-9.323,-0.976,-3.429,-9.292,-0.847,-3.374,2.38,1.47,0.56
,-9.227,-0.909,-3.427,-9.268,-0.849,-3.384,2.66,1.54,0.63
,-9.258,-0.888,-3.393,-9.265,-0.861,-3.372,2.87,1.54,0.7
228.0,-9.282,-0.838,-3.384,-9.292,-0.895,-3.369,2.45,1.4,0.35
,-9.294,-0.89,-3.403,-9.263,-0.96,-3.324,2.45,1.47,0.35
,-9.308,-0.916,-3.369,-9.246,-0.988,-3.329,2.38,1.26,0.28
,-9.232,-0.883,-3.384,-9.33,-0.976,-3.276,2.31,1.33,0.21
304.0,-9.34,-0.883,-3.34,-9.268,-0.888,-3.484,2.52,1.82,0.49
,-9.361,-0.818,-3.352,-9.301,-0.838,-3.458,2.38,1.96,0.42
,-9.299,-0.794,-3.458,-9.325,-0.84,-3.412,1.61,2.03,0.21
,-9.237,-0.885,-3.355,-9.268,-0.897,-3.455,1.61,2.1,0.35
380.0,-9.28,-0.866,-3.479,-9.299,-0.914,-3.388,3.01,1.68,0.21
,-9.263,-0.866,-3.446,-9.337,-0.897,-3.379,3.43,1.68,0.21
,-9.261,-0.869,-3.458,-9.323,-0.842,-3.41,3.57,1.54,0.14
