Timestamp,MagnX,MagnY,MagnZ
,-82.902,-83.991,-174.005
,-83.005,-79.213,-174.7
,-80.84,-76.984,-178.665
,-76.708,-73.729,-179.798
8048.0,-75.946,-67.003,-182.395
,-71.104,-65.995,-183.931
,-70.882,-60.467,-183.794
,-72.859,-57.254,-186.856
,-67.943,-57.83,-186.991
,-63.884,-52.431,-187.183
,-57.86,-47.887,-186.558
,-57.906,-47.337,-185.619
8124.0,-54.106,-47.956,-183.231
,-53.022,-43.12,-184.343
,-50.58,-41.112,-181.2
,-50.217,-39.594,-181.915
,-48.79,-34.765,-178.965
,-49.624,-33.306,-179.542
,-47.352,-36.614,-180.004
,-45.629,-35.561,-178.287
8200.0,-47.96,-34.906,-178.856
,-47.848,-35.721,-179.001
,-43.176,-32.231,-175.189
,-45.26,-28.962,-175.297
,-45.244,-27.079,-172.86
,-42.957,-25.584,-170.508
,-41.665,-24.185,-168.166
,-43.723,-22.23,-167.105
8276.0,-42.942,-24.742,-166.574
,-41.307,-22.868,-164.01
,-40.97,-19.475,-163.55
,-38.658,-20.616,-159.703
,-38.772,-17.921,-157.682
,-35.671,-18.65,-152.645
,-37.566,-18.34,-153.699
,-37.089,-15.478,-151.373
8352.0,-37.972,-16.109,-150.357
,-36.031,-13.209,-146.351
,-34.503,-15.039,-144.723
,-33.206,-18.159,-143.463
,-32.874,-14.207,-140.802
,-32.796,-16.07,-140.432
,-30.553,-16.666,-136.347
,-28.915,-16.392,-134.487
8427.0,-28.533,-19.109,-134.691
,-27.9,-19.212,-134.293
,-26.956,-18.568,-133.484
,-26.647,-18.862,-131.575
,-24.436,-18.144,-128.799
,-23.655,-20.935,-129.439
,-20.573,-21.188,-128.804
,-20.076,-21.52,-127.465
8503.0,-18.784,-24.641,-126.344
,-23.185,-24.674,-125.479
,-19.157,-27.683,-120.573
,-21.345,-29.638,-116.138
,-19.613,-29.344,-111.471
,-20.768,-30.434,-108.573
,-20.753,-34.873,-103.192
,-21.022,-41.451,-103.234
8579.0,-23.888,-45.192,-102.476
,-20.76,-47.035,-101.282
,-20.18,-48.19,-100.93
,-20.082,-48.729,-100.325
,-20.878,-52.542,-98.332
,-23.515,-52.352,-98.001
,-24.987,-55.791,-96.498
,-28.423,-57.335,-97.309
8655.0,-28.578,-58.049,-93.089
,-32.86,-60.776,-94.104
,-36.18,-63.895,-92.252
,-39.019,-64.99,-91.445
,-42.059,-69.248,-92.04
,-45.204,-70.328,-94.173
,-45.382,-71.047,-90.654
,-49.486,-74.095,-93.69
8731.0,-54.394,-78.317,-95.667
,-54.361,-78.31,-94.685
,-54.659,-80.654,-95.519
,-60.38,-82.372,-99.01
,-65.701,-77.763,-99.699
,-69.398,-77.683,-101.342
,-70.618,-82.267,-103.128
,-75.745,-81.176,-106.966
8807.0,-78.554,-79.904,-107.142
,-78.865,-80.651,-107.553
,-82.092,-79.869,-110.196
,-83.34,-78.898,-113.1
,-84.337,-80.873,-115.126
,-86.361,-78.151,-115.751
,-87.957,-78.696,-117.519
,-84.341,-80.874,-115.266
8883.0,-84.481,-79.785,-114.791
,-88.078,-77.882,-117.654
,-86.041,-82.202,-117.452
,-87.262,-82.546,-119.187
,-89.392,-82.206,-121.076
,-88.336,-82.658,-121.583
,-89.779,-79.77,-122.183
,-87.898,-84.603,-122.772
8959.0,-90.043,-84.826,-127.423
,-94.726,-80.879,-129.917
,-92.965,-84.137,-133.31
,-93.16,-86.259,-136.068
,-94.408,-85.288,-138.971
,-92.475,-85.39,-141.806
,-93.99,-84.877,-142.686
,-91.733,-83.949,-143.518
9035.0,-94.27,-87.017,-147.97
,-90.454,-90.071,-149.378
,-90.572,-90.096,-152.887
,-91.193,-87.07,-152.486
,-90.571,-89.055,-154.384
,-88.623,-87.833,-157.125
,-88.375,-87.658,-160.88
,-87.288,-88.943,-163.919
9111.0,-87.126,-91.147,-168.376
,-81.611,-88.354,-166.376
,-84.19,-86.631,-169.698
,-84.357,-85.547,-170.066
,-84.482,-87.934,-171.89
,-81.35,-89.776,-170.555
,-80.742,-86.965,-170.481
,-81.17,-88.497,-171.731
9187.0,-78.088,-88.47,-169.925
,-79.569,-87.19,-172.492
,-79.618,-88.801,-174.74
,-77.487,-88.1,-174.349
,-75.208,-88.766,-175.324
,-77.021,-86.358,-176.987
,-74.139,-84.214,-178.029
,-76.717,-86.452,-180.23
9263.0,-74.587,-87.071,-179.513
,-73.256,-83.583,-179.044
,-71.329,-84.445,-179.35
,-74.13,-80.532,-180.039
,-72.531,-86.106,-180.197
,-74.875,-83.853,-180.343
,-77.248,-82.926,-181.004
,-77.92,-79.352,-179.805
9338.0,-77.573,-79.436,-181.785
,-74.954,-78.029,-181.833
,-75.709,-73.432,-184.658
,-74.232,-73.672,-183.729
,-72.966,-74.438,-185.275
,-72.475,-71.852,-183.699
,-70.867,-72.424,-186.194
,-68.283,-73.664,-186.571
9414.0,-65.018,-74.238,-187.816
,-61.7,-72.92,-185.502
,-60.593,-72.88,-188.306
,-58.328,-74.59,-188.204
,-58.86,-75.584,-190.199
,-54.51,-75.764,-187.597
,-52.198,-80.663,-187.64
,-50.11,-80.732,-185.843
9490.0,-48.873,-82.264,-185.562
,-46.633,-85.02,-184.664
,-44.935,-85.572,-184.493
,-43.108,-88.257,-183.579
,-43.647,-87.654,-185.011
,-43.542,-86.311,-182.25
,-39.942,-89.052,-182.76
,-37.214,-92.142,-180.803
9566.0,-37.777,-92.025,-179.096
,-37.026,-91.622,-179.03
,-33.671,-92.176,-177.608
,-32.761,-92.02,-173.942
,-33.629,-92.447,-177.516
,-30.763,-93.428,-174.485
,-32.166,-93.451,-174.34
,-30.394,-94.548,-174.266
9642.0,-32.255,-92.91,-174.664
,-30.023,-94.348,-174.373
,-29.636,-92.544,-173.215
,-27.747,-94.175,-171.974
,-27.728,-94.171,-171.413
,-29.045,-92.096,-171.737
,-25.002,-97.821,-171.798
,-21.724,-100.193,-168.455
9718.0,-23.131,-94.657,-168.726
,-19.669,-95.748,-166.42
,-19.493,-93.91,-165.394
,-20.464,-93.24,-167.371
,-20.906,-93.936,-165.529
,-15.869,-96.087,-162.86
,-16.105,-92.858,-162.146
,-16.551,-93.074,-164.284
9794.0,-12.143,-91.641,-159.153
,-10.636,-95.075,-158.931
,-15.372,-87.939,-161.419
,-14.343,-90.756,-160.804
,-13.295,-89.05,-158.406
,-10.449,-91.355,-155.609
,-9.251,-90.456,-152.234
,-7.678,-93.876,-150.047
9870.0,-8.474,-92.409,-149.501
,-8.148,-90.058,-147.825
,-6.559,-92.435,-146.715
,-5.809,-92.793,-143.979
,-7.679,-91.158,-144.658
,-5.476,-89.121,-142.49
,-5.571,-90.662,-139.958
,-6.6,-91.805,-139.453
9946.0,-6.483,-92.34,-138.287
,-6.614,-92.289,-136.034
,-5.661,-92.403,-132.276
,-7.086,-95.072,-132.038
,-6.834,-96.698,-131.487
,-8.945,-96.354,-132.814
,-11.245,-97.012,-132.074
,-12.222,-98.424,-131.196
10022.0,-11.842,-98.982,-128.354
,-14.529,-97.203,-128.722
,-15.334,-100.738,-125.838
,-14.504,-97.119,-121.838
,-19.153,-96.846,-121.057
,-19.985,-98.507,-117.0
,-20.686,-92.219,-111.255
,-20.629,-91.928,-108.4
10098.0,-22.209,-94.83,-107.782
,-23.559,-89.282,-106.369
,-24.882,-89.848,-106.18
,-26.961,-90.539,-105.027
,-29.02,-90.184,-104.81
,-30.118,-89.462,-104.394
,-30.502,-89.105,-102.366
,-34.845,-88.365,-102.486
10174.0,-35.665,-91.903,-100.024
,-37.75,-88.634,-100.131
,-37.721,-88.628,-99.289
,-41.968,-88.987,-101.147
,-43.726,-87.888,-100.8
,-44.096,-87.808,-99.522
,-45.044,-87.893,-98.129
,-50.484,-85.67,-100.502
10250.0,-49.45,-87.927,-97.404
,-52.966,-84.967,-99.379
,-52.737,-86.598,-99.53
,-51.592,-86.27,-100.04
,-51.522,-86.255,-97.935
,-55.037,-87.536,-99.961
,-55.051,-87.539,-100.382
,-58.23,-89.946,-103.171
10326.0,-59.027,-89.519,-101.127
,-60.109,-87.753,-101.788
,-64.376,-85.196,-103.829
,-66.217,-86.474,-104.044
,-66.181,-88.347,-104.936
,-68.107,-89.643,-107.677
,-68.594,-89.308,-108.736
,-69.236,-96.927,-112.185
10402.0,-70.858,-95.318,-111.608
,-74.415,-91.807,-112.504
,-75.617,-92.147,-113.678
,-77.886,-90.438,-113.92
,-81.616,-90.645,-117.717
,-80.555,-89.495,-117.24
,-84.034,-87.848,-117.766
,-82.391,-86.532,-117.263
10478.0,-85.948,-86.501,-120.879
,-87.6,-83.019,-119.269
,-91.877,-85.544,-125.155
,-90.862,-83.363,-127.579
,-92.196,-84.492,-130.013
,-92.827,-81.748,-131.065
,-92.2,-83.732,-132.822
,-91.316,-86.3,-135.386
10554.0,-92.861,-86.354,-139.451
,-91.447,-89.528,-140.864
,-89.336,-90.151,-140.708
,-89.089,-91.017,-142.966
,-89.785,-92.247,-144.862
,-87.595,-92.653,-147.332
,-87.241,-95.656,-149.549
,-86.397,-95.793,-149.018
10629.0,-85.856,-94.596,-151.753
,-85.111,-95.034,-155.341
,-83.63,-95.352,-160.454
,-81.198,-97.665,-163.824
,-81.833,-99.241,-171.248
,-75.891,-92.555,-169.963
,-75.672,-92.667,-175.732
,-73.931,-88.209,-176.916
10705.0,-69.566,-90.825,-178.11
,-66.853,-89.477,-181.534
,-65.549,-88.914,-182.284
,-61.536,-87.765,-183.929
,-58.433,-85.374,-183.386
,-57.978,-85.995,-184.481
,-51.875,-86.234,-183.863
,-51.674,-83.351,-183.634
10781.0,-50.828,-85.368,-184.978
,-51.052,-84.296,-187.029
,-50.126,-82.335,-187.109
,-46.545,-81.6,-185.46
,-44.051,-79.101,-184.613
,-43.391,-75.517,-185.665
,-42.483,-77.801,-186.356
,-42.558,-73.297,-187.38
10857.0,-39.352,-76.243,-188.484
,-36.249,-70.372,-185.221
,-33.451,-68.726,-184.948
,-32.932,-65.373,-185.198
,-27.588,-65.457,-182.586
,-26.205,-62.238,-181.744
,-20.778,-64.184,-178.62
,-20.99,-60.95,-177.205
10933.0,-20.995,-60.951,-177.345
,-15.01,-62.457,-173.727
,-14.438,-59.093,-172.433
,-14.264,-58.576,-171.081
,-13.836,-57.603,-172.173
,-12.402,-58.893,-171.01
,-10.463,-57.873,-169.02
,-7.341,-60.758,-166.468
11009.0,-6.193,-53.75,-162.57
,-6.089,-57.488,-163.373
,-6.042,-53.238,-161.919
,-3.703,-55.212,-160.743
,-4.01,-52.479,-158.293
,-4.055,-55.128,-158.903
,-2.845,-51.867,-157.071
,-3.497,-51.488,-156.86
11085.0,-2.525,-50.838,-155.209
,-2.832,-52.905,-155.153
,-3.139,-50.731,-155.046
,-0.642,-49.551,-153.732
,-2.024,-51.45,-154.9
,-1.939,-51.712,-153.545
,-5.855,-45.479,-153.536
,-3.829,-41.801,-149.673
11161.0,-3.418,-43.472,-150.533
,-7.473,-40.669,-151.27
,-3.075,-38.958,-145.249
,-4.256,-38.734,-143.519
,-4.447,-37.856,-139.577
,-5.2,-40.06,-135.477
,-4.56,-39.043,-130.254
,-6.193,-39.797,-128.134
11237.0,-6.132,-39.504,-125.138
,-6.132,-39.504,-125.138
,-9.422,-36.296,-125.389
,-7.394,-40.818,-120.456
,-5.12,-42.246,-118.902
,-6.219,-39.365,-115.44
,-7.914,-40.132,-115.144
,-10.012,-41.106,-115.723
11313.0,-9.242,-45.42,-111.307
,-11.059,-42.934,-106.928
,-12.782,-48.708,-104.856
,-18.08,-49.654,-104.568
,-17.624,-53.397,-101.029
,-21.466,-53.749,-97.0
,-22.483,-57.809,-96.592
,-27.332,-55.619,-93.648
11389.0,-26.296,-61.076,-92.099
,-31.065,-58.948,-92.951
,-34.11,-58.966,-93.635
,-35.611,-58.171,-92.923
,-36.998,-61.112,-92.734
,-41.051,-60.669,-91.507
,-44.803,-64.281,-92.543
,-45.812,-64.1,-91.803
11465.0,-45.87,-66.472,-91.662
,-50.233,-61.496,-92.293
,-51.559,-63.663,-92.949
,-53.503,-65.444,-92.41
,-58.426,-66.749,-94.431
,-58.872,-67.446,-92.729
,-63.142,-67.049,-97.957
,-64.98,-66.447,-96.156
11541.0,-67.85,-64.908,-96.985
,-67.277,-68.984,-97.291
,-67.699,-68.916,-97.557
,-74.773,-62.446,-100.428
,-74.471,-64.9,-101.846
,-78.297,-62.688,-104.232
,-80.886,-62.008,-106.337
,-81.706,-65.065,-107.715
11617.0,-82.828,-65.948,-108.845
,-87.215,-65.776,-112.57
,-90.279,-69.558,-117.706
,-92.049,-70.621,-120.827
,-92.379,-71.372,-121.799
,-92.337,-71.923,-122.878
,-95.302,-71.724,-126.187
,-97.266,-69.828,-128.501
11693.0,-95.105,-71.001,-129.144
,-96.689,-69.384,-127.445
,-99.327,-70.034,-130.627
,-95.953,-69.544,-130.142
,-97.579,-67.175,-132.375
,-98.19,-68.187,-136.756
,-97.757,-66.933,-136.536
,-97.755,-64.572,-138.361
11769.0,-97.768,-63.534,-140.28
,-100.551,-63.376,-144.298
,-97.157,-66.081,-144.8
,-97.889,-66.279,-149.317
,-100.264,-61.672,-152.269
,-99.376,-61.04,-153.144
,-98.977,-60.073,-155.078
,-97.444,-61.421,-157.15
11844.0,-98.057,-59.233,-159.982
,-93.161,-61.413,-161.523
,-93.307,-61.444,-165.873
,-94.623,-54.848,-164.976
,-92.836,-58.661,-169.869
,-90.105,-58.349,-171.234
,-87.203,-59.681,-174.433
,-85.356,-61.12,-179.467
11920.0,-80.537,-59.837,-180.534
,-78.581,-64.453,-183.888
,-79.344,-57.978,-184.978
,-74.361,-62.78,-183.199
,-74.235,-62.832,-185.593
,-70.634,-65.293,-184.932
,-71.457,-67.031,-186.776
,-69.298,-66.604,-186.715
11996.0,-62.755,-72.468,-184.995
,-66.969,-73.1,-187.041
,-67.279,-73.847,-187.452
,-63.707,-76.314,-187.633
,-63.309,-77.428,-186.571
,-60.367,-82.152,-185.185
,-59.046,-83.946,-183.549
,-59.802,-84.63,-184.927
12072.0,-59.525,-88.41,-186.721
,-56.504,-85.677,-181.35
,-57.191,-86.905,-182.965
,-56.502,-87.556,-183.225
,-55.162,-89.906,-183.37
,-55.437,-88.006,-183.452
,-54.5,-88.963,-183.628
,-52.851,-87.366,-181.814
12148.0,-50.602,-89.359,-183.304
,-48.675,-91.263,-182.112
,-48.194,-88.678,-180.816
,-48.236,-88.687,-182.079
,-46.249,-91.138,-181.405
,-44.58,-91.696,-182.076
,-42.622,-95.193,-180.747
,-42.689,-92.007,-181.163
12224.0,-40.317,-93.974,-179.004
,-40.165,-92.421,-179.851
,-38.212,-90.638,-180.109
,-35.939,-88.867,-177.007
,-38.207,-90.637,-179.969
,-38.033,-90.4,-179.788
,-35.343,-88.698,-176.56
,-34.918,-90.646,-178.17
12300.0,-36.11,-90.984,-179.063
,-33.787,-91.082,-176.432
,-33.737,-91.63,-177.231
,-34.498,-93.076,-176.08
,-32.5,-93.924,-174.281
,-33.927,-94.232,-176.008
,-29.573,-90.931,-170.546
,-28.41,-95.119,-171.717
12376.0,-29.463,-93.347,-171.536
,-27.782,-95.984,-168.79
,-25.206,-96.667,-167.106
,-24.71,-97.279,-166.938
,-26.034,-98.886,-165.251
,-23.749,-98.712,-162.572
,-22.702,-103.126,-162.24
,-23.047,-101.441,-159.415
12452.0,-21.399,-100.325,-153.761
,-21.354,-107.196,-151.755
,-22.893,-107.45,-150.669
,-22.705,-107.41,-145.055
,-22.158,-105.372,-144.137
,-23.95,-105.04,-142.104
,-22.146,-108.211,-138.052
,-25.141,-105.299,-136.814
12528.0,-22.472,-106.723,-129.655
,-22.643,-104.8,-126.649
,-23.422,-100.61,-120.154
,-28.95,-98.047,-117.84
,-27.177,-98.304,-114.253
,-32.026,-100.913,-113.701
,-31.932,-97.134,-107.004
,-36.347,-92.93,-106.51
12604.0,-36.048,-94.545,-104.555
,-36.259,-94.231,-103.517
,-41.895,-90.37,-104.757
,-39.196,-89.987,-100.922
,-40.673,-89.187,-99.509
,-43.961,-88.619,-98.965
,-46.052,-86.671,-98.887
,-49.332,-87.421,-97.736
12680.0,-53.748,-84.537,-96.915
,-58.504,-78.166,-97.295
,-60.652,-77.271,-97.403
,-63.633,-74.636,-96.916
,-65.931,-74.253,-97.674
,-68.469,-73.562,-98.235
,-73.483,-71.687,-101.374
,-75.147,-70.366,-103.231
12755.0,-76.606,-69.842,-102.428
,-79.547,-64.078,-105.311
,-83.759,-63.389,-107.684
,-80.545,-63.134,-106.96
,-80.749,-61.218,-104.936
,-80.96,-61.184,-105.069
,-81.989,-61.846,-108.404
,-86.734,-58.952,-111.224
12831.0,-89.096,-55.942,-114.599
,-90.677,-55.444,-117.444
,-94.729,-52.92,-119.213
,-93.896,-50.979,-122.099
,-93.602,-51.836,-122.953
,-95.079,-50.835,-126.551
,-95.797,-50.749,-129.475
,-94.498,-55.748,-130.09
12907.0,-96.408,-51.201,-131.514
,-97.029,-52.695,-132.335
,-97.519,-49.721,-134.188
,-97.218,-49.536,-136.4
,-97.105,-49.031,-136.872
,-97.624,-51.343,-138.119
,-97.183,-56.208,-139.686
,-97.254,-56.222,-141.791
12983.0,-99.435,-55.614,-144.051
,-98.894,-53.577,-143.273
,-99.085,-56.738,-144.393
,-99.841,-57.142,-144.6
,-98.325,-57.173,-147.559
,-98.819,-58.16,-148.432
,-99.46,-56.459,-148.266
,-100.021,-58.5,-149.606
13059.0,-98.806,-62.957,-150.404
,-98.266,-62.52,-150.47
,-99.72,-58.035,-150.647
,-100.289,-63.557,-154.986
,-46.54,-70.731,-122.833
,-96.897,-62.582,-157.78
,-98.598,-60.71,-158.418
,-96.464,-61.329,-157.561
13135.0,-96.729,-58.665,-160.031
,-94.792,-59.526,-160.056
,-96.135,-60.376,-161.6
,-95.231,-61.62,-163.929
,-94.14,-59.144,-162.937
,-96.254,-57.482,-164.731
,-93.423,-60.069,-163.526
,-93.168,-58.014,-165.126
13211.0,-89.173,-60.068,-168.881
,-86.024,-59.066,-172.79
,-87.004,-57.637,-177.717
,-83.886,-59.482,-176.803
,-82.151,-56.347,-177.801
,-82.562,-58.435,-180.832
,-79.916,-58.343,-179.712
,-77.955,-58.438,-181.705
13287.0,-75.707,-62.031,-184.039
,-74.411,-61.191,-183.899
,-71.489,-57.718,-184.144
,-68.089,-62.582,-187.552
,-63.734,-61.719,-186.307
,-62.774,-58.991,-188.073
,-59.391,-63.019,-188.529
,-55.312,-61.856,-188.21
13363.0,-54.468,-62.274,-188.85
,-53.465,-62.456,-189.731
,-51.029,-57.809,-187.521
,-50.574,-57.11,-188.943
,-49.061,-55.744,-186.187
,-48.755,-58.757,-189.807
,-48.127,-58.861,-189.55
,-45.755,-56.588,-187.34
13439.0,-45.016,-54.868,-188.021
,-47.126,-52.924,-188.504
,-43.345,-53.546,-186.677
,-42.699,-50.726,-185.48
,-40.459,-49.242,-184.531
,-39.767,-46.692,-183.103
,-37.361,-47.892,-182.631
,-33.271,-49.367,-181.237
13515.0,-34.344,-47.879,-182.789
,-29.436,-47.617,-179.691
,-27.55,-47.649,-177.747
,-23.058,-46.277,-176.272
,-23.832,-45.365,-177.367
,-20.876,-45.565,-174.338
,-18.16,-42.538,-170.736
,-16.475,-45.734,-170.192
13591.0,-16.777,-43.559,-169.944
,-15.225,-44.064,-167.941
,-14.564,-44.72,-169.044
,-11.202,-43.114,-164.295
,-9.78,-47.326,-163.93
,-10.098,-41.675,-161.384
,-9.192,-45.279,-161.749
,-6.469,-48.37,-159.932
13666.0,-4.035,-45.805,-154.727
,-6.156,-45.463,-156.335
,-5.791,-42.064,-155.034
,-4.012,-46.08,-155.196
,-6.756,-40.833,-154.528
,-4.205,-42.562,-152.048
,-4.219,-42.565,-152.469
,-2.804,-43.859,-151.867
13742.0,-4.703,-43.27,-151.89
,-3.357,-44.019,-151.05
,-2.804,-44.899,-150.369
,-4.654,-41.659,-149.642
,-6.398,-40.557,-148.874
,-5.857,-35.04,-145.377
,-10.054,-32.748,-146.484
,-9.061,-30.214,-142.257
13818.0,-13.225,-27.915,-142.382
,-16.937,-23.598,-144.396
,-18.33,-23.34,-142.799
,-25.797,-21.035,-145.144
,-25.239,-21.635,-143.151
,-28.504,-17.101,-143.026
,-32.514,-15.889,-143.205
,-32.087,-15.397,-140.457
13894.0,-34.825,-14.11,-138.529
,-36.03,-13.891,-137.5
,-39.092,-12.794,-134.061
,-40.069,-13.646,-130.841
,-41.542,-14.166,-128.961
,-43.646,-15.901,-127.011
,-48.125,-15.111,-125.019
,-47.631,-18.085,-123.026
13970.0,-49.045,-15.951,-120.115
,-53.696,-17.558,-121.35
,-52.946,-17.916,-118.615
,-55.958,-22.728,-120.709
,-58.723,-19.846,-118.778
,-61.15,-20.732,-116.816
,-60.555,-21.883,-116.043
,-60.47,-21.866,-113.517
14046.0,-62.358,-23.154,-115.134
,-63.532,-24.528,-113.968
,-62.928,-26.718,-111.417
,-66.025,-26.468,-112.473
,-66.98,-29.475,-111.738
,-68.67,-30.521,-112.473
,-71.27,-30.604,-112.19
,-72.051,-28.853,-110.052
14122.0,-74.577,-34.559,-113.43
,-74.961,-34.483,-112.572
,-78.126,-32.087,-112.547
,-77.428,-33.777,-111.029
,-75.827,-36.71,-111.84
,-78.938,-37.504,-111.819
,-80.704,-38.565,-114.8
,-76.748,-38.39,-110.449
14198.0,-79.148,-40.389,-112.33
,-82.38,-40.369,-112.444
,-80.864,-39.56,-111.891
,-82.294,-38.27,-112.914
,-81.228,-41.639,-113.518
,-81.796,-42.842,-111.625
,-82.118,-45.192,-113.161
,-79.283,-44.579,-110.268
14274.0,-84.319,-45.348,-113.314
,-82.83,-49.267,-109.813
,-84.283,-47.701,-110.367
,-86.789,-52.083,-113.51
,-89.733,-54.8,-116.636
,-91.574,-55.317,-119.519
,-91.279,-56.174,-120.373
,-91.68,-53.46,-120.731
14350.0,-89.569,-53.804,-119.404
,-93.314,-54.774,-120.953
,-89.409,-58.089,-120.866
,-92.47,-55.471,-122.764
,-93.136,-54.815,-121.802
,-93.232,-57.476,-123.956
,-95.766,-52.824,-125.497
,-96.097,-54.895,-126.143
14426.0,-96.095,-57.054,-129.189
,-97.59,-55.497,-131.006
,-96.448,-58.09,-132.034
,-97.647,-55.789,-133.861
,-95.298,-57.761,-132.404
,-97.751,-56.851,-135.45
,-96.878,-60.462,-136.797
,-98.625,-57.28,-139.165
14502.0,-100.375,-61.538,-143.273
,-100.072,-58.712,-146.138
,-98.138,-57.973,-145.459
,-99.704,-59.911,-152.101
,-98.05,-57.832,-153.986
,-98.878,-55.051,-154.749
,-94.672,-61.381,-158.423
,-95.331,-55.163,-157.597
14578.0,-95.8,-58.864,-163.156
,-94.219,-62.361,-166.871
,-92.744,-61.282,-166.409
,-92.096,-60.621,-168.259
,-91.492,-61.01,-169.874
,-87.35,-61.714,-169.606
,-91.643,-61.601,-176.707
,-90.34,-62.359,-177.13
14654.0,-90.363,-62.364,-177.832
,-88.501,-62.401,-176.589
,-84.536,-62.784,-174.3
,-86.207,-62.785,-175.972
,-84.806,-64.362,-176.961
,-81.34,-66.012,-176.856
,-83.425,-63.303,-179.306
,-81.208,-69.263,-180.658
14730.0,-79.802,-66.598,-181.457
,-76.93,-65.776,-182.452
,-73.691,-67.955,-185.243
,-72.712,-69.183,-185.327
,-70.495,-66.663,-186.577
,-65.883,-70.905,-187.36
,-63.763,-67.286,-186.873
,-61.018,-66.692,-186.646
14806.0,-59.963,-67.423,-188.325
,-58.378,-64.24,-187.631
,-56.949,-61.291,-186.557
,-58.322,-59.227,-188.565
,-53.262,-61.933,-187.536
,-53.885,-56.267,-187.93
,-50.255,-53.442,-187.874
,-47.252,-52.872,-186.111
14882.0,-46.653,-54.582,-187.539
,-44.046,-55.818,-187.215
,-42.68,-55.522,-187.312
,-40.894,-56.336,-185.646
,-39.183,-53.966,-184.676
,-40.536,-54.818,-186.501
,-36.107,-55.54,-183.855
,-33.109,-59.772,-184.625
14958.0,-33.379,-58.15,-185.737
,-28.102,-59.008,-182.42
,-24.393,-62.006,-180.874
,-23.53,-61.86,-178.611
,-21.11,-63.336,-178.888
,-21.983,-62.925,-179.09
,-23.286,-62.167,-178.667
,-20.943,-64.42,-178.521
15034.0,-23.144,-65.897,-178.347
,-21.751,-65.875,-178.773
,-19.7,-65.672,-176.929
,-21.373,-67.273,-179.444
,-15.801,-65.508,-174.262
,-14.789,-66.729,-173.364
,-15.504,-64.484,-173.102
,-8.225,-67.51,-167.518
15110.0,-10.339,-69.807,-168.192
,-5.806,-69.467,-163.956
,-3.88,-67.891,-160.045
,-4.585,-68.564,-159.879
,-2.296,-69.989,-157.904
,-3.143,-72.492,-157.782
,-0.837,-74.674,-152.576
,-0.334,-74.446,-148.754
15186.0,1.115,-75.453,-145.999
,0.191,-79.774,-143.955
,2.921,-81.264,-141.153
,1.712,-79.725,-140.592
,3.332,-78.895,-136.951
,1.032,-75.593,-137.331
,1.684,-79.932,-136.423
,0.184,-79.137,-135.711
15261.0,1.831,-78.861,-133.57
,1.93,-78.56,-129.452
,1.086,-78.423,-129.983
,-1.082,-78.852,-130.325
,0.95,-78.093,-126.699
,-1.038,-77.243,-128.217
,0.3,-80.913,-128.036
,0.811,-77.003,-126.225
15337.0,-0.575,-78.903,-127.534
,-1.435,-75.289,-125.766
,1.463,-77.863,-122.596
,0.687,-74.791,-120.645
,-4.009,-74.807,-122.439
,-1.451,-74.374,-116.632
,-2.878,-70.924,-114.468
,-4.552,-74.606,-113.988
15413.0,-6.722,-71.836,-112.782
,-7.999,-72.672,-112.361
,-10.004,-69.946,-112.425
,-7.173,-73.014,-107.38
,-11.598,-74.372,-106.89
,-14.576,-73.057,-105.936
,-13.669,-71.581,-102.737
,-14.87,-72.402,-100.071
15489.0,-19.604,-72.146,-101.816
,-17.923,-75.063,-100.241
,-21.883,-70.92,-98.499
,-24.095,-69.199,-97.058
,-26.478,-73.275,-95.381
,-31.781,-69.983,-95.183
,-33.635,-70.984,-94.647
,-35.377,-68.281,-93.035
15565.0,-34.027,-64.789,-92.004
,-37.86,-69.459,-93.928
,-37.818,-69.45,-92.665
,-36.849,-67.48,-91.481
,-39.483,-69.17,-93.024
,-41.12,-64.364,-91.32
,-44.808,-68.522,-92.734
,-47.155,-70.231,-91.899
15641.0,-52.625,-69.334,-94.788
,-52.861,-70.345,-94.124
,-56.328,-74.535,-95.124
,-61.886,-72.818,-97.166
,-60.724,-75.127,-96.461
,-63.125,-73.926,-96.793
,-66.11,-79.012,-99.217
,-66.329,-77.659,-99.957
15717.0,-70.513,-75.644,-101.815
,-72.063,-77.779,-103.024
,-72.195,-78.288,-103.113
,-75.793,-77.426,-104.478
,-75.197,-77.257,-104.032
,-76.669,-75.975,-106.318
,-78.103,-79.206,-108.703
,-78.266,-77.561,-106.588
15793.0,-78.778,-78.272,-106.851
,-78.71,-80.697,-109.104
,-77.299,-81.712,-107.471
,-77.593,-84.335,-109.336
,-75.566,-84.417,-109.364
,-76.885,-84.982,-109.035
,-78.365,-86.902,-113.15
,-78.893,-88.936,-113.507
15869.0,-78.552,-90.062,-114.13
,-80.166,-90.611,-116.459
,-83.328,-89.334,-120.978
,-83.328,-89.334,-120.978
,-82.707,-92.36,-121.378
,-85.938,-90.259,-124.489
,-84.875,-92.029,-124.389
,-85.808,-91.63,-126.415
15945.0,-90.401,-86.903,-128.911
,-91.473,-88.615,-132.011
,-92.836,-86.27,-132.567
,-95.125,-85.124,-135.713
,-93.447,-87.001,-135.777
,-93.251,-82.799,-136.014
,-93.986,-81.878,-135.986
,-94.818,-78.538,-134.548
16021.0,-97.6,-78.379,-138.566
,-95.572,-76.86,-137.75
,-97.144,-77.4,-138.816
,-95.9,-76.291,-139.049
