Timestamp,MagnX,MagnY,MagnZ
,-99.804,-76.455,-141.855
,-98.152,-72.218,-140.695
,-98.465,-74.565,-141.95
,-98.085,-74.643,-142.947
16097.0,-98.468,-72.485,-145.086
,-99.862,-68.547,-145.78
,-98.494,-70.41,-148.923
,-94.654,-68.659,-147.237
,-98.184,-69.462,-153.524
,-97.363,-65.084,-152.473
,-98.148,-66.054,-155.864
,-96.677,-62.894,-158.538
16172.0,-98.4,-59.987,-161.375
,-96.496,-55.775,-158.819
,-95.219,-54.938,-159.24
,-104.886,14.651,-150.765
,-93.637,-53.916,-161.733
,-94.209,-54.08,-161.478
,-93.821,-50.956,-160.646
,-94.58,-53.519,-164.039
16248.0,-93.186,-48.698,-162.072
,-91.707,-47.618,-161.47
,-90.574,-50.212,-162.779
,-93.247,-48.71,-163.897
,-92.274,-47.02,-163.744
,-92.201,-44.644,-163.463
,-90.939,-44.851,-162.808
,-87.562,-41.16,-160.634
16324.0,-87.319,-37.228,-160.639
,-86.765,-37.347,-162.627
,-86.233,-39.552,-162.18
,-84.356,-39.866,-161.688
,-86.526,-36.615,-164.321
,-84.5,-38.017,-164.022
,-85.723,-36.761,-165.053
,-83.265,-36.63,-163.364
16400.0,-84.365,-39.108,-164.637
,-84.549,-35.107,-165.048
,-84.605,-34.839,-165.561
,-83.099,-35.353,-164.961
,-84.458,-33.567,-167.72
,-82.886,-33.307,-167.824
,-81.683,-31.087,-164.635
,-82.142,-29.985,-167.521
16476.0,-80.047,-31.932,-167.46
,-79.585,-30.672,-166.398
,-76.6,-29.827,-164.025
,-75.649,-31.061,-164.951
,-75.64,-31.059,-164.671
,-74.46,-29.124,-163.354
,-77.192,-30.275,-165.503
,-76.834,-28.477,-165.186
16552.0,-74.912,-26.141,-164.084
,-75.627,-28.136,-163.872
,-74.619,-28.318,-164.612
,-72.698,-27.023,-162.012
,-75.53,-24.715,-164.388
,-74.594,-26.713,-163.066
,-76.155,-25.65,-163.008
,-76.995,-25.792,-164.569
16628.0,-76.222,-22.745,-164.595
,-75.64,-26.539,-163.449
,-73.381,-25.05,-161.938
,-70.863,-25.745,-161.938
,-70.374,-25.039,-162.377
,-70.112,-21.103,-161.821
,-68.229,-24.055,-160.395
,-67.706,-22.022,-160.178
16704.0,-65.881,-22.828,-157.389
,-68.262,-20.303,-157.486
,-66.961,-19.462,-157.206
,-65.351,-18.914,-155.017
,-66.552,-18.973,-155.019
,-65.037,-19.206,-152.968
,-64.677,-15.808,-151.807
,-67.784,-20.64,-156.708
16780.0,-66.875,-17.843,-153.835
,-64.772,-17.629,-150.447
,-65.148,-18.11,-151.651
,-65.475,-16.701,-149.437
,-65.741,-14.799,-149.238
,-64.685,-14.97,-148.574
,-61.293,-15.237,-144.859
,-62.447,-15.567,-144.63
16856.0,-61.857,-16.44,-142.826
,-61.452,-15.673,-139.609
,-60.472,-16.341,-137.35
,-62.311,-16.299,-137.891
,-61.653,-15.837,-134.449
,-61.65,-17.157,-133.982
,-58.691,-14.157,-129.265
,-59.819,-17.122,-127.54
16932.0,-58.698,-17.279,-124.912
,-58.193,-18.931,-122.965
,-57.402,-16.92,-120.932
,-58.681,-20.117,-118.686
,-58.058,-21.263,-117.071
,-58.331,-22.002,-116.359
,-58.265,-21.708,-113.223
,-61.061,-21.273,-116.492
17008.0,-57.579,-25.28,-114.001
,-59.989,-19.841,-114.563
,-59.746,-24.389,-114.67
,-61.122,-26.007,-114.527
,-61.082,-23.358,-114.058
,-61.349,-27.576,-115.925
,-61.207,-26.785,-114.384
,-63.048,-24.584,-111.879
17083.0,-68.053,-22.706,-114.737
,-63.877,-27.363,-112.366
,-67.729,-27.237,-112.458
,-66.439,-27.438,-110.96
,-65.549,-29.166,-109.87
,-65.598,-27.297,-109.399
,-65.598,-27.297,-109.399
,-64.617,-31.444,-109.86
17159.0,-66.838,-27.644,-111.695
,-67.25,-27.294,-110.508
,-69.401,-29.599,-112.305
,-66.225,-30.112,-110.034
,-66.746,-29.505,-110.904
,-68.85,-31.8,-111.297
,-73.014,-29.781,-112.593
,-74.902,-31.069,-114.211
17235.0,-76.839,-30.768,-116.527
,-76.55,-31.625,-117.522
,-76.86,-28.132,-117.882
,-77.444,-30.178,-119.923
,-75.078,-28.947,-116.357
,-76.229,-29.836,-118.329
,-75.918,-29.088,-117.918
,-78.591,-26.826,-121.705
17311.0,-76.446,-26.402,-122.064
,-72.796,-26.212,-120.653
,-74.593,-26.441,-121.102
,-71.05,-25.714,-120.577
,-73.25,-25.11,-123.399
,-72.518,-20.191,-122.672
,-72.007,-25.321,-123.304
,-71.643,-22.481,-124.346
17387.0,-68.997,-23.429,-121.728
,-69.913,-24.348,-122.865
,-67.973,-26.248,-121.253
,-69.738,-22.51,-121.84
,-68.942,-24.738,-119.717
,-69.37,-24.95,-121.294
,-69.826,-21.689,-120.993
,-71.304,-21.448,-121.922
17463.0,-70.055,-21.379,-120.516
,-68.007,-22.775,-119.515
,-68.624,-20.789,-117.477
,-69.015,-27.114,-119.997
,-66.843,-22.924,-115.624
,-68.545,-26.893,-117.158
,-66.366,-24.581,-114.52
,-66.812,-25.558,-113.989
17539.0,-68.556,-28.696,-113.272
,-68.771,-28.383,-112.374
,-71.349,-30.34,-113.404
,-71.265,-30.603,-112.049
,-74.45,-29.532,-112.259
,-72.939,-34.285,-111.57
,-72.256,-36.257,-111.643
,-76.058,-33.76,-112.156
17615.0,-74.96,-37.402,-112.95
,-73.193,-35.02,-110.296
,-77.911,-33.441,-111.947
,-76.691,-37.337,-110.263
,-79.417,-38.207,-111.1
,-81.538,-42.106,-112.758
,-83.757,-46.507,-113.523
,-85.206,-46.26,-113.61
17691.0,-88.867,-51.252,-117.695
,-90.338,-49.69,-118.81
,-90.38,-53.939,-120.124
,-90.2,-52.1,-118.958
,-92.537,-52.005,-122.009
,-94.13,-54.91,-121.813
,-91.33,-55.905,-120.746
,-91.223,-56.721,-121.032
17767.0,-94.39,-56.206,-123.022
,-93.65,-57.406,-124.081
,-95.402,-59.505,-125.142
,-93.038,-60.154,-123.591
,-94.352,-59.958,-125.79
,-96.361,-61.473,-126.045
,-96.345,-63.349,-127.499
,-97.463,-64.511,-129.66
17843.0,-96.213,-66.6,-131.301
,-97.788,-65.541,-131.663
,-95.319,-68.606,-131.242
,-97.752,-67.413,-132.556
,-98.138,-67.896,-134.041
,-99.3,-66.147,-137.087
,-97.123,-71.276,-136.189
,-97.596,-69.618,-137.154
17919.0,-98.906,-70.461,-137.715
,-96.942,-72.917,-137.743
,-96.606,-69.524,-137.284
,-95.962,-72.824,-138.153
,-98.425,-72.677,-138.812
,-97.163,-73.164,-139.327
,-96.164,-77.868,-141.569
,-99.6,-74.411,-144.999
17995.0,-97.919,-73.087,-143.374
,-99.569,-71.484,-143.639
,-97.986,-74.421,-145.012
,-97.519,-71.84,-144.137
,-98.635,-71.401,-145.453
,-98.692,-71.133,-145.966
,-97.432,-69.461,-143.435
,-96.604,-71.202,-144.17
18071.0,-96.542,-71.189,-142.346
,-97.126,-72.955,-143.215
,-100.145,-70.608,-145.022
,-100.284,-68.478,-146.046
,-98.144,-73.056,-143.927
,-97.032,-73.215,-141.58
,-98.718,-74.54,-143.346
,-98.011,-75.747,-145.387
18147.0,-95.692,-74.525,-143.223
,-95.773,-75.862,-145.282
,-98.525,-73.818,-146.443
,-98.496,-76.53,-150.99
,-95.934,-76.176,-151.224
,-95.407,-74.701,-153.209
,-95.645,-77.873,-155.733
,-93.351,-77.697,-152.773
18223.0,-96.194,-77.752,-153.605
,-95.558,-79.454,-153.911
,-96.598,-78.72,-151.811
,-98.077,-75.0,-150.02
,-97.428,-78.299,-150.75
,-99.096,-76.141,-149.234
,-96.024,-77.716,-148.553
,-98.099,-77.924,-151.099
18298.0,-97.223,-80.416,-147.762
,-97.794,-78.98,-146.662
,-95.9,-80.33,-144.11
,-93.353,-81.78,-140.599
,-96.437,-83.127,-142.079
,-98.091,-80.205,-142.812
,-95.426,-81.149,-139.633
,-95.536,-78.453,-137.472
18374.0,-95.856,-79.202,-138.163
,-95.884,-79.208,-139.005
,-94.729,-83.118,-139.285
,-95.326,-84.327,-138.234
,-94.162,-83.995,-138.183
,-96.37,-81.513,-139.27
,-93.41,-86.792,-139.665
,-94.852,-83.144,-142.934
18450.0,-95.053,-83.107,-142.786
,-95.145,-85.487,-143.628
,-91.942,-87.114,-145.199
,-93.48,-86.047,-144.439
,-94.668,-86.943,-147.534
,-92.07,-87.901,-146.319
,-90.565,-88.416,-145.72
,-94.459,-88.578,-148.246
18526.0,-94.776,-86.406,-148.419
,-96.233,-80.322,-147.892
,-94.58,-79.004,-147.108
,-96.206,-80.875,-149.392
,-96.044,-78.0,-150.285
,-97.497,-76.434,-150.839
,-96.807,-76.525,-148.757
,-98.543,-77.021,-148.553
18602.0,-96.372,-74.432,-145.024
,-98.08,-73.881,-145.476
,-99.503,-75.509,-146.736
,-97.4,-74.534,-146.017
,-96.905,-72.227,-145.471
,-96.562,-75.993,-145.3
,-98.414,-74.913,-147.76
,-97.114,-74.072,-147.479
18678.0,-99.817,-69.936,-150.232
,-100.143,-67.767,-150.687
,-100.565,-67.698,-150.952
,-98.831,-68.802,-152.001
,-97.535,-67.962,-151.86
,-99.234,-64.009,-155.494
,-98.978,-65.913,-155.973
,-99.727,-63.955,-157.864
18754.0,-100.482,-58.798,-158.347
,-94.531,-57.391,-155.333
,-94.653,-61.377,-157.862
,-96.822,-58.125,-160.495
,-94.223,-58.043,-160.778
,-94.563,-55.876,-161.654
,-94.764,-54.799,-163.003
,-93.131,-50.566,-162.404
18830.0,-93.694,-49.687,-163.366
,-92.978,-51.653,-162.458
,-91.882,-44.935,-161.274
,-90.696,-45.639,-159.024
,-90.98,-44.02,-160.557
,-92.325,-42.152,-156.712
,-92.911,-41.558,-159.547
,-93.032,-41.505,-157.013
18906.0,-90.446,-40.586,-154.204
,-93.164,-37.494,-155.881
,-90.786,-38.139,-153.909
,-93.463,-36.079,-152.824
,-91.302,-34.051,-151.919
,-89.125,-29.861,-147.406
,-88.238,-34.229,-145.662
,-84.965,-31.802,-140.067
18982.0,-88.107,-31.002,-140.185
,-85.083,-28.548,-135.845
,-84.477,-32.338,-133.997
,-85.743,-32.131,-134.793
,-86.976,-30.598,-134.934
,-84.811,-29.33,-131.219
,-83.916,-30.497,-127.647
,-80.2,-31.614,-123.944
19058.0,-80.673,-30.437,-121.069
,-76.702,-34.499,-116.348
,-72.091,-30.461,-112.019
,-75.847,-33.034,-114.693
,-71.512,-33.977,-109.842
,-67.29,-34.663,-107.188
,-65.337,-37.881,-104.828
,-62.377,-34.121,-102.779
19134.0,-58.979,-37.586,-100.473
,-57.276,-37.858,-98.99
,-56.408,-38.27,-98.929
,-52.011,-41.919,-97.642
,-49.931,-45.189,-97.675
,-46.562,-45.461,-94.662
,-45.631,-48.019,-95.823
,-44.966,-48.395,-95.613
19209.0,-40.464,-51.261,-93.909
,-40.622,-53.375,-95.544
,-37.977,-54.603,-94.097
,-35.479,-57.663,-92.834
,-37.549,-58.15,-96.411
,-32.951,-58.356,-92.553
,-32.355,-58.467,-93.278
,-29.918,-65.5,-92.718
19285.0,-29.386,-63.744,-93.392
,-28.539,-70.001,-94.787
,-24.518,-70.171,-95.825
,-24.561,-70.18,-97.088
,-22.201,-70.829,-95.677
,-22.602,-72.916,-98.428
,-19.268,-78.554,-101.132
,-16.563,-76.368,-101.323
19361.0,-15.172,-82.467,-103.815
,-14.369,-85.813,-106.096
,-14.978,-84.944,-108.461
,-13.056,-86.088,-110.079
,-9.858,-87.715,-111.791
,-9.899,-86.124,-112.209
,-10.112,-87.97,-114.357
,-9.887,-88.001,-113.804
19437.0,-9.888,-88.841,-117.317
,-9.068,-90.024,-115.99
,-11.115,-90.786,-120.037
,-11.402,-95.847,-125.979
,-8.346,-94.226,-124.17
,-9.916,-92.125,-125.89
,-8.487,-94.256,-128.38
,-8.451,-95.088,-130.77
19513.0,-8.147,-91.702,-131.294
,-4.215,-95.291,-131.536
,-8.254,-94.924,-136.07
,-8.932,-91.91,-137.353
,-9.325,-95.315,-139.496
,-10.206,-98.665,-143.869
,-11.87,-96.785,-143.385
,-12.122,-99.959,-146.329
19589.0,-13.949,-96.994,-146.071
,-14.575,-98.77,-148.204
,-17.455,-102.032,-151.707
,-16.364,-99.836,-151.886
,-16.369,-99.837,-152.026
,-16.48,-103.541,-153.103
,-18.73,-101.068,-155.453
,-21.433,-100.892,-157.086
19665.0,-20.998,-102.558,-157.244
,-21.104,-100.701,-158.456
,-23.068,-102.766,-159.65
,-23.026,-103.036,-159.558
,-25.442,-102.399,-162.653
,-25.056,-101.916,-161.168
,-30.87,-102.333,-167.792
,-29.856,-101.394,-163.707
19741.0,-32.478,-100.721,-166.795
,-32.418,-101.547,-168.484
,-34.396,-99.375,-170.048
,-37.572,-99.142,-173.49
,-39.114,-97.315,-175.539
,-40.757,-93.07,-176.317
,-41.585,-95.849,-176.805
,-45.061,-90.241,-178.31
19817.0,-44.059,-92.505,-176.195
,-49.268,-93.512,-179.423
,-51.076,-95.063,-179.826
,-51.102,-92.909,-177.481
,-54.083,-95.074,-179.387
,-56.662,-92.791,-180.367
,-56.296,-93.353,-177.946
,-59.769,-94.624,-178.709
19893.0,-60.749,-93.396,-178.625
,-62.007,-94.509,-178.813
,-62.443,-94.443,-179.5
,-61.666,-96.395,-176.767
,-61.792,-95.303,-175.871
,-63.269,-95.062,-176.8
,-65.679,-93.584,-176.242
,-67.156,-96.263,-177.548
19969.0,-64.16,-99.096,-172.603
,-67.213,-97.797,-173.894
,-69.454,-96.082,-173.295
,-69.892,-97.616,-174.825
,-72.814,-96.569,-173.358
,-70.948,-93.965,-172.769
,-73.305,-91.155,-170.994
,-75.834,-91.022,-173.617
20045.0,-78.03,-91.177,-173.629
,-76.725,-90.335,-173.208
,-77.235,-89.725,-173.798
,-75.04,-90.331,-171.116
,-78.393,-88.736,-174.035
,-79.917,-87.946,-174.025
,-81.618,-85.514,-172.321
,-84.205,-83.434,-168.571
20121.0,-88.99,-82.63,-169.517
,-92.262,-80.178,-166.538
,-90.838,-79.031,-161.437
,-92.936,-75.485,-160.795
,-93.183,-78.099,-161.256
,-93.738,-78.818,-162.782
,-93.396,-79.385,-161.062
,-94.886,-77.547,-161.568
20197.0,-93.041,-77.308,-159.715
,-95.024,-75.898,-158.751
,-94.123,-75.743,-155.365
,-96.79,-77.72,-159.062
,-95.706,-77.326,-155.215
,-96.455,-71.888,-154.386
,-97.511,-71.716,-155.049
,-95.692,-78.363,-153.296
20273.0,-97.58,-75.132,-153.692
,-97.997,-79.022,-152.696
,-97.889,-75.039,-150.589
,-99.016,-75.923,-151.86
,-96.024,-77.716,-148.553
,-96.794,-77.843,-148.009
,-97.18,-74.846,-146.775
,-96.613,-75.444,-144.501
20349.0,-98.729,-75.661,-148.311
,-98.177,-72.302,-147.579
,-98.237,-71.475,-145.89
,-98.641,-68.203,-144.045
,-97.342,-63.882,-141.045
,-98.759,-64.188,-142.492
,-99.245,-61.974,-141.535
,-99.329,-65.952,-142.941
20425.0,-100.691,-63.327,-142.326
,-99.589,-63.768,-141.43
,-99.197,-66.204,-140.182
,-101.062,-59.488,-137.157
,-98.238,-60.477,-135.389
,-96.412,-64.482,-134.148
,-99.817,-58.299,-131.207
,-98.606,-57.957,-129.753
20500.0,-94.772,-58.009,-124.04
,-93.452,-61.124,-122.077
,-93.941,-62.11,-122.81
,-93.621,-61.081,-120.947
,-94.741,-60.363,-121.233
,-93.525,-60.02,-119.638
,-93.478,-60.01,-118.235
,-91.64,-61.373,-117.367
20576.0,-89.727,-62.719,-114.255
,-89.884,-64.273,-113.548
,-85.683,-67.885,-111.973
,-84.947,-68.526,-110.83
,-84.305,-69.667,-108.653
,-83.652,-72.966,-109.242
,-82.411,-74.777,-109.992
,-81.246,-74.166,-108.77
20652.0,-82.607,-77.94,-111.253
,-81.125,-79.499,-109.857
,-80.716,-77.971,-109.168
,-82.682,-78.436,-109.658
,-81.685,-80.22,-111.523
,-80.368,-82.295,-111.199
,-80.191,-79.137,-110.5
,-81.361,-80.79,-110.364
20728.0,-81.493,-81.019,-109.283
,-79.567,-78.962,-109.211
,-76.824,-80.729,-107.16
,-78.265,-81.041,-109.308
,-78.138,-85.053,-110.581
,-78.292,-83.966,-110.527
,-78.035,-85.591,-109.836
,-74.744,-88.519,-108.414
20804.0,-73.922,-87.341,-108.912
,-74.056,-89.73,-111.017
,-75.071,-91.149,-111.262
,-74.599,-93.087,-111.468
,-75.953,-91.02,-112.915
,-74.297,-91.022,-111.665
,-72.267,-92.423,-111.226
,-72.281,-92.426,-111.647
20880.0,-72.442,-94.26,-112.251
,-73.661,-93.004,-113.142
,-69.826,-95.494,-111.646
,-68.505,-97.848,-112.353
,-66.179,-98.785,-113.095
,-63.732,-100.815,-114.873
,-65.679,-100.236,-116.3
,-60.806,-101.862,-116.2
20956.0,-61.837,-100.644,-117.66
,-57.117,-104.663,-120.226
,-54.142,-108.619,-120.527
,-51.374,-108.859,-123.111
,-47.43,-109.806,-123.726
,-48.088,-111.028,-124.499
,-45.143,-112.07,-125.264
,-44.511,-109.534,-125.66
21032.0,-42.527,-109.344,-125.78
,-42.814,-109.605,-129.329
,-41.298,-113.597,-131.168
,-41.581,-110.378,-131.857
,-40.457,-112.695,-132.275
,-38.284,-111.224,-133.291
,-38.922,-111.122,-133.829
,-38.316,-111.231,-134.273
21108.0,-36.864,-113.077,-134.89
,-35.716,-114.068,-134.934
,-36.939,-112.813,-135.965
,-35.538,-109.869,-135.733
,-34.83,-110.516,-135.431
,-36.136,-111.639,-137.023
,-35.907,-112.229,-138.672
,-35.921,-112.232,-139.093
21184.0,-36.206,-111.654,-139.128
,-38.528,-110.515,-143.257
,-37.234,-111.275,-143.961
,-37.421,-110.475,-146.061
,-34.32,-111.004,-146.035
,-33.987,-110.812,-147.265
,-37.815,-109.719,-154.335
,-35.967,-109.278,-157.354
21260.0,-36.811,-104.42,-161.674
,-36.756,-104.487,-166.172
,-35.326,-101.057,-168.938
,-34.499,-98.837,-170.793
,-33.672,-97.658,-171.15
,-35.467,-96.566,-171.926
,-35.952,-97.831,-173.689
,-39.129,-97.598,-177.131
21336.0,-40.554,-97.067,-175.345
,-43.294,-96.899,-178.101
,-46.625,-96.62,-179.991
,-45.861,-93.014,-177.956
,-47.773,-95.068,-177.606
,-49.05,-96.185,-178.356
,-46.761,-96.569,-177.879
,-46.258,-95.861,-177.897
21412.0,-46.975,-94.656,-176.136
,-47.909,-95.298,-176.664
,-48.892,-93.03,-178.219
,-47.169,-96.498,-177.723
,-48.073,-94.773,-179.234
,-50.31,-93.337,-179.665
,-48.214,-94.724,-177.262
,-52.934,-94.745,-179.757
21488.0,-52.873,-94.732,-177.933
,-51.544,-93.885,-176.81
,-55.301,-97.498,-177.986
,-57.388,-97.149,-178.611
,-60.619,-95.529,-177.882
,-61.112,-95.676,-175.241
,-62.443,-94.644,-174.489
,-63.246,-94.778,-174.927
21564.0,-64.003,-96.501,-174.807
,-69.134,-90.611,-176.392
,-67.339,-92.744,-174.119
,-67.772,-98.237,-174.389
,-71.219,-97.143,-176.275
,-70.651,-97.181,-171.659
,-72.298,-93.418,-168.738
,-73.736,-95.049,-170.419
21640.0,-78.551,-96.331,-169.212
,-76.645,-96.079,-165.536
,-79.279,-97.489,-165.908
,-82.405,-95.086,-164.76
,-82.882,-93.91,-162.025
,-83.886,-97.967,-161.196
,-84.481,-97.297,-158.129
,-84.577,-95.358,-152.878
21715.0,-83.859,-96.204,-147.285
,-84.825,-96.294,-146.454
,-85.437,-98.267,-143.155
,-85.083,-96.951,-139.139
,-86.568,-99.352,-139.554
,-88.752,-96.865,-139.94
,-84.853,-96.701,-137.274
,-87.367,-96.285,-138.304
21791.0,-87.33,-96.278,-137.182
,-86.473,-93.492,-135.853
,-83.943,-97.105,-135.949
,-88.649,-97.123,-138.024
,-84.514,-95.948,-136.021
,-87.328,-94.957,-137.508
,-87.503,-96.235,-136.192
,-85.427,-94.427,-132.801
21867.0,-87.816,-90.303,-132.335
,-87.175,-93.526,-127.162
,-84.263,-90.536,-123.848
,-86.041,-90.481,-122.565
,-81.786,-91.161,-118.929
,-79.14,-92.109,-116.311
,-76.212,-95.516,-115.673
,-71.118,-93.134,-110.098
21943.0,-72.637,-91.582,-112.616
,-68.281,-94.68,-110.251
,-66.645,-91.766,-109.184
,-65.186,-91.731,-107.646
,-61.849,-91.45,-103.273
,-63.003,-90.739,-104.541
,-59.65,-88.094,-101.571
,-59.578,-87.038,-100.964
22019.0,-56.574,-80.628,-98.306
,-50.8,-82.379,-95.991
,-47.591,-82.684,-97.749
,-47.056,-78.769,-95.236
,-47.241,-76.089,-95.32
,-43.51,-79.082,-93.072
,-44.144,-79.539,-95.813
,-42.756,-80.838,-96.052
22095.0,-40.136,-83.392,-94.98
,-40.193,-83.403,-96.664
,-40.329,-79.393,-95.672
,-37.216,-81.519,-96.07
,-38.201,-80.572,-97.297
,-35.773,-78.567,-94.575
,-35.396,-77.045,-94.868
,-35.539,-79.156,-96.083
22171.0,-32.52,-77.263,-94.225
,-32.699,-73.541,-95.667
,-28.631,-77.661,-94.182
,-26.815,-76.948,-97.011
,-24.498,-77.606,-96.863
,-24.367,-73.138,-97.894
,-21.642,-69.628,-97.851
,-17.262,-71.96,-97.453
22247.0,-17.527,-69.297,-99.923
,-15.745,-69.91,-103.408
,-11.041,-66.973,-100.956
,-10.941,-65.431,-103.347
,-10.42,-64.237,-106.644
,-8.117,-60.658,-106.866
,-6.753,-61.963,-107.807
,-5.73,-61.381,-110.795
22323.0,-1.841,-61.779,-110.751
,-2.07,-60.429,-111.772
,-3.836,-57.25,-114.701
,-2.595,-59.341,-116.623
,-3.988,-54.082,-117.644
,-1.707,-53.428,-118.945
,-1.154,-53.548,-120.932
,1.515,-54.29,-122.624
22399.0,3.552,-53.329,-123.869
,3.65,-54.148,-124.435
,2.805,-54.011,-124.966
,1.405,-55.433,-130.536
,0.093,-53.636,-131.891
,3.053,-53.915,-134.904
,2.157,-52.748,-138.476
,3.11,-52.662,-139.729
22475.0,1.319,-50.808,-143.033
,0.569,-50.17,-144.597
,2.965,-51.372,-144.406
,2.277,-50.441,-142.974
,0.849,-51.03,-145.873
,2.489,-52.914,-147.059
,-0.284,-52.754,-150.797
,-0.946,-53.697,-150.539
22551.0,-0.127,-50.92,-150.333
,-1.949,-51.714,-153.826
,-3.842,-49.322,-157.875
,-6.085,-49.767,-160.462
,-7.398,-49.012,-160.32
,-8.422,-49.673,-163.514
,-9.276,-49.817,-165.497
,-10.242,-48.586,-164.992
22626.0,-9.489,-51.383,-166.474
,-11.872,-50.738,-168.586
,-13.44,-51.557,-170.684
,-15.13,-47.042,-171.694
,-14.565,-49.8,-172.608
,-17.738,-50.606,-174.412
,-17.654,-51.148,-174.228
,-19.762,-52.404,-176.259
22702.0,-23.684,-52.293,-178.456
,-24.259,-54.337,-180.216
,-24.226,-54.33,-179.234
,-23.717,-56.54,-179.489
,-23.814,-60.241,-180.144
,-26.84,-59.215,-181.764
,-27.307,-57.276,-181.418
,-25.569,-59.7,-181.999
22778.0,-27.253,-59.425,-182.92
,-27.208,-61.295,-183.532
,-27.929,-60.091,-181.912
,-26.33,-61.145,-180.848
,-28.363,-66.145,-184.525
,-27.7,-64.921,-183.611
,-29.019,-65.487,-183.282
,-29.037,-65.211,-182.672
22854.0,-32.061,-67.105,-184.67
,-30.912,-67.817,-183.542
,-32.512,-72.323,-184.33
,-34.613,-76.218,-185.427
,-35.985,-77.835,-185.144
,-37.176,-81.853,-183.745
,-39.345,-83.603,-183.761
,-39.698,-85.119,-182.766
22930.0,-42.552,-86.217,-182.38
,-40.742,-91.826,-182.405
,-44.019,-94.175,-181.959
,-42.812,-93.274,-178.303
,-46.015,-96.448,-179.124
,-46.743,-96.845,-178.489
,-48.421,-96.009,-176.927
,-48.58,-99.924,-174.396
23006.0,-49.938,-97.578,-174.812
,-50.814,-101.128,-174.034
,-50.649,-101.093,-169.122
,-52.202,-100.309,-169.954
,-54.155,-102.092,-169.696
,-55.914,-105.512,-170.571
,-58.051,-104.055,-168.055
,-57.473,-103.33,-165.828
23082.0,-62.863,-106.657,-166.382
,-62.932,-105.552,-163.802
,-64.926,-105.744,-163.963
,-66.882,-105.928,-163.001
,-68.753,-105.053,-161.011
,-70.934,-104.925,-159.432
,-66.284,-109.08,-152.91
,-68.714,-109.206,-153.757
23158.0,-69.139,-107.459,-147.136
,-70.758,-108.49,-145.766
,-70.875,-108.156,-141.921
,-71.304,-106.97,-137.783
,-70.885,-105.439,-136.813
,-65.523,-110.8,-132.192
,-67.612,-107.532,-132.44
,-67.645,-108.019,-129.582
23234.0,-67.952,-105.846,-129.475
,-65.05,-107.378,-127.663
,-61.219,-106.11,-122.418
,-58.258,-105.269,-120.746
,-57.284,-107.259,-118.302
,-57.208,-106.483,-118.725
,-55.251,-106.78,-115.847
,-54.125,-106.176,-115.748
23310.0,-52.719,-103.992,-112.707
,-53.043,-103.422,-113.865
,-49.556,-103.188,-111.183
,-49.603,-103.198,-112.587
,-46.052,-103.51,-110.283
,-45.262,-102.059,-110.591
,-42.823,-103.251,-109.137
,-41.647,-100.277,-109.459
23386.0,-39.317,-101.973,-107.392
,-38.651,-101.588,-109.851
,-36.225,-96.943,-107.923
,-34.156,-101.815,-109.081
,-30.497,-102.183,-109.731
,-31.506,-101.801,-114.002
,-27.069,-102.801,-112.247
,-28.586,-99.649,-113.921
23462.0,-27.906,-96.542,-110.571
,-24.895,-97.291,-108.2
,-24.428,-94.99,-108.497
,-25.299,-97.778,-110.247
,-23.799,-99.614,-109.461
,-20.677,-97.218,-108.356
,-21.996,-92.783,-110.645
,-20.81,-94.046,-110.737
23538.0,-23.272,-92.579,-111.722
,-22.175,-93.301,-112.138
,-19.484,-95.84,-108.961
,-20.123,-96.297,-111.841
,-21.122,-96.394,-111.992
,-19.849,-90.758,-110.16
,-17.224,-92.27,-110.446
,-17.468,-92.243,-111.561
23614.0,-17.451,-89.319,-110.622
,-14.966,-91.061,-110.107
,-15.535,-87.824,-113.174
,-15.563,-87.83,-114.016
,-13.216,-82.362,-110.959
,-10.091,-86.366,-112.952
,-7.715,-84.372,-111.773
,-9.037,-82.857,-114.58
23690.0,-7.906,-82.532,-115.511
,-7.88,-84.686,-117.856
,-6.428,-82.012,-117.251
,-5.879,-86.373,-119.43
,-5.737,-80.861,-121.678
,-3.081,-80.006,-122.946
,-1.217,-78.242,-125.87
,-2.406,-79.419,-130.136
23766.0,1.819,-77.264,-133.147
,3.494,-76.781,-135.175
,0.969,-77.206,-140.0
,3.179,-76.287,-142.235
,1.447,-76.301,-145.731
,-0.49,-76.0,-148.047
,0.522,-76.741,-150.989
,-1.222,-74.878,-152.89
23841.0,-2.491,-72.312,-155.651
,-3.51,-72.972,-158.705
,-3.978,-71.592,-160.701
,-7.195,-70.048,-165.732
,-7.533,-69.48,-167.312
,-10.391,-69.818,-169.736
,-10.069,-67.469,-168.2
,-10.421,-66.905,-170.2
23917.0,-12.27,-67.144,-172.193
,-14.544,-65.716,-173.747
,-15.175,-64.013,-173.301
,-15.628,-61.03,-174.031
,-15.628,-61.03,-174.031
,-17.494,-59.674,-175.74
,-22.616,-58.302,-178.266
,-24.147,-59.673,-181.583
23993.0,-25.772,-56.464,-180.303
,-26.024,-55.879,-179.356
,-25.445,-53.353,-181.295
,-26.193,-55.355,-182.066
,-28.732,-55.985,-182.301
,-32.39,-54.576,-183.148
,-33.59,-53.595,-184.648
,-33.205,-53.112,-183.163
24069.0,-35.685,-55.609,-183.589
,-40.683,-56.93,-187.855
,-42.972,-55.986,-185.99
,-42.63,-61.352,-186.664
