n_reps,flex_max_deg,flex_mean_deg,flex_std_deg,rep_duration_mean,rep_duration_std,tempo_reps_per_min,valgus_mean_deg,valgus_std_deg,valgus_min_deg,valgus_max_deg,valgus_rms_deg,flex_vel_rms,flex_jerk_rms
13.0,55.83,54.379230769230766,0.9857481464775997,6.044307692307694,4.662901694547908,25.177533892834088,24.339266509841252,13.798039368605632,-6.633538973297899,64.41092432618895,27.978309181483265,35.14977983481962,171.0640571439544
