n_reps,flex_max_deg,flex_mean_deg,flex_std_deg,rep_duration_mean,rep_duration_std,tempo_reps_per_min,valgus_mean_deg,valgus_std_deg,valgus_min_deg,valgus_max_deg,valgus_rms_deg,flex_vel_rms,flex_jerk_rms
13.0,27.86,24.133076923076924,2.1749531723177737,2.9017692307692307,1.4016943128748016,23.908045977011493,56.43117280145702,17.682908014650057,3.9502934718415017,103.76774090598246,59.136811713200075,22.667368745178354,142.28414285985798
