n_reps,flex_max_deg,flex_mean_deg,flex_std_deg,rep_duration_mean,rep_duration_std,tempo_reps_per_min,valgus_mean_deg,valgus_std_deg,valgus_min_deg,valgus_max_deg,valgus_rms_deg,flex_vel_rms,flex_jerk_rms
18.0,35.16,32.17944444444444,1.5665158516849564,34.38088888888889,0.013257655603413672,32.98717165546732,58.77344946361449,11.947647591216894,2.404145311016302,83.95509204237283,59.97553371847521,18.770287246059585,224.64720391760326
